#wvl [um]      Flux [erg/s/cm]
5.5            69029.1921        
5.496976663    68642.3442        
5.493956648    45954.7661        
5.490939949    66608.1452        
5.487926562    69308.3944        
5.48491648     69133.7709        
5.481909698    69353.4459        
5.478906211    69433.8838        
5.475906014    69426.4298        
5.4729091      66257.6304        
5.469915465    69527.8501        
5.466925103    69472.2783        
5.463938009    69645.9813        
5.460954178    69630.2532        
5.457973603    69657.443         
5.454996281    69425.9237        
5.452022205    69784.0352        
5.44905137     69835.8037        
5.446083771    69897.2781        
5.443119402    66459.6407        
5.440158259    69880.2355        
5.437200336    69959.9964        
5.434245628    69604.2829        
5.431294129    70086.7116        
5.428345835    70097.5752        
5.42540074     69988.7976        
5.422458839    70087.0936        
5.419520126    70239.3115        
5.416584597    67184.2601        
5.413652247    70346.8531        
5.410723069    69216.4032        
5.40779706     70397.3614        
5.404874214    49648.8535        
5.401954525    69860.0931        
5.39903799     70558.9456        
5.396124601    70281.4727        
5.393214356    70441.4321        
5.390307248    70652.7806        
5.387403272    70464.6128        
5.384502423    60098.448         
5.381604697    69432.3196        
5.378710088    70117.8267        
5.375818591    70873.4856        
5.372930201    69479.2815        
5.370044913    70878.3464        
5.367162723    70710.4243        
5.364283624    70993.5973        
5.361407613    70988.3856        
5.358534684    71090.8139        
5.355664833    63581.6408        
5.352798054    71055.6433        
5.349934342    71217.7948        
5.347073692    68898.2604        
5.344216101    71308.8123        
5.341361562    54243.9056        
5.33851007     71218.2981        
5.335661622    71437.0695        
5.332816212    71326.3916        
5.329973835    71448.6379        
5.327134486    71485.3168        
5.324298161    70184.4297        
5.321464854    71606.2578        
5.318634561    71516.4749        
5.315807278    67122.4901        
5.312982998    71437.0444        
5.310161719    71499.6736        
5.307343433    71452.5402        
5.304528138    47900.5036        
5.301715828    71539.001         
5.298906498    68409.3586        
5.296100144    70800.065         
5.293296761    71069.1798        
5.290496345    71700.5477        
5.28769889     71477.7955        
5.284904391    71390.5466        
5.282112845    69188.0231        
5.279324246    72124.1624        
5.276538591    71617.3635        
5.273755873    71387.638         
5.270976089    67054.4254        
5.268199234    70986.1871        
5.265425303    72377.6402        
5.262654291    70536.3205        
5.259886195    72423.2366        
5.257121009    71687.1458        
