#wvl [um]      Flux [erg/s/cm]
5.5            69159.8708        
5.496976663    69202.0511        
5.493956648    69244.2112        
5.490939949    69286.3512        
5.487926562    69328.4709        
5.48491648     69370.5706        
5.481909698    69412.6501        
5.478906211    69454.7096        
5.475906014    69496.7491        
5.4729091      69538.7686        
5.469915465    69580.7682        
5.466925103    69622.748         
5.463938009    69664.7078        
5.460954178    69706.6479        
5.457973603    69748.5683        
5.454996281    69790.4689        
5.452022205    69832.3499        
5.44905137     69874.2112        
5.446083771    69916.053         
5.443119402    69957.8752        
5.440158259    69999.678         
5.437200336    70041.4613        
5.434245628    70083.2253        
5.431294129    70124.9698        
5.428345835    70166.695         
5.42540074     70208.4009        
5.422458839    70250.0873        
5.419520126    70291.7543        
5.416584597    70333.4019        
5.413652247    70375.0301        
5.410723069    70416.6389        
5.40779706     70458.2281        
5.404874214    70499.798         
5.401954525    70541.3483        
5.39903799     70582.8792        
5.396124601    70624.3906        
5.393214356    70665.8825        
5.390307248    70707.3548        
5.387403272    70748.8077        
5.384502423    70790.241         
5.381604697    70831.6547        
5.378710088    70873.0489        
5.375818591    70914.4235        
5.372930201    70955.7785        
5.370044913    70997.1139        
5.367162723    71038.4296        
5.364283624    71079.7254        
5.361407613    71121.0015        
5.358534684    71162.2577        
5.355664833    71203.4939        
5.352798054    71244.7101        
5.349934342    71285.9062        
5.347073692    71327.0822        
5.344216101    71368.2379        
5.341361562    71409.3735        
5.33851007     71450.4887        
5.335661622    71491.5835        
5.332816212    71532.6579        
5.329973835    71573.7117        
5.327134486    71614.745         
5.324298161    71655.7577        
5.321464854    71696.7497        
5.318634561    71737.7209        
5.315807278    71778.6713        
5.312982998    71819.6009        
5.310161719    71860.5098        
5.307343433    71901.3979        
5.304528138    71942.2652        
5.301715828    71983.1118        
5.298906498    72023.9376        
5.296100144    72064.7428        
5.293296761    72105.5272        
5.290496345    72146.291         
5.28769889     72187.0341        
5.284904391    72227.7565        
5.282112845    72268.4583        
5.279324246    72309.1394        
5.276538591    72349.8           
5.273755873    72390.4399        
5.270976089    72431.0593        
5.268199234    72471.658         
5.265425303    72512.2363        
5.262654291    72552.794         
5.259886195    72593.3311        
5.257121009    72633.8477        
5.254358729    72674.3436        
5.251599351    72714.8189        
5.248842869    72755.2734        
5.246089279    72795.7072        
5.243338577    72836.1202        
5.240590758    72876.5123        
5.237845817    72916.8836        
5.23510375     72957.2339        
5.232364553    72997.5632        
5.229628221    73037.8715        
5.226894749    73078.1587        
5.224164134    73118.4248        
5.22143637     73158.6698        
5.218711453    73198.8935        
5.215989378    73239.0959        
5.213270142    73279.2771        
5.21055374     73319.4369        
5.207840167    73359.5753        
5.205129418    73399.6923        
5.202421491    73439.7879        
5.199716379    73479.862         
5.197014079    73519.9148        
5.194314587    73559.9462        
5.191617897    73599.9562        
5.188924006    73639.9448        
5.186232909    73679.9121        
5.183544602    73719.8581        
5.180859081    73759.7827        
5.17817634     73799.686         
5.175496377    73839.5681        
5.172819186    73879.4288        
5.170144764    73919.2683        
5.167473106    73959.0865        
5.164804207    73998.8834        
5.162138064    74038.6591        
5.159474672    74078.4137        
5.156814027    74118.1469        
5.154156124    74157.8591        
5.15150096     74197.55          
5.14884853     74237.2196        
5.14619883     74276.868         
5.143551856    74316.495         
5.140907604    74356.1006        
5.138266069    74395.6848        
5.135627247    74435.2475        
5.132991134    74474.7886        
5.130357726    74514.3081        
5.127727018    74553.8059        
5.125099008    74593.282         
5.122473689    74632.7364        
5.119851059    74672.1689        
5.117231113    74711.5796        
5.114613847    74750.9683        
5.111999256    74790.335         
5.109387338    74829.6797        
5.106778087    74869.0023        
5.1041715      74908.3028        
5.101567573    74947.581         
5.0989663      74986.8371        
5.09636768     75026.0709        
5.093771706    75065.2825        
5.091178376    75104.472         
5.088587686    75143.6393        
5.08599963     75182.7845        
5.083414206    75221.9076        
5.080831409    75261.0086        
5.078251235    75300.0876        
5.07567368     75339.1445        
5.073098741    75378.1795        
5.070526413    75417.1924        
5.067956692    75456.1835        
5.065389575    75495.1526        
5.062825056    75534.0998        
5.060263134    75573.0251        
5.057703802    75611.9286        
5.055147059    75650.8103        
5.052592899    75689.6702        
5.050041319    75728.5083        
5.047492314    75767.3247        
5.044945881    75806.1192        
5.042402017    75844.8919        
5.039860717    75883.6426        
5.037321976    75922.3714        
5.034785793    75961.0781        
5.032252162    75999.7627        
5.029721079    76038.4251        
5.027192541    76077.0653        
5.024666545    76115.6832        
5.022143085    76154.2788        
5.019622159    76192.852         
5.017103763    76231.4027        
5.014587892    76269.9309        
5.012074543    76308.4366        
5.009563713    76346.9196        
5.007055396    76385.3799        
5.004549591    76423.8174        
5.002046292    76462.2321        
4.999545496    76500.624         
4.997047199    76538.9929        
4.994551398    76577.3389        
4.992058089    76615.6621        
4.989567268    76653.9624        
4.987078932    76692.2399        
4.984593076    76730.4945        
4.982109697    76768.7265        
4.979628791    76806.9356        
4.977150355    76845.1221        
4.974674385    76883.2859        
4.972200877    76921.427         
4.969729827    76959.5454        
4.967261233    76997.6413        
4.964795089    77035.7146        
4.962331394    77073.7653        
4.959870142    77111.7935        
4.95741133     77149.7992        
4.954954955    77187.7824        
4.952501013    77225.7431        
4.9500495      77263.6815        
4.947600414    77301.5975        
4.945153749    77339.491         
4.942709503    77377.362         
4.940267673    77415.2104        
4.937828253    77453.0363        
4.935391242    77490.8395        
4.932956635    77528.6201        
4.930524429    77566.3779        
4.928094619    77604.1129        
4.925667204    77641.8251        
4.923242179    77679.5144        
4.92081954     77717.1807        
4.918399285    77754.8241        
4.915981409    77792.4445        
4.913565909    77830.0418        
4.911152781    77867.6159        
4.908742023    77905.1669        
4.906333631    77942.6947        
4.9039276      77980.1992        
4.901523928    78017.6803        
4.899122612    78055.1381        
4.896723647    78092.5726        
4.89432703     78129.9838        
4.891932758    78167.3716        
4.889540828    78204.7362        
4.887151235    78242.0775        
4.884763977    78279.3956        
4.88237905     78316.6905        
4.879996451    78353.9622        
4.877616176    78391.2108        
4.875238222    78428.4362        
4.872862585    78465.6385        
4.870489263    78502.8177        
4.868118251    78539.9738        
4.865749547    78577.1069        
4.863383146    78614.2169        
4.861019046    78651.304         
4.858657244    78688.3681        
4.856297735    78725.4092        
4.853940517    78762.4274        
4.851585586    78799.4227        
4.84923294     78836.395         
4.846882573    78873.3442        
4.844534484    78910.2704        
4.842188669    78947.1735        
4.839845125    78984.0534        
4.837503848    79020.91          
4.835164835    79057.7434        
4.832828083    79094.5533        
4.830493589    79131.3399        
4.828161348    79168.103         
4.825831359    79204.8426        
4.823503618    79241.5587        
4.821178121    79278.2511        
4.818854865    79314.9198        
4.816533847    79351.5648        
4.814215064    79388.186         
4.811898513    79424.7833        
4.80958419     79461.3568        
4.807272092    79497.9063        
4.804962216    79534.4318        
4.802654558    79570.9333        
4.800349116    79607.4109        
4.798045887    79643.8645        
4.795744866    79680.2942        
4.793446052    79716.7001        
4.79114944     79753.0822        
4.788855028    79789.4404        
4.786562813    79825.7748        
4.784272791    79862.0855        
4.781984958    79898.3724        
4.779699313    79934.6356        
4.777415852    79970.8752        
4.775134572    80007.0911        
4.772855469    80043.2833        
4.770578541    80079.452         
4.768303784    80115.5971        
4.766031196    80151.7187        
4.763760773    80187.8167        
4.761492511    80223.8913        
4.759226409    80259.9424        
4.756962463    80295.97          
4.75470067     80331.9741        
4.752441027    80367.9546        
4.75018353     80403.9116        
4.747928177    80439.845         
4.745674964    80475.7547        
4.74342389     80511.6408        
4.741174949    80547.5032        
4.738928141    80583.3419        
4.73668346     80619.1568        
4.734440906    80654.948         
4.732200473    80690.7154        
4.72996216     80726.4589        
4.727725964    80762.1786        
4.725491881    80797.8744        
4.723259908    80833.5463        
4.721030043    80869.1943        
4.718802282    80904.8183        
4.716576623    80940.4183        
4.714353062    80975.9942        
4.712131597    81011.5462        
4.709912224    81047.074         
4.707694941    81082.5778        
4.705479745    81118.0575        
4.703266632    81153.513         
4.701055601    81188.9444        
4.698846647    81224.3516        
4.696639768    81259.7346        
4.694434961    81295.0934        
4.692232223    81330.4279        
4.690031551    81365.7382        
4.687832943    81401.0242        
4.685636395    81436.2859        
4.683441904    81471.5233        
4.681249468    81506.7363        
4.679059084    81541.925         
4.676870748    81577.0893        
4.674684459    81612.2291        
4.672500212    81647.3445        
4.670318006    81682.4355        
4.668137837    81717.502         
4.665959703    81752.5441        
4.6637836      81787.5618        
4.661609527    81822.555         
4.659437479    81857.5239        
4.657267454    81892.4683        
4.65509945     81927.3883        
4.652933463    81962.2839        
4.650769491    81997.1552        
4.648607531    82032.0021        
4.64644758     82066.8246        
4.644289635    82101.6227        
4.642133693    82136.3965        
4.639979753    82171.146         
4.63782781     82205.8711        
4.635677863    82240.5719        
4.633529907    82275.2484        
4.631383942    82309.9006        
4.629239963    82344.5284        
4.627097968    82379.132         
4.624957955    82413.7113        
4.62281992     82448.2662        
4.620683861    82482.7968        
4.618549775    82517.303         
4.61641766     82551.7848        
4.614287512    82586.2422        
4.612159329    82620.6751        
4.610033108    82655.0836        
4.607908847    82689.4676        
4.605786543    82723.8271        
4.603666192    82758.1621        
4.601547793    82792.4726        
4.599431343    82826.7585        
4.597316839    82861.0198        
4.595204278    82895.2565        
4.593093657    82929.4686        
4.590984975    82963.656         
4.588878228    82997.8188        
4.586773413    83031.9569        
4.584670529    83066.0703        
4.582569572    83100.159         
4.580470539    83134.2229        
4.578373429    83168.2622        
4.576278238    83202.2768        
4.574184963    83236.2666        
4.572093603    83270.2317        
4.570004155    83304.172         
4.567916615    83338.0876        
4.565830981    83371.9785        
4.563747251    83405.8447        
4.561665423    83439.686         
4.559585492    83473.5027        
4.557507458    83507.2946        
4.555431317    83541.0617        
4.553357066    83574.804         
4.551284704    83608.5216        
4.549214227    83642.2144        
4.547145633    83675.8824        
4.545078919    83709.5257        
4.543014083    83743.1442        
4.540951123    83776.7378        
4.538890035    83810.3067        
4.536830817    83843.8507        
4.534773467    83877.3699        
4.532717983    83910.8643        
4.53066436     83944.3338        
4.528612598    83977.7785        
4.526562693    84011.1983        
4.524514643    84044.5932        
4.522468446    84077.9632        
4.520424098    84111.3083        
4.518381598    84144.6285        
4.516340943    84177.9237        
4.51430213     84211.194         
4.512265157    84244.4394        
4.510230022    84277.6598        
4.508196721    84310.8552        
4.506165253    84344.0257        
4.504135615    84377.1712        
4.502107805    84410.2916        
4.50008182     84443.3871        
4.498057657    84476.4575        
4.496035314    84509.5028        
4.494014789    84542.5231        
4.49199608     84575.5183        
4.489979183    84608.4884        
4.487964096    84641.4334        
4.485950818    84674.3532        
4.483939345    84707.2479        
4.481929674    84740.1175        
4.479921805    84772.9618        
4.477915734    84805.781         
4.475911458    84838.5749        
4.473908976    84871.3436        
4.471908285    84904.087         
4.469909383    84936.8052        
4.467912266    84969.4981        
4.465916934    85002.1658        
4.463923383    85034.808         
4.461931611    85067.425         
4.459941615    85100.0167        
4.457953394    85132.583         
4.455966945    85165.124         
4.453982265    85197.6397        
4.451999352    85230.1301        
4.450018205    85262.5951        
4.448038819    85295.0349        
4.446061194    85327.4494        
4.444085326    85359.8385        
4.442111214    85392.2024        
4.440138855    85424.5409        
4.438168247    85456.8542        
4.436199387    85489.1422        
4.434232273    85521.4049        
4.432266903    85553.6423        
4.430303274    85585.8544        
4.428341385    85618.0413        
4.426381232    85650.2029        
4.424422814    85682.3392        
4.422466128    85714.4502        
4.420511172    85746.536         
4.418557943    85778.5964        
4.41660644     85810.6315        
4.41465666     85842.6412        
4.412708601    85874.6255        
4.41076226     85906.5844        
4.408817635    85938.5178        
4.406874725    85970.4258        
4.404933526    86002.3082        
4.402994036    86034.1651        
4.401056254    86065.9965        
4.399120176    86097.8022        
4.397185801    86129.5824        
4.395253127    86161.3369        
4.39332215     86193.0658        
4.39139287     86224.7689        
4.389465283    86256.4464        
4.387539388    86288.0981        
4.385615182    86319.724         
4.383692663    86351.3242        
4.381771829    86382.8985        
4.379852678    86414.4471        
4.377935207    86445.97          
4.376019414    86477.4672        
4.374105297    86508.9386        
4.372192853    86540.3843        
4.370282082    86571.8044        
4.36837298     86603.1989        
4.366465545    86634.5676        
4.364559775    86665.9107        
4.362655667    86697.2283        
4.360753221    86728.5202        
4.358852433    86759.7865        
4.356953301    86791.0273        
4.355055824    86822.2426        
4.353159998    86853.4323        
4.351265823    86884.5965        
4.349373295    86915.7353        
4.347482412    86946.8485        
4.345593173    86977.9363        
4.343705576    87008.9986        
4.341819617    87040.0354        
4.339935296    87071.0467        
4.338052609    87102.0324        
4.336171555    87132.9925        
4.334292131    87163.9271        
4.332414336    87194.836         
4.330538168    87225.7192        
4.328663623    87256.5768        
4.326790701    87287.4086        
4.324919399    87318.2148        
4.323049715    87348.9952        
4.321181647    87379.7498        
4.319315192    87410.4786        
4.317450349    87441.1816        
4.315587116    87471.8587        
4.31372549     87502.51          
4.31186547     87533.1354        
4.310007053    87563.7348        
4.308150237    87594.3083        
4.30629502     87624.8559        
4.304441401    87655.3776        
4.302589377    87685.8733        
4.300738945    87716.3431        
4.298890105    87746.787         
4.297042853    87777.205         
4.295197189    87807.5971        
4.293353109    87837.9633        
4.291510612    87868.3037        
4.289669695    87898.6181        
4.287830358    87928.9066        
4.285992597    87959.1693        
4.284156411    87989.4062        
4.282321797    88019.6171        
4.280488754    88049.8023        
4.27865728     88079.9615        
4.276827372    88110.095         
4.274999028    88140.2026        
4.273172248    88170.2844        
4.271347028    88200.3404        
4.269523366    88230.3705        
4.267701261    88260.3748        
4.26588071     88290.3531        
4.264061713    88320.3056        
4.262244265    88350.2322        
4.260428367    88380.1328        
