#wvl [um]      Flux [erg/s/cm]
5.5            70063.6873        
5.496976663    70106.7163        
5.493956648    70149.727         
5.490939949    70192.7165        
5.487926562    70235.6848        
5.48491648     70278.635         
5.481909698    70321.5649        
5.478906211    70364.4741        
5.475906014    70407.3628        
5.4729091      70450.2275        
5.469915465    70493.0767        
5.466925103    70535.9101        
5.463938009    70578.7199        
5.460954178    70621.5087        
5.457973603    70664.2802        
5.454996281    70707.0308        
5.452022205    70749.7622        
5.44905137     70792.4738        
5.446083771    70835.1665        
5.443119402    70877.8392        
5.440158259    70920.4925        
5.437200336    70963.1276        
5.434245628    71005.7438        
5.431294129    71048.3403        
5.428345835    71090.9171        
5.42540074     71133.4759        
5.422458839    71176.0103        
5.419520126    71218.5357        
5.416584597    71261.0369        
5.413652247    71303.5185        
5.410723069    71345.9815        
5.40779706     71388.4221        
5.404874214    71430.8496        
5.401954525    71473.2535        
5.39903799     71515.6422        
5.396124601    71558.008         
5.393214356    71600.3575        
5.390307248    71642.6862        
5.387403272    71684.9923        
5.384502423    71727.283         
5.381604697    71769.5575        
5.378710088    71811.8095        
5.375818591    71854.0427        
5.372930201    71896.2561        
5.370044913    71938.4456        
5.367162723    71980.6245        
5.364283624    72022.7807        
5.361407613    72064.9161        
5.358534684    72107.0324        
5.355664833    72149.1291        
5.352798054    72191.2057        
5.349934342    72233.2626        
5.347073692    72275.2993        
5.344216101    72317.3166        
5.341361562    72359.3137        
5.33851007     72401.2907        
5.335661622    72443.2469        
5.332816212    72485.183         
5.329973835    72527.0992        
5.327134486    72568.9943        
5.324298161    72610.8683        
5.321464854    72652.7235        
5.318634561    72694.5565        
5.315807278    72736.3699        
5.312982998    72778.1625        
5.310161719    72819.9338        
5.307343433    72861.6845        
5.304528138    72903.4142        
5.301715828    72945.1241        
5.298906498    72986.8125        
5.296100144    73028.4806        
5.293296761    73070.1287        
5.290496345    73111.7546        
5.28769889     73153.3623        
5.284904391    73194.949         
5.282112845    73236.5143        
5.279324246    73278.0602        
5.276538591    73319.5848        
5.273755873    73361.0888        
5.270976089    73402.5734        
5.268199234    73444.037         
5.265425303    73485.4802        
5.262654291    73526.9033        
5.259886195    73568.3064        
5.257121009    73609.6897        
5.254358729    73651.0514        
5.251599351    73692.3928        
5.248842869    73733.7146        
5.246089279    73775.0139        
5.243338577    73816.2945        
5.240590758    73857.5546        
5.237845817    73898.7932        
5.23510375     73940.0102        
5.232364553    73981.2074        
5.229628221    74022.3845        
5.226894749    74063.5391        
5.224164134    74104.6742        
5.22143637     74145.7876        
5.218711453    74186.8796        
5.215989378    74227.9509        
5.213270142    74269.0007        
5.21055374     74310.029         
5.207840167    74351.0365        
5.205129418    74392.0217        
5.202421491    74432.9869        
5.199716379    74473.9281        
5.197014079    74514.8512        
5.194314587    74555.7524        
5.191617897    74596.6315        
5.188924006    74637.4901        
5.186232909    74678.3272        
5.183544602    74719.1427        
5.180859081    74759.9377        
5.17817634     74800.7102        
5.175496377    74841.463         
5.172819186    74882.1926        
5.170144764    74922.9037        
5.167473106    74963.5914        
5.164804207    75004.2608        
5.162138064    75044.907         
5.159474672    75085.5325        
5.156814027    75126.1395        
5.154156124    75166.7228        
5.15150096     75207.2859        
5.14884853     75247.8289        
5.14619883     75288.3493        
5.143551856    75328.8497        
5.140907604    75369.3287        
5.138266069    75409.7862        
5.135627247    75450.2203        
5.132991134    75490.6375        
5.130357726    75531.031         
5.127727018    75571.4027        
5.125099008    75611.7531        
5.122473689    75652.079         
5.119851059    75692.3866        
5.117231113    75732.6722        
5.114613847    75772.936         
5.111999256    75813.1779        
5.109387338    75853.3969        
5.106778087    75893.5939        
5.1041715      75933.7672        
5.101567573    75973.9216        
5.0989663      76014.0525        
5.09636768     76054.1603        
5.093771706    76094.2463        
5.091178376    76134.3081        
5.088587686    76174.351         
5.08599963     76214.3668        
5.083414206    76254.3718        
5.080831409    76294.3453        
5.078251235    76334.2993        
5.07567368     76374.2301        
5.073098741    76414.1434        
5.070526413    76454.0275        
5.067956692    76493.8985        
5.065389575    76533.7408        
5.062825056    76573.5657        
5.060263134    76613.3676        
5.057703802    76653.1466        
5.055147059    76692.9054        
5.052592899    76732.6409        
5.050041319    76772.3345        
5.047492314    76812.0457        
5.044945881    76851.7216        
5.042402017    76891.3706        
5.039860717    76931.0015        
5.037321976    76970.6071        
5.034785793    77010.1948        
5.032252162    77049.7548        
5.029721079    77089.298         
5.027192541    77128.815         
5.024666545    77168.3137        
5.022143085    77207.7858        
5.019622159    77247.2404        
5.017103763    77286.6711        
5.014587892    77326.0779        
5.012074543    77365.4566        
5.009563713    77404.822         
5.007055396    77444.158         
5.004549591    77483.4797        
5.002046292    77522.7689        
4.999545496    77562.0462        
4.997047199    77601.2943        
4.994551398    77640.5201        
4.992058089    77679.7214        
4.989567268    77718.8896        
4.987078932    77758.059         
4.984593076    77797.185         
4.982109697    77836.3023        
4.979628791    77875.3878        
4.977150355    77914.4574        
4.974674385    77953.4881        
4.972200877    77992.5159        
4.969729827    78031.5176        
4.967261233    78070.4851        
4.964795089    78109.4476        
4.962331394    78148.3752        
4.959870142    78187.2866        
4.95741133     78226.1706        
4.954954955    78265.036         
4.952501013    78303.8741        
4.9500495      78342.6851        
4.947600414    78381.4805        
4.945153749    78420.2584        
4.942709503    78459.0213        
4.940267673    78497.7447        
4.937828253    78536.4487        
4.935391242    78575.1347        
4.932956635    78613.799         
4.930524429    78652.4329        
4.928094619    78691.061         
4.925667204    78729.6534        
4.923242179    78768.2269        
4.92081954     78806.7728        
4.918399285    78845.2983        
4.915981409    78883.7774        
4.913565909    78922.2744        
4.911152781    78960.6755        
4.908742023    78999.1659        
4.906333631    79037.5729        
4.9039276      79075.9498        
4.901523928    79114.325         
4.899122612    79152.6739        
4.896723647    79190.9722        
4.89432703     79229.2708        
4.891932758    79267.5138        
4.889540828    79305.7517        
4.887151235    79343.9358        
4.884763977    79382.2006        
4.88237905     79420.3811        
4.879996451    79458.5406        
4.877616176    79496.6671        
4.875238222    79534.7554        
4.872862585    79572.8499        
4.870489263    79610.917         
4.868118251    79648.9208        
4.865749547    79686.9539        
4.863383146    79724.9627        
4.861019046    79762.9292        
4.858657244    79800.8684        
4.856297735    79838.7832        
4.853940517    79876.685         
4.851585586    79914.5708        
4.84923294     79952.3534        
4.846882573    79990.0919        
4.844534484    80028.027         
4.842188669    80065.8504        
4.839845125    80103.6439        
4.837503848    80141.3239        
4.835164835    80179.0517        
4.832828083    80216.771         
4.830493589    80254.3938        
4.828161348    80292.0864        
4.825831359    80329.6854        
4.823503618    80367.3177        
4.821178121    80404.864         
4.818854865    80442.4075        
4.816533847    80479.8793        
4.814215064    80517.4043        
4.811898513    80554.8447        
4.80958419     80592.3657        
4.807272092    80629.8027        
4.804962216    80667.2537        
4.802654558    80704.5878        
4.800349116    80741.9491        
4.798045887    80779.1975        
4.795744866    80816.4505        
4.793446052    80853.792         
4.79114944     80891.1075        
4.788855028    80928.4306        
4.786562813    80965.5978        
4.784272791    81002.642         
4.781984958    81039.9592        
4.779699313    81077.1616        
4.777415852    81114.2927        
4.775134572    81151.2312        
4.772855469    81188.3318        
4.770578541    81225.367         
4.768303784    81262.2559        
4.766031196    81299.3396        
4.763760773    81336.372         
4.761492511    81373.1626        
4.759226409    81410.2977        
4.756962463    81447.0695        
4.75470067     81484.1033        
4.752441027    81520.7792        
4.75018353     81557.882         
4.747928177    81594.6786        
4.745674964    81631.2318        
4.74342389     81668.2361        
4.741174949    81704.8996        
4.738928141    81741.6995        
4.73668346     81778.3494        
4.734440906    81814.5988        
4.732200473    81851.4812        
4.72996216     81888.1813        
4.727725964    81924.8691        
4.725491881    81961.2751        
4.723259908    81997.1526        
4.721030043    82034.6721        
4.718802282    82070.9314        
4.716576623    82107.0917        
4.714353062    82143.8937        
4.712131597    82180.3497        
4.709912224    82216.4715        
4.707694941    82252.6549        
4.705479745    82288.9676        
4.703266632    82325.917         
4.701055601    82361.9511        
4.698846647    82398.0624        
4.696639768    82434.4828        
4.694434961    82470.7577        
4.692232223    82506.7623        
4.690031551    82543.0683        
4.687832943    82579.0884        
4.685636395    82615.4435        
4.683441904    82651.1483        
4.681249468    82687.8326        
4.679059084    82723.5821        
4.676870748    82759.5417        
4.674684459    82795.4601        
4.672500212    82830.4486        
4.670318006    82867.2465        
4.668137837    82903.1877        
4.665959703    82939.6304        
4.6637836      82974.8466        
4.661609527    83011.2989        
4.659437479    83045.5491        
4.657267454    83082.5138        
4.65509945     83117.6651        
4.652933463    83153.8109        
4.650769491    83189.5863        
4.648607531    83225.3969        
4.64644758     83262.2843        
4.644289635    83297.3259        
4.642133693    83333.1248        
4.639979753    83367.38          
4.63782781     83403.1189        
4.635677863    83438.9041        
4.633529907    83472.4109        
4.631383942    83508.39          
4.629239963    83546.3824        
4.627097968    83581.8087        
4.624957955    83616.8837        
4.62281992     83652.9152        
4.620683861    83687.1072        
4.618549775    83723.2853        
4.61641766     83756.4032        
4.614287512    83792.2063        
4.612159329    83827.0474        
4.610033108    83863.5313        
4.607908847    83899.5319        
4.605786543    83931.48          
4.603666192    83969.7837        
4.601547793    84006.173         
4.599431343    84039.2156        
4.597316839    84071.1534        
4.595204278    84108.5343        
4.593093657    84140.4833        
4.590984975    84180.1238        
4.588878228    84214.6039        
4.586773413    84250.1828        
4.584670529    84284.4734        
4.582569572    84319.4314        
4.580470539    84355.987         
4.578373429    84391.8157        
4.576278238    84424.8206        
4.574184963    84456.6436        
4.572093603    84494.8309        
4.570004155    84527.2846        
4.567916615    84559.6906        
4.565830981    84595.8718        
4.563747251    84628.3569        
4.561665423    84652.0336        
4.559585492    84698.5731        
4.557507458    84733.0125        
4.555431317    84771.1391        
4.553357066    84799.6903        
4.551284704    84839.6908        
4.549214227    84870.9851        
4.547145633    84905.6577        
4.545078919    84945.3324        
4.543014083    84979.793         
4.540951123    85004.6637        
4.538890035    85039.9016        
4.536830817    85080.541         
4.534773467    85111.9244        
4.532717983    85151.4106        
4.53066436     85177.7447        
4.528612598    85211.0177        
4.526562693    85248.4013        
4.524514643    85280.5799        
4.522468446    85317.1956        
4.520424098    85354.5437        
4.518381598    85375.6229        
4.516340943    85406.2523        
4.51430213     85444.9273        
4.512265157    85478.2496        
4.510230022    85526.9539        
4.508196721    85559.3782        
4.506165253    85580.7628        
4.504135615    85628.418         
4.502107805    85654.3994        
4.50008182     85694.0358        
4.498057657    85698.2515        
4.496035314    85763.0872        
4.494014789    85791.9384        
4.49199608     85825.2771        
4.489979183    85855.7519        
4.487964096    85879.6846        
4.485950818    85909.6839        
4.483939345    85951.967         
4.481929674    86001.5845        
4.479921805    86035.819         
4.477915734    86066.6447        
4.475911458    86041.3144        
4.473908976    86136.6798        
4.471908285    86169.0103        
4.469909383    86202.0191        
4.467912266    86215.9023        
4.465916934    86272.229         
4.463923383    86292.8892        
4.461931611    86323.0018        
4.459941615    86372.2084        
4.457953394    86404.7582        
4.455966945    86438.6996        
4.453982265    86431.8603        
4.451999352    86501.9511        
4.450018205    86439.9484        
