# NB2090 filter curve @ T=90K 
# NB2090
# Wavel [µm]  Transm [%]
2.053820     -0.000128710 
2.054019      0.000235774 
2.054219     -0.000057095 
2.054418      0.001038542 
2.054618      0.000670234 
2.054817      0.002045630 
2.055016      0.000669881 
2.055216      0.000307370 
2.055415      0.000595989 
2.055615     -0.000346857 
2.055814      0.000817788 
2.056013      0.000672381 
2.056213      0.000308888 
2.056412      0.000162543 
2.056612      0.000598754 
2.056811      0.000599685 
2.057010     -0.000056410 
2.057210      0.000160468 
2.057409      0.000448829 
2.057609      0.000954815 
2.057808     -0.000346393 
2.058007      0.001038685 
2.058207      0.000236054 
2.058406      0.000602245 
2.058606      0.000748072 
2.058805      0.000308072 
2.059004      0.000528721 
2.059204      0.000662062 
2.059403      0.000883551 
2.059603      0.000305803 
2.059802      0.000303429 
2.060001     -0.000417884 
2.060201      0.000307612 
2.060400      0.000089501 
2.060600      0.000162032 
2.060799      0.000382987 
2.060998      0.000378871 
2.061198      0.000600328 
2.061397      0.000303107 
2.061597      0.000733642 
2.061796      0.001535465 
2.061995      0.000233612 
2.062195     -0.000127903 
2.062394      0.001401248 
2.062594      0.000162349 
2.062793     -0.000202358 
2.062992      0.000821656 
2.063192      0.000964933 
2.063391      0.000667081 
2.063591      0.000810007 
2.063790      0.000232670 
2.063989      0.000740828 
2.064189     -0.000343099 
2.064388      0.001530050 
2.064588      0.001107816 
2.064787      0.000596416 
2.064986      0.001692536 
2.065186      0.000237887 
2.065385      0.000737459 
2.065585      0.000808971 
2.065784      0.000233691 
2.065983      0.001261238 
2.066183      0.000874867 
2.066382      0.000590593 
2.066582      0.000306165 
2.066781      0.000384716 
2.066980      0.000663624 
2.067180      0.000234397 
2.067379      0.001477859 
2.067579      0.001114744 
2.067778      0.000666121 
2.067977      0.002820551 
2.068177      0.000378668 
2.068376      0.001037773 
2.068576      0.001244166 
2.068775      0.001165816 
2.068974      0.000965805 
2.069174      0.001332749 
2.069373      0.000746552 
2.069573      0.001603957 
2.069772      0.001332779 
2.069971      0.000525661 
2.070171      0.000664498 
2.070370      0.001958096 
2.070570      0.002127209 
2.070769      0.001941782 
2.070968      0.002282033 
2.071168      0.001555593 
2.071367      0.002031627 
2.071567      0.001902678 
2.071766      0.001334510 
2.071965      0.002210493 
2.072165      0.001459960 
2.072364      0.002832982 
2.072564      0.002709702 
2.072763      0.003388014 
2.072962      0.002124674 
2.073162      0.003207576 
2.073361      0.002833418 
2.073561      0.003554149 
2.073760      0.003314186 
2.073959      0.004127176 
2.074159      0.004563017 
2.074358      0.003378824 
2.074558      0.004360263 
2.074757      0.003935072 
2.074956      0.004349670 
2.075156      0.005513062 
2.075355      0.005672406 
2.075555      0.005748482 
2.075754      0.006575568 
2.075953      0.006876740 
2.076153      0.006636937 
2.076352      0.007134267 
2.076552      0.007283060 
2.076751      0.008684425 
2.076950      0.008994894 
2.077150      0.010033460 
2.077349      0.011329874 
2.077549      0.011106025 
2.077748      0.012794873 
2.077947      0.012716852 
2.078147      0.012468787 
2.078346      0.015465961 
2.078546      0.015033187 
2.078745      0.016596751 
2.078944      0.018590178 
2.079144      0.020154295 
2.079343      0.021197505 
2.079543      0.023855648 
2.079742      0.025140252 
2.079941      0.027532275 
2.080141      0.029903409 
2.080340      0.032148969 
2.080540      0.035566337 
2.080739      0.039049554 
2.080938      0.041241212 
2.081138      0.047194452 
2.081337      0.050078812 
2.081537      0.055267577 
2.081736      0.060365410 
2.081935      0.065748796 
2.082135      0.072837458 
2.082334      0.077966385 
2.082534      0.085385818 
2.082733      0.093703012 
2.082932      0.103662329 
2.083132      0.112070160 
2.083331      0.123271503 
2.083531      0.133094969 
2.083730      0.147123423 
2.083929      0.158713369 
2.084129      0.173494797 
2.084328      0.187749634 
2.084528      0.204380493 
2.084727      0.222154808 
2.084926      0.240001163 
2.085126      0.260730362 
2.085325      0.280495872 
2.085525      0.304577026 
2.085724      0.326127014 
2.085923      0.351630211 
2.086123      0.376876564 
2.086322      0.402974739 
2.086522      0.428164253 
2.086721      0.456737137 
2.086920      0.482662277 
2.087120      0.512158813 
2.087319      0.537948799 
2.087519      0.564932060 
2.087718      0.591996384 
2.087917      0.618274040 
2.088117      0.641164322 
2.088316      0.666060181 
2.088516      0.685523834 
2.088715      0.703177185 
2.088914      0.720861206 
2.089114      0.733388138 
2.089313      0.748937225 
2.089513      0.758248291 
2.089712      0.768345108 
2.089911      0.775605469 
2.090111      0.782742691 
2.090310      0.787450333 
2.090510      0.792872467 
2.090709      0.793048019 
2.090908      0.796267471 
2.091108      0.798522568 
2.091307      0.796116562 
2.091507      0.799987183 
2.091706      0.800115890 
2.091905      0.799250870 
2.092105      0.801478424 
2.092304      0.801263657 
2.092504      0.800052185 
2.092703      0.802535095 
2.092902      0.801908188 
2.093102      0.801517487 
2.093301      0.801277847 
2.093501      0.799603500 
2.093700      0.801093292 
2.093899      0.801223907 
2.094099      0.800231171 
2.094298      0.800995789 
2.094498      0.799814606 
2.094697      0.797640305 
2.094896      0.799562378 
2.095096      0.797909622 
2.095295      0.795913086 
2.095495      0.795538635 
2.095694      0.791945190 
2.095893      0.792581024 
2.096093      0.790337982 
2.096292      0.786041641 
2.096492      0.786475983 
2.096691      0.782659378 
2.096890      0.780836105 
2.097090      0.779807816 
2.097289      0.776026993 
