# NB2090 filter curve @ T=90K 
# NB2090
# Wavel [µm]  Transm [%]
2.097489      0.773377380 
2.097688      0.773829269 
2.097887      0.769504776 
2.098087      0.768809052 
2.098286      0.766718597 
2.098486      0.763637772 
2.098685      0.764174576 
2.098884      0.764034653 
2.099084      0.760168686 
2.099283      0.762094040 
2.099483      0.760495453 
2.099682      0.758703308 
2.099881      0.759513397 
2.100081      0.757069702 
2.100280      0.757625961 
2.100480      0.756311111 
2.100679      0.754174271 
2.100878      0.753008652 
2.101078      0.753724136 
2.101277      0.749002991 
2.101477      0.748515396 
2.101676      0.743344192 
2.101875      0.737119522 
2.102075      0.732283020 
2.102274      0.722468567 
2.102474      0.712206726 
2.102673      0.700717239 
2.102872      0.684807205 
2.103072      0.669375916 
2.103271      0.651630249 
2.103471      0.626304741 
2.103670      0.603731041 
2.103869      0.576535416 
2.104069      0.546465797 
2.104268      0.517629814 
2.104468      0.484796219 
2.104667      0.452553749 
2.104866      0.420182304 
2.105066      0.388237762 
2.105265      0.355073128 
2.105465      0.324879837 
2.105664      0.295208302 
2.105863      0.268263187 
2.106063      0.242533970 
2.106262      0.218486519 
2.106462      0.197193451 
2.106661      0.178293781 
2.106860      0.159453344 
2.107060      0.142210913 
2.107259      0.127763863 
2.107459      0.113041115 
2.107658      0.103291235 
2.107857      0.091104832 
2.108057      0.082393732 
2.108256      0.074088154 
2.108456      0.066370025 
2.108655      0.061093216 
2.108854      0.054219403 
2.109054      0.050596395 
2.109253      0.045545373 
2.109453      0.040983500 
2.109652      0.036126156 
2.109851      0.033859086 
2.110051      0.031269920 
2.110250      0.027837951 
2.110450      0.025107746 
2.110649      0.023742442 
2.110848      0.021684430 
2.111048      0.019727075 
2.111247      0.017438040 
2.111447      0.016740844 
2.111646      0.015780681 
2.111845      0.014706047 
2.112045      0.013541912 
2.112244      0.012149986 
2.112444      0.011698364 
2.112643      0.010065166 
2.112842      0.008836051 
2.113042      0.008595120 
2.113241      0.008363634 
2.113441      0.007086210 
2.113640      0.008011599 
2.113839      0.006855133 
2.114039      0.006806037 
2.114238      0.005411839 
2.114438      0.006545253 
2.114637      0.005579231 
2.114836      0.005547064 
2.115036      0.003071599 
2.115235      0.005013984 
2.115435      0.004751745 
2.115634      0.004345194 
2.115833      0.003985156 
2.116033      0.002990719 
2.116232      0.002389004 
2.116432      0.003062004 
2.116631      0.001673833 
2.116830      0.003715174 
2.117030      0.002406405 
2.117229      0.003232531 
2.117429      0.002853670 
2.117628      0.001394057 
2.117827      0.001762899 
2.118027      0.002187372 
2.118226      0.001609127 
2.118426      0.002041430 
2.118625      0.001316950 
2.118824      0.002469711 
2.119024      0.000957860 
2.119223      0.001830343 
2.119423      0.000524706 
2.119622      0.001106180 
2.119821      0.000525791 
2.120021      0.000453060 
2.120220      0.001253491 
2.120420      0.001529777 
2.120619      0.001022693 
2.120818      0.000090224 
2.121018      0.000089613 
2.121217      0.001464491 
2.121417      0.001175844 
2.121616      0.000527478 
2.121815      0.000090196 
2.122015      0.001694768 
2.122214      0.000744808 
2.122414      0.000811782 
2.122613      0.001387295 
2.122812      0.000379867 
2.123012      0.001537881 
2.123211      0.001245247 
2.123411      0.000955639 
2.123610      0.000669727 
2.123809      0.000162763 
2.124009      0.000671543 
2.124208      0.000380533 
2.124408      0.000090387 
2.124607      0.000234750 
2.124806      0.000088529 
2.125006      0.000306179 
2.125205      0.000884987 
2.125405      0.001103185 
2.125604      0.001234760 
2.125803      0.000452231 
2.126003      0.000809088 
2.126202      0.000017950 
2.126402      0.001327762 
2.126601      0.000815920 
2.126800      0.001109004 
2.127000      0.000308703 
2.127199      0.000959151 
2.127399      0.000814867 
2.127598      0.000161068 
2.127797      0.000954903 
2.127997      0.000882103 
2.128196      0.001023773 
2.128396      0.000088773 
2.128595      0.000380347 
2.128794      0.000526838 
2.128994      0.000966265 
2.129193      0.000162557 
2.129393      0.000379620 
2.129592      0.000592379 
2.129791     -0.000929305 
2.129991      0.000088596 
2.130190      0.000810250 
2.130390      0.001458400 
2.130589      0.000450591 
2.130788      0.000522008 
2.130988      0.001528033 
2.131187      0.000382009 
2.131387      0.000673351 
2.131586      0.000740072 
2.131785      0.000379215 
2.131985      0.000232963 
2.132184      0.001156452 
2.132384      0.001674290 
2.132583      0.000883414 
2.132782      0.001016932 
2.132982      0.000731740 
2.133181      0.000089445 
2.133381      0.000163141 
2.133580      0.000522276 
