# ExoMol TiO partition-function data
  temp(K)          66           76           86           96           06
      1.0  6.47020e+00  3.88695e+01  6.48610e+00  5.19502e+01  6.50120e+00
      2.0  8.47350e+00  5.09917e+01  8.52290e+00  6.83722e+01  8.56940e+00
      3.0  1.08770e+01  6.55052e+01  1.09567e+01  8.79586e+01  1.10317e+01
      4.0  1.33872e+01  8.06555e+01  1.34961e+01  1.08386e+02  1.35986e+01
      5.0  1.59399e+01  9.60595e+01  1.60776e+01  1.29148e+02  1.62072e+01
      6.0  1.85133e+01  1.11588e+02  1.86796e+01  1.50073e+02  1.88360e+01
      7.0  2.10982e+01  1.27183e+02  2.12929e+01  1.71088e+02  2.14760e+01
      8.0  2.36899e+01  1.42820e+02  2.39129e+01  1.92156e+02  2.41226e+01
      9.0  2.62859e+01  1.58482e+02  2.65371e+01  2.13257e+02  2.67733e+01
     10.0  2.88847e+01  1.74161e+02  2.91640e+01  2.34381e+02  2.94267e+01
     11.0  3.14854e+01  1.89851e+02  3.17929e+01  2.55519e+02  3.20820e+01
     12.0  3.40876e+01  2.05550e+02  3.44232e+01  2.76669e+02  3.47387e+01
     13.0  3.66910e+01  2.21256e+02  3.70546e+01  2.97827e+02  3.73965e+01
     14.0  3.92955e+01  2.36968e+02  3.96872e+01  3.18995e+02  4.00555e+01
     15.0  4.19013e+01  2.52689e+02  4.23211e+01  3.40174e+02  4.27157e+01
     16.0  4.45088e+01  2.68420e+02  4.49566e+01  3.61365e+02  4.53777e+01
     17.0  4.71185e+01  2.84163e+02  4.75944e+01  3.82575e+02  4.80418e+01
     18.0  4.97311e+01  2.99925e+02  5.02351e+01  4.03808e+02  5.07089e+01
     19.0  5.23474e+01  3.15709e+02  5.28795e+01  4.25071e+02  5.33798e+01
     20.0  5.49685e+01  3.31521e+02  5.55287e+01  4.46372e+02  5.60554e+01
     21.0  5.75953e+01  3.47368e+02  5.81837e+01  4.67720e+02  5.87370e+01
     22.0  6.02290e+01  3.63256e+02  6.08458e+01  4.89125e+02  6.14256e+01
     23.0  6.28710e+01  3.79195e+02  6.35160e+01  5.10595e+02  6.41225e+01
     24.0  6.55223e+01  3.95189e+02  6.61958e+01  5.32142e+02  6.68291e+01
     25.0  6.81843e+01  4.11249e+02  6.88864e+01  5.53776e+02  6.95465e+01
     26.0  7.08583e+01  4.27380e+02  7.15891e+01  5.75508e+02  7.22762e+01
     27.0  7.35455e+01  4.43591e+02  7.43052e+01  5.97346e+02  7.50194e+01
     28.0  7.62472e+01  4.59890e+02  7.70359e+01  6.19303e+02  7.77773e+01
     29.0  7.89646e+01  4.76283e+02  7.97824e+01  6.41387e+02  8.05513e+01
     30.0  8.16988e+01  4.92778e+02  8.25459e+01  6.63607e+02  8.33424e+01
     31.0  8.44509e+01  5.09381e+02  8.53276e+01  6.85973e+02  8.61518e+01
     32.0  8.72220e+01  5.26099e+02  8.81285e+01  7.08494e+02  8.89807e+01
     33.0  9.00132e+01  5.42937e+02  9.09496e+01  7.31177e+02  9.18299e+01
     34.0  9.28253e+01  5.59902e+02  9.37918e+01  7.54031e+02  9.47006e+01
     35.0  9.56592e+01  5.76998e+02  9.66562e+01  7.77062e+02  9.75935e+01
     36.0  9.85158e+01  5.94231e+02  9.95435e+01  8.00278e+02  1.00510e+02
     37.0  1.01396e+02  6.11606e+02  1.02454e+02  8.23684e+02  1.03450e+02
     38.0  1.04300e+02  6.29127e+02  1.05390e+02  8.47287e+02  1.06414e+02
     39.0  1.07229e+02  6.46798e+02  1.08350e+02  8.71091e+02  1.09405e+02
     40.0  1.10184e+02  6.64622e+02  1.11337e+02  8.95103e+02  1.12421e+02
     41.0  1.13165e+02  6.82604e+02  1.14350e+02  9.19327e+02  1.15463e+02
     42.0  1.16172e+02  7.00746e+02  1.17389e+02  9.43767e+02  1.18533e+02
     43.0  1.19206e+02  7.19052e+02  1.20456e+02  9.68428e+02  1.21631e+02
     44.0  1.22268e+02  7.37524e+02  1.23551e+02  9.93312e+02  1.24757e+02
     45.0  1.25358e+02  7.56164e+02  1.26674e+02  1.01842e+03  1.27911e+02
     46.0  1.28476e+02  7.74975e+02  1.29826e+02  1.04376e+03  1.31094e+02
     47.0  1.31623e+02  7.93959e+02  1.33006e+02  1.06934e+03  1.34306e+02
     48.0  1.34799e+02  8.13118e+02  1.36216e+02  1.09515e+03  1.37548e+02
     49.0  1.38004e+02  8.32453e+02  1.39455e+02  1.12119e+03  1.40820e+02
     50.0  1.41238e+02  8.51965e+02  1.42725e+02  1.14748e+03  1.44122e+02
     51.0  1.44502e+02  8.71657e+02  1.46024e+02  1.17401e+03  1.47454e+02
     52.0  1.47796e+02  8.91528e+02  1.49353e+02  1.20078e+03  1.50817e+02
     53.0  1.51120e+02  9.11581e+02  1.52713e+02  1.22779e+03  1.54210e+02
     54.0  1.54474e+02  9.31815e+02  1.56103e+02  1.25505e+03  1.57634e+02
     55.0  1.57858e+02  9.52232e+02  1.59523e+02  1.28255e+03  1.61089e+02
     56.0  1.61273e+02  9.72832e+02  1.62975e+02  1.31031e+03  1.64575e+02
     57.0  1.64718e+02  9.93615e+02  1.66457e+02  1.33830e+03  1.68091e+02
     58.0  1.68194e+02  1.01458e+03  1.69970e+02  1.36655e+03  1.71639e+02
     59.0  1.71700e+02  1.03573e+03  1.73513e+02  1.39504e+03  1.75219e+02
     60.0  1.75236e+02  1.05707e+03  1.77088e+02  1.42379e+03  1.78829e+02
     61.0  1.78803e+02  1.07859e+03  1.80693e+02  1.45278e+03  1.82470e+02
     62.0  1.82401e+02  1.10029e+03  1.84330e+02  1.48201e+03  1.86143e+02
     63.0  1.86029e+02  1.12218e+03  1.87997e+02  1.51150e+03  1.89847e+02
     64.0  1.89687e+02  1.14425e+03  1.91695e+02  1.54123e+03  1.93582e+02
     65.0  1.93376e+02  1.16650e+03  1.95423e+02  1.57121e+03  1.97347e+02
     66.0  1.97095e+02  1.18894e+03  1.99182e+02  1.60144e+03  2.01144e+02
     67.0  2.00845e+02  1.21156e+03  2.02972e+02  1.63191e+03  2.04972e+02
     68.0  2.04624e+02  1.23436e+03  2.06792e+02  1.66263e+03  2.08830e+02
     69.0  2.08434e+02  1.25734e+03  2.10643e+02  1.69359e+03  2.12719e+02
     70.0  2.12273e+02  1.28051e+03  2.14523e+02  1.72479e+03  2.16639e+02
     71.0  2.16143e+02  1.30385e+03  2.18434e+02  1.75624e+03  2.20589e+02
     72.0  2.20042e+02  1.32737e+03  2.22375e+02  1.78793e+03  2.24569e+02
     73.0  2.23970e+02  1.35107e+03  2.26346e+02  1.81985e+03  2.28580e+02
     74.0  2.27928e+02  1.37495e+03  2.30347e+02  1.85202e+03  2.32620e+02
     75.0  2.31916e+02  1.39901e+03  2.34377e+02  1.88443e+03  2.36691e+02
     76.0  2.35932e+02  1.42324e+03  2.38437e+02  1.91707e+03  2.40791e+02
     77.0  2.39977e+02  1.44764e+03  2.42526e+02  1.94995e+03  2.44921e+02
     78.0  2.44052e+02  1.47222e+03  2.46644e+02  1.98306e+03  2.49081e+02
     79.0  2.48155e+02  1.49697e+03  2.50791e+02  2.01641e+03  2.53269e+02
     80.0  2.52286e+02  1.52190e+03  2.54966e+02  2.04998e+03  2.57487e+02
     81.0  2.56445e+02  1.54699e+03  2.59171e+02  2.08379e+03  2.61733e+02
     82.0  2.60633e+02  1.57226e+03  2.63404e+02  2.11783e+03  2.66009e+02
     83.0  2.64849e+02  1.59769e+03  2.67665e+02  2.15209e+03  2.70312e+02
     84.0  2.69092e+02  1.62329e+03  2.71954e+02  2.18658e+03  2.74644e+02
     85.0  2.73363e+02  1.64905e+03  2.76271e+02  2.22129e+03  2.79005e+02
     86.0  2.77662e+02  1.67499e+03  2.80616e+02  2.25622e+03  2.83393e+02
     87.0  2.81987e+02  1.70108e+03  2.84988e+02  2.29138e+03  2.87809e+02
     88.0  2.86340e+02  1.72734e+03  2.89387e+02  2.32675e+03  2.92252e+02
     89.0  2.90719e+02  1.75376e+03  2.93814e+02  2.36234e+03  2.96723e+02
     90.0  2.95125e+02  1.78034e+03  2.98267e+02  2.39815e+03  3.01221e+02
     91.0  2.99557e+02  1.80708e+03  3.02747e+02  2.43417e+03  3.05746e+02
     92.0  3.04015e+02  1.83397e+03  3.07253e+02  2.47041e+03  3.10297e+02
     93.0  3.08500e+02  1.86103e+03  3.11786e+02  2.50685e+03  3.14875e+02
     94.0  3.13010e+02  1.88824e+03  3.16344e+02  2.54351e+03  3.19480e+02
     95.0  3.17545e+02  1.91560e+03  3.20929e+02  2.58037e+03  3.24110e+02
     96.0  3.22106e+02  1.94311e+03  3.25539e+02  2.61744e+03  3.28766e+02
     97.0  3.26692e+02  1.97078e+03  3.30174e+02  2.65471e+03  3.33448e+02
     98.0  3.31303e+02  1.99860e+03  3.34835e+02  2.69219e+03  3.38156e+02
     99.0  3.35939e+02  2.02656e+03  3.39521e+02  2.72986e+03  3.42888e+02
    100.0  3.40599e+02  2.05468e+03  3.44231e+02  2.76774e+03  3.47646e+02
    101.0  3.45283e+02  2.08294e+03  3.48966e+02  2.80581e+03  3.52428e+02
    102.0  3.49992e+02  2.11134e+03  3.53725e+02  2.84408e+03  3.57235e+02
    103.0  3.54724e+02  2.13989e+03  3.58508e+02  2.88254e+03  3.62066e+02
    104.0  3.59480e+02  2.16859e+03  3.63316e+02  2.92119e+03  3.66922e+02
    105.0  3.64260e+02  2.19742e+03  3.68147e+02  2.96004e+03  3.71801e+02
    106.0  3.69062e+02  2.22639e+03  3.73001e+02  2.99907e+03  3.76704e+02
    107.0  3.73888e+02  2.25551e+03  3.77879e+02  3.03829e+03  3.81631e+02
    108.0  3.78736e+02  2.28476e+03  3.82780e+02  3.07770e+03  3.86581e+02
    109.0  3.83608e+02  2.31415e+03  3.87703e+02  3.11729e+03  3.91554e+02
    110.0  3.88501e+02  2.34367e+03  3.92650e+02  3.15706e+03  3.96550e+02
    111.0  3.93417e+02  2.37332e+03  3.97619e+02  3.19702e+03  4.01569e+02
    112.0  3.98355e+02  2.40311e+03  4.02610e+02  3.23715e+03  4.06610e+02
    113.0  4.03314e+02  2.43304e+03  4.07623e+02  3.27746e+03  4.11673e+02
    114.0  4.08296e+02  2.46309e+03  4.12658e+02  3.31794e+03  4.16759e+02
    115.0  4.13298e+02  2.49327e+03  4.17714e+02  3.35860e+03  4.21866e+02
    116.0  4.18322e+02  2.52358e+03  4.22792e+02  3.39943e+03  4.26995e+02
    117.0  4.23367e+02  2.55401e+03  4.27892e+02  3.44044e+03  4.32146e+02
    118.0  4.28433e+02  2.58457e+03  4.33012e+02  3.48161e+03  4.37317e+02
