#wvl [um]      Flux [erg/s/cm]
5.5            70738.5307        
5.496976663    70782.1406        
5.493956648    70825.7309        
5.490939949    70869.3013        
5.487926562    70912.852         
5.48491648     70956.3829        
5.481909698    70999.8941        
5.478906211    71043.3856        
5.475906014    71086.8574        
5.4729091      71130.3096        
5.469915465    71173.7421        
5.466925103    71217.155         
5.463938009    71260.5484        
5.460954178    71303.9222        
5.457973603    71347.2764        
5.454996281    71390.6111        
5.452022205    71433.9264        
5.44905137     71477.2222        
5.446083771    71520.4985        
5.443119402    71563.7555        
5.440158259    71606.993         
5.437200336    71650.2113        
5.434245628    71693.4102        
5.431294129    71736.5897        
5.428345835    71779.75          
5.42540074     71822.8909        
5.422458839    71866.0125        
5.419520126    71909.1147        
5.416584597    71952.1975        
5.413652247    71995.261         
5.410723069    72038.305         
5.40779706     72081.3296        
5.404874214    72124.3348        
5.401954525    72167.3206        
5.39903799     72210.2869        
5.396124601    72253.2337        
5.393214356    72296.161         
5.390307248    72339.0688        
5.387403272    72381.9572        
5.384502423    72424.826         
5.381604697    72467.6752        
5.378710088    72510.505         
5.375818591    72553.3151        
5.372930201    72596.1057        
5.370044913    72638.8766        
5.367162723    72681.6279        
5.364283624    72724.3594        
5.361407613    72767.0711        
5.358534684    72809.7631        
5.355664833    72852.4351        
5.352798054    72895.0872        
5.349934342    72937.7193        
5.347073692    72980.3313        
5.344216101    73022.9233        
5.341361562    73065.4952        
5.33851007     73108.0468        
5.335661622    73150.5782        
5.332816212    73193.0893        
5.329973835    73235.5801        
5.327134486    73278.0505        
5.324298161    73320.5004        
5.321464854    73362.9299        
5.318634561    73405.3388        
5.315807278    73447.7271        
5.312982998    73490.0948        
5.310161719    73532.4419        
5.307343433    73574.7684        
5.304528138    73617.0744        
5.301715828    73659.3598        
5.298906498    73701.6246        
5.296100144    73743.8688        
5.293296761    73786.0925        
5.290496345    73828.2956        
5.28769889     73870.4782        
5.284904391    73912.6402        
5.282112845    73954.7817        
5.279324246    73996.9027        
5.276538591    74039.0031        
5.273755873    74081.083         
5.270976089    74123.1424        
5.268199234    74165.1812        
5.265425303    74207.1995        
5.262654291    74249.1974        
5.259886195    74291.1747        
5.257121009    74333.1315        
5.254358729    74375.0677        
5.251599351    74416.9833        
5.248842869    74458.8782        
5.246089279    74500.7524        
5.243338577    74542.6059        
5.240590758    74584.4386        
5.237845817    74626.2506        
5.23510375     74668.0416        
5.232364553    74709.8118        
5.229628221    74751.5611        
5.226894749    74793.2894        
5.224164134    74834.9967        
5.22143637     74876.6829        
5.218711453    74918.3481        
5.215989378    74959.9922        
5.213270142    75001.6151        
5.21055374     75043.2168        
5.207840167    75084.7973        
5.205129418    75126.3565        
5.202421491    75167.8945        
5.199716379    75209.4112        
5.197014079    75250.9067        
5.194314587    75292.3809        
5.191617897    75333.8339        
5.188924006    75375.2656        
5.186232909    75416.6761        
5.183544602    75458.0653        
5.180859081    75499.4334        
5.17817634     75540.7801        
5.175496377    75582.1057        
5.172819186    75623.41          
5.170144764    75664.6931        
5.167473106    75705.955         
5.164804207    75747.1957        
5.162138064    75788.4151        
5.159474672    75829.6134        
5.156814027    75870.7904        
5.154156124    75911.9463        
5.15150096     75953.081         
5.14884853     75994.1944        
5.14619883     76035.2865        
5.143551856    76076.3573        
5.140907604    76117.4067        
5.138266069    76158.4348        
5.135627247    76199.4413        
5.132991134    76240.4264        
5.130357726    76281.3899        
5.127727018    76322.3319        
5.125099008    76363.2522        
5.122473689    76404.1508        
5.119851059    76445.0277        
5.117231113    76485.8829        
5.114613847    76526.7163        
5.111999256    76567.5278        
5.109387338    76608.3174        
5.106778087    76649.0851        
5.1041715      76689.8308        
5.101567573    76730.5545        
5.0989663      76771.2562        
5.09636768     76811.9358        
5.093771706    76852.5933        
5.091178376    76893.2289        
5.088587686    76933.8424        
5.08599963     76974.434         
5.083414206    77015.0036        
5.080831409    77055.5512        
5.078251235    77096.0768        
5.07567368     77136.5805        
5.073098741    77177.0622        
5.070526413    77217.5221        
5.067956692    77257.96          
