#wvl [um]      Flux [erg/s/cm]
5.5            70738.4265        
5.496976663    70782.0237        
5.493956648    70825.4945        
5.490939949    70869.1005        
5.487926562    70912.6117        
5.48491648     70956.2699        
5.481909698    70999.8129        
5.478906211    71043.278         
5.475906014    71086.5236        
5.4729091      71129.7803        
5.469915465    71173.4667        
5.466925103    71216.9536        
5.463938009    71260.3038        
5.460954178    71303.668         
5.457973603    71347.0241        
5.454996281    71390.1362        
5.452022205    71432.9503        
5.44905137     71476.9371        
5.446083771    71520.1016        
5.443119402    71563.5066        
5.440158259    71606.7157        
5.437200336    71649.7647        
5.434245628    71693.0514        
5.431294129    71736.2751        
5.428345835    71779.5481        
5.42540074     71822.6068        
5.422458839    71865.6573        
5.419520126    71908.5334        
5.416584597    71951.7937        
5.413652247    71994.4403        
5.410723069    72038.0529        
5.40779706     72080.4137        
5.404874214    72124.0454        
5.401954525    72166.9568        
5.39903799     72210.0567        
5.396124601    72252.9095        
5.393214356    72295.7046        
5.390307248    72338.5887        
5.387403272    72381.3657        
5.384502423    72423.5238        
5.381604697    72467.341         
5.378710088    72510.0823        
5.375818591    72552.9999        
5.372930201    72595.7973        
5.370044913    72634.7926        
5.367162723    72681.3201        
5.364283624    72724.1469        
5.361407613    72766.6766        
5.358534684    72809.0286        
5.355664833    72852.0983        
5.352798054    72894.1373        
5.349934342    72936.7277        
5.347073692    72980.1017        
5.344216101    73022.4036        
5.341361562    73065.1792        
5.33851007     73106.809         
5.335661622    73149.1681        
5.332816212    73192.7629        
5.329973835    73235.128         
5.327134486    73277.4966        
5.324298161    73318.2515        
5.321464854    73362.1852        
5.318634561    73404.0156        
5.315807278    73447.2968        
5.312982998    73488.846         
5.310161719    73532.2181        
5.307343433    73574.3016        
5.304528138    73616.6482        
5.301715828    73658.3197        
5.298906498    73700.8532        
5.296100144    73743.4357        
5.293296761    73785.7573        
5.290496345    73827.5773        
5.28769889     73870.1314        
5.284904391    73912.2526        
5.282112845    73952.5293        
5.279324246    73996.1936        
5.276538591    74037.6932        
5.273755873    74080.0635        
5.270976089    74122.7176        
5.268199234    74163.9962        
5.265425303    74206.7356        
5.262654291    74248.5172        
5.259886195    74288.6984        
5.257121009    74332.8491        
5.254358729    74372.3983        
5.251599351    74416.2658        
5.248842869    74457.8215        
5.246089279    74497.7239        
5.243338577    74538.4508        
5.240590758    74583.6473        
5.237845817    74624.6354        
5.23510375     74667.7048        
5.232364553    74709.2316        
5.229628221    74751.1779        
5.226894749    74792.7448        
5.224164134    74834.2052        
5.22143637     74875.8723        
5.218711453    74917.9442        
5.215989378    74959.0613        
5.213270142    75000.6084        
5.21055374     75042.4094        
5.207840167    75084.1907        
