# Wavelength   Max Optical   Radius at the    Radius
   (microns)         depth   max depth (km)    index
   5.3073434   1.06716e+01       74039.4980     0059
   5.3045281   1.12659e+01       74321.7840     0028
   5.3017158   1.23405e+01       74039.4980     0059
   5.2989065   1.19926e+01       74103.0370     0053
   5.2961001   1.30821e+01       74071.7930     0056
   5.2932968   1.13451e+01       74092.7600     0054
   5.2904963   1.32263e+01       74039.4980     0059
   5.2876989   1.14348e+01       74050.3530     0058
   5.2849044   1.33513e+01       74050.3530     0058
   5.2821128   1.19736e+01       74103.0370     0053
   5.2793242   1.04777e+01       74092.7600     0054
   5.2765386   1.19783e+01       74152.1070     0048
   5.2737559   1.00877e+01       74061.1240     0057
   5.2709761   1.37205e+01       74123.1350     0051
   5.2681992   1.31899e+01       74071.7930     0056
   5.2654253   1.19212e+01       74006.5900     0062
   5.2626543   1.10565e+01       74092.7600     0054
   5.2598862   1.03401e+01       74017.6010     0061
   5.2571210   1.13691e+01       74061.1240     0057
   5.2543587   1.21918e+01       74188.6860     0044
   5.2515994   1.08261e+01       74061.1240     0057
   5.2488429   1.13788e+01       74231.8440     0039
   5.2460893   1.10282e+01       74050.3530     0058
   5.2433386   1.33197e+01       74050.3530     0058
   5.2405908   1.02440e+01       74132.9480     0050
   5.2378458   1.05838e+01       74017.6010     0061
   5.2351038   1.15702e+01       74061.1240     0057
   5.2323646   1.13389e+01       74465.6380     0010
   5.2296282   1.10197e+01       74161.4590     0047
   5.2268947   1.38171e+01       74061.1240     0057
   5.2241641   1.05808e+01       74061.1240     0057
   5.2214364   1.14686e+01       74223.3880     0040
   5.2187115   1.11232e+01       74082.3420     0055
   5.2159894   1.11270e+01       74039.4980     0059
   5.2132701   1.01649e+01       74188.6860     0044
   5.2105537   1.07969e+01       74297.6090     0031
   5.2078402   1.23039e+01       74050.3530     0058
   5.2051294   1.00378e+01       74039.4980     0059
   5.2024215   1.20633e+01       74082.3420     0055
   5.1997164   1.23756e+01       74132.9480     0050
   5.1970141   1.23598e+01       74039.4980     0059
   5.1943146   1.18610e+01       74017.6010     0061
   5.1916179   1.23774e+01       74028.5760     0060
   5.1889240   1.31632e+01       74152.1070     0048
   5.1862329   1.30034e+01       74071.7930     0056
   5.1835446   1.08814e+01       74039.4980     0059
   5.1808591   1.18397e+01       74028.5760     0060
   5.1781763   1.13069e+01       74017.6010     0061
   5.1754964   1.18500e+01       74071.7930     0056
   5.1728192   1.27796e+01       74113.1630     0052
   5.1701448   1.31147e+01       74050.3530     0058
   5.1674731   1.17813e+01       74161.4590     0047
   5.1648042   1.11934e+01       74092.7600     0054
   5.1621381   1.43401e+01       74082.3420     0055
   5.1594747   1.30454e+01       74082.3420     0055
   5.1568140   1.09142e+01       74170.6680     0046
   5.1541561   1.23557e+01       74017.6010     0061
   5.1515010   1.27594e+01       74006.5900     0062
   5.1488485   1.07977e+01       74050.3530     0058
   5.1461988   1.01902e+01       74142.6040     0049
   5.1435519   1.23123e+01       74152.1070     0048
   5.1409076   1.20911e+01       74017.6010     0061
   5.1382661   1.26843e+01       74017.6010     0061
   5.1356272   1.21425e+01       74039.4980     0059
   5.1329911   1.28660e+01       74206.2310     0042
   5.1303577   1.35314e+01       74071.7930     0056
   5.1277270   1.12448e+01       74092.7600     0054
   5.1250990   1.03752e+01       74103.0370     0053
   5.1224737   1.09915e+01       74092.7600     0054
   5.1198511   1.09734e+01       74113.1630     0052
   5.1172311   1.04103e+01       74092.7600     0054
   5.1146138   1.08440e+01       74142.6040     0049
   5.1119993   1.08263e+01       74132.9480     0050
   5.1093873   1.15800e+01       74179.7390     0045
   5.1067781   1.16401e+01       74092.7600     0054
   5.1041715   1.28712e+01       74092.7600     0054
   5.1015676   1.33024e+01       74039.4980     0059
   5.0989663   1.06411e+01       74265.0560     0035
   5.0963677   1.20408e+01       74132.9480     0050
   5.0937717   1.17082e+01       74123.1350     0051
   5.0911784   1.25625e+01       74092.7600     0054
   5.0885877   1.36302e+01       74050.3530     0058
   5.0859996   1.23701e+01       74050.3530     0058
   5.0834142   1.08492e+01       74113.1630     0052
   5.0808314   1.08003e+01       74197.5110     0043
   5.0782512   1.00895e+01       74103.0370     0053
   5.0756737   1.11284e+01       74123.1350     0051
   5.0730987   1.03818e+01       74050.3530     0058
   5.0705264   1.29188e+01       74152.1070     0048
   5.0679567   1.37468e+01       74092.7600     0054
   5.0653896   1.09717e+01       74123.1350     0051
   5.0628251   1.23039e+01       74071.7930     0056
   5.0602631   1.41718e+01       74039.4980     0059
   5.0577038   1.14906e+01       74050.3530     0058
   5.0551471   1.39831e+01       74132.9480     0050
   5.0525929   1.11094e+01       74223.3880     0040
   5.0500413   1.41489e+01       74028.5760     0060
   5.0474923   1.27118e+01       74123.1350     0051
   5.0449459   1.07633e+01       74161.4590     0047
   5.0424020   1.11007e+01       74188.6860     0044
   5.0398607   1.22165e+01       74123.1350     0051
   5.0373220   1.24079e+01       74061.1240     0057
   5.0347858   1.25146e+01       74061.1240     0057
   5.0322522   1.33789e+01       74142.6040     0049
   5.0297211   1.06468e+01       74161.4590     0047
   5.0271925   1.22510e+01       74123.1350     0051
   5.0246665   1.29781e+01       74103.0370     0053
   5.0221431   1.05968e+01       74142.6040     0049
   5.0196222   1.21925e+01       74092.7600     0054
   5.0171038   1.34808e+01       74082.3420     0055
   5.0145879   1.18060e+01       74113.1630     0052
   5.0120745   1.06565e+01       74103.0370     0053
   5.0095637   1.28627e+01       74061.1240     0057
   5.0070554   1.12169e+01       74113.1630     0052
   5.0045496   1.21764e+01       74082.3420     0055
   5.0020463   1.20804e+01       74132.9480     0050
   4.9995455   1.02459e+01       74170.6680     0046
   4.9970472   1.33337e+01       74050.3530     0058
   4.9945514   1.23500e+01       74179.7390     0045
   4.9920581   1.20661e+01       74142.6040     0049
   4.9895673   1.16618e+01       74170.6680     0046
   4.9870789   1.16818e+01       74039.4980     0059
   4.9845931   1.26595e+01       74061.1240     0057
   4.9821097   1.29713e+01       74103.0370     0053
   4.9796288   1.14357e+01       74132.9480     0050
   4.9771504   1.25238e+01       74082.3420     0055
   4.9746744   1.02875e+01       74050.3530     0058
   4.9722009   1.02021e+01       74170.6680     0046
   4.9697298   1.30402e+01       74152.1070     0048
   4.9672612   1.05501e+01       74206.2310     0042
   4.9647951   1.06218e+01       74071.7930     0056
   4.9623314   1.12511e+01       74123.1350     0051
   4.9598701   1.07732e+01       74142.6040     0049
   4.9574113   1.07494e+01       74188.6860     0044
   4.9549550   1.11403e+01       74289.5140     0032
   4.9525010   1.15095e+01       74061.1240     0057
   4.9500495   1.19868e+01       74092.7600     0054
   4.9476004   1.22898e+01       74103.0370     0053
   4.9451537   1.12994e+01       74082.3420     0055
   4.9427095   1.01992e+01       74152.1070     0048
   4.9402677   1.08923e+01       74061.1240     0057
   4.9378283   1.23662e+01       74223.3880     0040
   4.9353912   1.13594e+01       74082.3420     0055
   4.9329566   1.08141e+01       74113.1630     0052
   4.9305244   1.26592e+01       74103.0370     0053
   4.9280946   1.32976e+01       74142.6040     0049
   4.9256672   1.25407e+01       74206.2310     0042
   4.9232422   1.10913e+01       74071.7930     0056
   4.9208195   1.19872e+01       74170.6680     0046
   4.9183993   1.18328e+01       74132.9480     0050
   4.9159814   1.12814e+01       74214.8540     0041
   4.9135659   1.05224e+01       74071.7930     0056
   4.9111528   1.00108e+01       74082.3420     0055
   4.9087420   1.14608e+01       74179.7390     0045
   4.9063336   1.20923e+01       74123.1350     0051
   4.9039276   1.37967e+01       74071.7930     0056
   4.9015239   1.16369e+01       74050.3530     0058
   4.8991226   1.07194e+01       74123.1350     0051
   4.8967236   1.12651e+01       74113.1630     0052
   4.8943270   1.34261e+01       74132.9480     0050
   4.8919328   1.22776e+01       74050.3530     0058
   4.8895408   1.14698e+01       74071.7930     0056
   4.8871512   1.12035e+01       74214.8540     0041
   4.8847640   1.38303e+01       74132.9480     0050
   4.8823791   1.09304e+01       74071.7930     0056
   4.8799965   1.27543e+01       74050.3530     0058
   4.8776162   1.35133e+01       74092.7600     0054
   4.8752382   1.10549e+01       74152.1070     0048
   4.8728626   1.02264e+01       74179.7390     0045
   4.8704893   1.03888e+01       74071.7930     0056
   4.8681183   1.11391e+01       74071.7930     0056
   4.8657495   1.02005e+01       74214.8540     0041
   4.8633831   1.10509e+01       74161.4590     0047
   4.8610190   1.01909e+01       74103.0370     0053
   4.8586572   1.06592e+01       74071.7930     0056
   4.8562977   1.12357e+01       74240.2310     0038
   4.8539405   1.17716e+01       74170.6680     0046
   4.8515856   1.16846e+01       74071.7930     0056
   4.8492329   1.19787e+01       74113.1630     0052
   4.8468826   1.23625e+01       74161.4590     0047
   4.8445345   1.10998e+01       74170.6680     0046
   4.8421887   1.02220e+01       74113.1630     0052
   4.8398451   1.38251e+01       74071.7930     0056
   4.8375038   1.25939e+01       74188.6860     0044
   4.8351648   1.24972e+01       74103.0370     0053
   4.8328281   1.01306e+01       74152.1070     0048
   4.8304936   1.33659e+01       74061.1240     0057
   4.8281613   1.27767e+01       74179.7390     0045
   4.8258314   1.03691e+01       74082.3420     0055
   4.8235036   1.03490e+01       74240.2310     0038
   4.8211781   1.07501e+01       74082.3420     0055
   4.8188549   1.18873e+01       74103.0370     0053
   4.8165338   1.22175e+01       74142.6040     0049
   4.8142151   1.08684e+01       74223.3880     0040
   4.8118985   1.23958e+01       74113.1630     0052
   4.8095842   1.04942e+01       74082.3420     0055
   4.8072721   1.06896e+01       74061.1240     0057
   4.8049622   1.00988e+01       74248.5570     0037
   4.8026546   1.05242e+01       74188.6860     0044
   4.8003491   1.28279e+01       74188.6860     0044
   4.7980459   1.21099e+01       74050.3530     0058
   4.7957449   1.01782e+01       74142.6040     0049
   4.7934461   1.02318e+01       74223.3880     0040
   4.7911494   1.24734e+01       74082.3420     0055
   4.7888550   1.04389e+01       74082.3420     0055
   4.7865628   1.33448e+01       74132.9480     0050
   4.7842728   1.30459e+01       74123.1350     0051
   4.7819850   1.26960e+01       74103.0370     0053
   4.7796993   1.16450e+01       74273.2400     0034
   4.7774159   1.20490e+01       74113.1630     0052
   4.7751346   1.16388e+01       74103.0370     0053
   4.7728555   1.22846e+01       74142.6040     0049
   4.7705785   1.03895e+01       74103.0370     0053
   4.7683038   1.20697e+01       74113.1630     0052
   4.7660312   1.25030e+01       74082.3420     0055
   4.7637608   1.24910e+01       74214.8540     0041
   4.7614925   1.32689e+01       74061.1240     0057
   4.7592264   1.28644e+01       74123.1350     0051
   4.7569625   1.37890e+01       74092.7600     0054
   4.7547007   1.16421e+01       74223.3880     0040
   4.7524410   1.07262e+01       74082.3420     0055
   4.7501835   1.12620e+01       74170.6680     0046
   4.7479282   1.31549e+01       74123.1350     0051
   4.7456750   1.01915e+01       74161.4590     0047
   4.7434239   1.21227e+01       74082.3420     0055
   4.7411749   1.04489e+01       74188.6860     0044
   4.7389281   1.27536e+01       74103.0370     0053
   4.7366835   1.34099e+01       74123.1350     0051
   4.7344409   1.04293e+01       74123.1350     0051
   4.7322005   1.03881e+01       74103.0370     0053
   4.7299622   1.10363e+01       74061.1240     0057
   4.7277260   1.00478e+01       74123.1350     0051
   4.7254919   1.20252e+01       74113.1630     0052
   4.7232599   1.09843e+01       74050.3530     0058
   4.7210300   1.06255e+01       74082.3420     0055
   4.7188023   1.25013e+01       74123.1350     0051
   4.7165766   1.23249e+01       74103.0370     0053
   4.7143531   1.03233e+01       74061.1240     0057
   4.7121316   1.32273e+01       74123.1350     0051
   4.7099122   1.22278e+01       74113.1630     0052
   4.7076949   1.22691e+01       74123.1350     0051
   4.7054797   1.10989e+01       74132.9480     0050
   4.7032666   1.07703e+01       74489.5960     0007
   4.7010556   1.16084e+01       74092.7600     0054
   4.6988466   1.22375e+01       74123.1350     0051
   4.6966398   1.22400e+01       74061.1240     0057
   4.6944350   1.11141e+01       74281.3920     0033
   4.6922322   1.09887e+01       74113.1630     0052
   4.6900316   1.13409e+01       74092.7600     0054
   4.6878329   1.19403e+01       74071.7930     0056
   4.6856364   1.18684e+01       74103.0370     0053
   4.6834419   1.16189e+01       74142.6040     0049
   4.6812495   1.05940e+01       74188.6860     0044
   4.6790591   1.01685e+01       74223.3880     0040
   4.6768707   1.07914e+01       74082.3420     0055
   4.6746845   1.04892e+01       74142.6040     0049
   4.6725002   1.05733e+01       74103.0370     0053
   4.6703180   1.14987e+01       74050.3530     0058
   4.6681378   1.24366e+01       74092.7600     0054
   4.6659597   1.17974e+01       74071.7930     0056
   4.6637836   1.01135e+01       74061.1240     0057
   4.6616095   1.18996e+01       74082.3420     0055
   4.6594375   1.22695e+01       74161.4590     0047
   4.6572675   1.31456e+01       74170.6680     0046
   4.6550994   1.05367e+01       74113.1630     0052
   4.6529335   1.15570e+01       74132.9480     0050
   4.6507695   1.34577e+01       74071.7930     0056
   4.6486075   1.08663e+01       74113.1630     0052
   4.6464476   1.22872e+01       74231.8440     0039
   4.6442896   1.23517e+01       74113.1630     0052
   4.6421337   1.03321e+01       74092.7600     0054
   4.6399798   1.39536e+01       74123.1350     0051
   4.6378278   1.00485e+01       74142.6040     0049
   4.6356779   1.34722e+01       74061.1240     0057
   4.6335299   1.28926e+01       74170.6680     0046
   4.6313839   1.25776e+01       74092.7600     0054
   4.6292400   1.26581e+01       74082.3420     0055
   4.6270980   1.37881e+01       74103.0370     0053
   4.6249580   1.13412e+01       74142.6040     0049
   4.6228199   1.21814e+01       74170.6680     0046
   4.6206839   1.33576e+01       74123.1350     0051
   4.6185498   1.22567e+01       74123.1350     0051
   4.6164177   1.20250e+01       74132.9480     0050
   4.6142875   1.05231e+01       74152.1070     0048
   4.6121593   1.24047e+01       74071.7930     0056
   4.6100331   1.07500e+01       74417.7460     0016
   4.6079088   1.14755e+01       74170.6680     0046
   4.6057865   1.34469e+01       74071.7930     0056
   4.6036662   1.08249e+01       74103.0370     0053
   4.6015478   1.33671e+01       74132.9480     0050
   4.5994313   1.07180e+01       74214.8540     0041
   4.5973168   1.36889e+01       74071.7930     0056
   4.5952043   1.22729e+01       74214.8540     0041
   4.5930937   1.33786e+01       74092.7600     0054
   4.5909850   1.05677e+01       74082.3420     0055
   4.5888782   1.25793e+01       74197.5110     0043
   4.5867734   1.13816e+01       74123.1350     0051
   4.5846705   1.14892e+01       74123.1350     0051
   4.5825696   1.05599e+01       74142.6040     0049
   4.5804705   1.04713e+01       74297.6090     0031
   4.5783734   1.10276e+01       74113.1630     0052
   4.5762782   1.16531e+01       74142.6040     0049
   4.5741850   1.10004e+01       74214.8540     0041
   4.5720936   1.02981e+01       74123.1350     0051
   4.5700042   1.24132e+01       74113.1630     0052
   4.5679166   1.00629e+01       74132.9480     0050
   4.5658310   1.00770e+01       74188.6860     0044
   4.5637473   1.18095e+01       74113.1630     0052
   4.5616654   1.12743e+01       74092.7600     0054
   4.5595855   1.25319e+01       74179.7390     0045
   4.5575075   1.16054e+01       74123.1350     0051
   4.5554313   1.09621e+01       74082.3420     0055
   4.5533571   1.04799e+01       74123.1350     0051
   4.5512847   1.11346e+01       74142.6040     0049
   4.5492142   1.03495e+01       74132.9480     0050
   4.5471456   1.13771e+01       74103.0370     0053
   4.5450789   1.27663e+01       74179.7390     0045
   4.5430141   1.10355e+01       74142.6040     0049
   4.5409511   1.00542e+01       74092.7600     0054
   4.5388900   1.12207e+01       74377.8260     0021
   4.5368308   1.01500e+01       74170.6680     0046
   4.5347735   1.17336e+01       74092.7600     0054
   4.5327180   1.07896e+01       74188.6860     0044
   4.5306644   1.22451e+01       74092.7600     0054
   4.5286126   1.11308e+01       74092.7600     0054
   4.5265627   1.26484e+01       74142.6040     0049
   4.5245146   1.16838e+01       74197.5110     0043
   4.5224684   1.03351e+01       74132.9480     0050
   4.5204241   1.03044e+01       74132.9480     0050
   4.5183816   1.03443e+01       74123.1350     0051
   4.5163409   1.17272e+01       74240.2310     0038
   4.5143021   1.24124e+01       74113.1630     0052
   4.5122652   1.16685e+01       74123.1350     0051
   4.5102300   1.02997e+01       74103.0370     0053
   4.5081967   1.02235e+01       74113.1630     0052
   4.5061653   1.00147e+01       74142.6040     0049
   4.5041356   1.13683e+01       74082.3420     0055
   4.5021078   1.06918e+01       74113.1630     0052
   4.5000818   1.11467e+01       74142.6040     0049
   4.4980577   1.28362e+01       74071.7930     0056
   4.4960353   1.04679e+01       74132.9480     0050
   4.4940148   1.04014e+01       74123.1350     0051
   4.4919961   1.20417e+01       74071.7930     0056
   4.4899792   1.28709e+01       74152.1070     0048
   4.4879641   1.09191e+01       74113.1630     0052
   4.4859508   1.17919e+01       74092.7600     0054
   4.4839393   1.20435e+01       74132.9480     0050
   4.4819297   1.24111e+01       74103.0370     0053
   4.4799218   1.20205e+01       74103.0370     0053
   4.4779157   1.05861e+01       74170.6680     0046
   4.4759115   1.28244e+01       74132.9480     0050
   4.4739090   1.13872e+01       74092.7600     0054
   4.4719083   3.63516e+01       74537.5500     0001
   4.4699094   1.00100e+01       74123.1350     0051
   4.4679123   1.29410e+01       74082.3420     0055
   4.4659169   1.22509e+01       74152.1070     0048
   4.4639234   1.21167e+01       74071.7930     0056
   4.4619316   1.22442e+01       74505.5750     0005
   4.4599416   1.19127e+01       74103.0370     0053
   4.4579534   1.10431e+01       74297.6090     0031
   4.4559669   1.04982e+01       74161.4590     0047
   4.4539823   1.22653e+01       74082.3420     0055
   4.4519994   1.19395e+01       74092.7600     0054
   4.4500182   1.12106e+01       74170.6680     0046
   4.4480388   1.04189e+01       74071.7930     0056
   4.4460612   1.00710e+01       74113.1630     0052
   4.4440853   1.09187e+01       74103.0370     0053
   4.4421112   1.22476e+01       74061.1240     0057
   4.4401389   1.00192e+01       74281.3920     0033
   4.4381682   1.32546e+01       74061.1240     0057
   4.4361994   1.26910e+01       74092.7600     0054
   4.4342323   1.06978e+01       74113.1630     0052
   4.4322669   1.15763e+01       74071.7930     0056
   4.4303033   1.20783e+01       74214.8540     0041
   4.4283414   1.03912e+01       74082.3420     0055
   4.4263812   1.11650e+01       74240.2310     0038
   4.4244228   1.08244e+01       74092.7600     0054
   4.4224661   1.05946e+01       74071.7930     0056
   4.4205112   1.23117e+01       74188.6860     0044
   4.4185579   1.20039e+01       74113.1630     0052
   4.4166064   1.02264e+01       74123.1350     0051
   4.4146567   1.26397e+01       74103.0370     0053
   4.4127086   1.12691e+01       74071.7930     0056
   4.4107623   1.19754e+01       74092.7600     0054
   4.4088176   1.27731e+01       74061.1240     0057
   4.4068747   1.04966e+01       74179.7390     0045
   4.4049335   1.17515e+01       74061.1240     0057
   4.4029940   1.23677e+01       74132.9480     0050
   4.4010563   1.09153e+01       74050.3530     0058
   4.3991202   1.01855e+01       74113.1630     0052
   4.3971858   1.10981e+01       74061.1240     0057
   4.3952531   1.20551e+01       74061.1240     0057
   4.3933222   1.08844e+01       74082.3420     0055
   4.3913929   1.23585e+01       74082.3420     0055
   4.3894653   1.18541e+01       74082.3420     0055
   4.3875394   1.25132e+01       74039.4980     0059
   4.3856152   1.20531e+01       74142.6040     0049
   4.3836927   1.09383e+01       74039.4980     0059
   4.3817718   1.08209e+01       74103.0370     0053
   4.3798527   1.03397e+01       74039.4980     0059
   4.3779352   1.33498e+01       74092.7600     0054
   4.3760194   1.22997e+01       74039.4980     0059
   4.3741053   1.40063e+01       74082.3420     0055
   4.3721929   1.11558e+01       74082.3420     0055
   4.3702821   1.29249e+01       74092.7600     0054
   4.3683730   1.19866e+01       74050.3530     0058
   4.3664655   1.12738e+01       74061.1240     0057
   4.3645598   1.06595e+01       74071.7930     0056
   4.3626557   1.04701e+01       74028.5760     0060
   4.3607532   1.23404e+01       74092.7600     0054
   4.3588524   1.00216e+01       74017.6010     0061
   4.3569533   1.07113e+01       74161.4590     0047
   4.3550558   1.00623e+01       74028.5760     0060
   4.3531600   1.19634e+01       74039.4980     0059
   4.3512658   1.14790e+01       74061.1240     0057
   4.3493733   1.11252e+01       74006.5900     0062
   4.3474824   1.06591e+01       74092.7600     0054
   4.3455932   1.37747e+01       74017.6010     0061
   4.3437056   1.10968e+01       74006.5900     0062
   4.3418196   1.16217e+01       74231.8440     0039
   4.3399353   1.20366e+01       74006.5900     0062
   4.3380526   1.30807e+01       73995.5550     0063
   4.3361716   1.02397e+01       74092.7600     0054
   4.3342921   1.11533e+01       74017.6010     0061
   4.3324143   1.00596e+01       74006.5900     0062
   4.3305382   1.09438e+01       74028.5760     0060
   4.3286636   1.18137e+01       74152.1070     0048
   4.3267907   1.39546e+01       74006.5900     0062
   4.3249194   1.12597e+01       74050.3530     0058
   4.3230497   1.11167e+01       73973.4520     0065
   4.3211816   1.15771e+01       73984.5060     0064
   4.3193152   1.20334e+01       74006.5900     0062
   4.3174503   1.23775e+01       74028.5760     0060
   4.3155871   1.26270e+01       74039.4980     0059
   4.3137255   1.05758e+01       74039.4980     0059
   4.3118655   1.32471e+01       74006.5900     0062
   4.3100071   1.00345e+01       73984.5060     0064
   4.3081502   1.24912e+01       73951.3410     0067
   4.3062950   1.15901e+01       73962.3960     0066
   4.3044414   1.39887e+01       74017.6010     0061
   4.3025894   1.04304e+01       74050.3530     0058
   4.3007389   1.12371e+01       73951.3410     0067
   4.2988901   1.14854e+01       74113.1630     0052
   4.2970429   1.27185e+01       73984.5060     0064
   4.2951972   1.03724e+01       74061.1240     0057
   4.2933531   1.26724e+01       73940.2890     0068
   4.2915106   1.04552e+01       73907.1520     0071
   4.2896697   1.19482e+01       73918.1940     0070
   4.2878304   1.24984e+01       73896.1140     0072
   4.2859926   1.05304e+01       73874.0390     0074
   4.2841564   1.01726e+01       74123.1350     0051
   4.2823218   1.13614e+01       74006.5900     0062
   4.2804888   1.27082e+01       73896.1140     0072
   4.2786573   1.06109e+01       73929.2400     0069
   4.2768274   1.19527e+01       73907.1520     0071
   4.2749990   1.04403e+01       74214.8540     0041
   4.2731722   1.00206e+01       73929.2400     0069
   4.2713470   1.13207e+01       73907.1520     0071
   4.2695234   1.05785e+01       73929.2400     0069
   4.2677013   1.14332e+01       74113.1630     0052
   4.2658807   1.20212e+01       73907.1520     0071
   4.2640617   1.03389e+01       73962.3960     0066
   4.2622443   1.15343e+01       73973.4520     0065
   4.2604284   1.10513e+01       73973.4520     0065
   4.2586140   1.20181e+01       73885.0760     0073
   4.2568012   1.18306e+01       73885.0760     0073
   4.2549899   1.03517e+01       74050.3530     0058
   4.2531802   1.09549e+01       73951.3410     0067
   4.2513720   1.04957e+01       73995.5550     0063
   4.2495654   1.04848e+01       73984.5060     0064
   4.2477603   1.03546e+01       73918.1940     0070
   4.2459567   1.15896e+01       73962.3960     0066
   4.2441546   1.00058e+01       73907.1520     0071
   4.2423541   1.12289e+01       73918.1940     0070
   4.2405551   1.12033e+01       74006.5900     0062
   4.2387577   1.12979e+01       73973.4520     0065
   4.2369617   1.03332e+01       74071.7930     0056
   4.2351673   1.10554e+01       73896.1140     0072
   4.2333744   1.03732e+01       73918.1940     0070
   4.2315830   1.00376e+01       73874.0390     0074
   4.2297931   1.25671e+01       73885.0760     0073
   4.2280048   1.17578e+01       73929.2400     0069
   4.2262179   1.19611e+01       73896.1140     0072
   4.2244326   1.09718e+01       73962.3960     0066
   4.2226488   1.17679e+01       73973.4520     0065
   4.2208664   1.01240e+01       73951.3410     0067
   4.2190856   1.22339e+01       73874.0390     0074
   4.2173063   1.21247e+01       74039.4980     0059
   4.2155285   1.10873e+01       74028.5760     0060
   4.2137522   1.27557e+01       73951.3410     0067
   4.2119773   1.05697e+01       73907.1520     0071
   4.2102040   1.23972e+01       73918.1940     0070
   4.2084322   1.10254e+01       73973.4520     0065
   4.2066618   1.29441e+01       73907.1520     0071
   4.2048930   1.14877e+01       73962.3960     0066
   4.2031256   1.01242e+01       74017.6010     0061
   4.2013597   1.06533e+01       73896.1140     0072
   4.1995953   1.26273e+01       73929.2400     0069
   4.1978324   1.04543e+01       73951.3410     0067
   4.1960710   1.08831e+01       73951.3410     0067
   4.1943110   1.04564e+01       74017.6010     0061
   4.1925525   1.25014e+01       73874.0390     0074
   4.1907955   1.20024e+01       73874.0390     0074
   4.1890399   1.08286e+01       73962.3960     0066
   4.1872859   1.18451e+01       73929.2400     0069
   4.1855333   1.03534e+01       73995.5550     0063
   4.1837821   1.21019e+01       73896.1140     0072
   4.1820325   1.07902e+01       73973.4520     0065
   4.1802843   1.07889e+01       73929.2400     0069
   4.1785375   1.28178e+01       73896.1140     0072
   4.1767922   1.07356e+01       73907.1520     0071
   4.1750484   1.02122e+01       74132.9480     0050
   4.1733060   1.11190e+01       73885.0760     0073
