#wvl           I[ 0.0 deg]       I[20.0 deg]       I[40.0 deg]       I[60.0 deg]       I[80.0 deg]       
#[um]          [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     
1.18508942     8844.65908        8827.01269        8761.70192        8581.52922        7758.81527        
1.184948993    5980.81087        5852.41418        5416.74451        4470.12429        2396.83869        
1.1848086      8362.43352        8317.91385        8154.88762        7719.95935        5995.11213        
1.184668239    8680.63186        8653.74896        8554.52727        8283.05678        7087.70872        
1.184527912    8805.38232        8786.32825        8715.96102        8522.96498        7660.35908        
1.184387618    8768.84952        8748.00334        8670.9924         8459.8635         7521.92219        
1.184247357    8059.42459        8002.86114        7799.24217        7281.09922        5498.50614        
1.184107129    7846.76673        7779.31336        7537.119          6925.86894        4899.80399        
1.183966935    5913.40049        5787.59748        5362.61384        4447.5405         2454.38587        
1.183826774    8212.4925         8163.65113        7986.90414        7530.66504        5891.96156        
1.183686646    6495.44593        6383.30864        5998.18512        5133.28582        3036.74589        
1.183546551    8895.67008        8883.5557         8838.60609        8713.49686        8117.68024        
1.183406489    8484.89119        8449.73657        8320.85179        7975.6297         6577.00048        
1.183266461    8905.93296        8894.83709        8853.69511        8739.20537        8190.67105        
1.183126465    8751.61471        8731.84381        8658.69959        8457.33576        7547.67655        
1.182986503    8926.66055        8917.54584        8883.71771        8789.44659        8336.83687        
1.182846574    8428.64428        8391.98251        8258.12639        7903.80153        6519.2161         
1.182706678    7719.66576        7648.95975        7396.17352        6765.52703        4742.34952        
1.182566815    8333.6095         8291.52272        8137.65471        7728.97515        6125.1413         
1.182426985    8460.89896        8426.06272        8298.36311        7956.52869        6574.3739         
1.182287188    8487.4472         8454.41973        8333.36412        8009.34102        6696.78208        
1.182147425    8717.88358        8697.77131        8623.45736        8419.56021        7510.06208        
1.182007694    8784.06156        8767.96927        8708.37911        8543.68646        7785.24592        
1.181867996    4837.70365        4699.79713        4248.00507        3346.80613        1710.25519        
1.181728331    7581.85251        7507.06066        7240.88319        6584.72222        4544.77882        
1.1815887      8122.21555        8072.47569        7892.86126        7431.71946        5795.61696        
1.181449101    8885.48884        8876.39297        8842.6411         8748.53557        8294.16591        
1.181309535    8674.9934         8653.78699        8575.5134         8361.43001        7418.39681        
1.181170003    8317.06088        8278.63538        8139.62763        7780.305          6456.19115        
1.181030503    8315.67037        8275.31534        8128.02849        7738.63482        6231.62428        
1.180891036    7499.1345         7421.48575        7145.35379        6466.27368        4376.71529        
1.180751602    8553.00926        8525.59356        8424.59025        8150.02792        6973.23474        
1.180612201    8545.13165        8517.66596        8416.56106        8142.44603        6979.01911        
1.180472833    4482.72274        4345.86891        3902.57628        3041.49504        1557.75329        
1.180333498    8644.71275        8623.69763        8546.24433        8335.46588        7423.47125        
1.180194196    8024.05449        7970.10222        7774.66082        7269.07202        5455.25045        
1.180054926    6694.3662         6587.14056        6213.76954        5346.9863         3109.30721        
1.17991569     8836.04017        8826.49555        8791.05774        8692.08717        8211.11714        
1.179776486    7774.49546        7710.1221         7479.27592        6898.48186        4984.08511        
1.179637315    7968.44671        7911.89845        7706.84251        7175.00664        5261.22517        
1.179498177    8705.24387        8688.74375        8627.7207         8459.70703        7697.58304        
1.179359072    8034.84467        7983.39704        7797.40507        7318.66585        5616.38236        
1.17922        7407.30369        7330.4384         7059.06727        6403.47355        4457.07145        
1.17908096     8094.87541        8045.63657        7866.43428        7396.70183        5638.91521        
1.178941953    7329.95404        7251.21645        6974.03899        6308.80512        4357.77182        
1.178802979    8593.74077        8571.97579        8491.62561        8271.88788        7306.24001        
1.178664038    1980.73006        1899.97872        1661.26581        1281.92702        816.595161        
1.178525129    8248.94981        8209.08663        8063.74002        7680.53388        6208.26677        
1.178386254    8125.64286        8080.03279        7914.54096        7484.1367         5899.02462        
1.178247411    8422.95288        8392.61006        8281.22741        7981.77766        6749.06773        
1.1781086      8685.09896        8669.56371        8612.05116        8453.11371        7719.76487        
1.177969823    7953.29041        7899.3491         7704.30046        7202.16265        5424.264          
1.177831078    6391.18996        6282.51601        5909.46443        5071.9941         3033.36959        
1.177692365    6313.80816        6200.83496        5812.90807        4942.89948        2856.8653         
1.177553686    8165.53378        8122.42915        7965.29093        7551.32759        5971.11826        
1.177415039    7467.60114        7394.09023        7133.17735        6494.47172        4540.29762        
1.177276425    8630.72578        8613.56917        8550.13755        8375.69131        7588.41102        
1.177137843    8328.44335        8295.48717        8175.21926        7857.08913        6607.03938        
1.176999294    4136.07667        3998.57455        3557.05556        2718.71551        1356.98924        
1.176860777    8174.94127        8133.32199        7981.48654        7580.61042        6038.45987        
1.176722294    8534.73395        8513.04747        8433.07067        8215.00051        7266.46214        
1.176583842    8657.83642        8643.36244        8589.74481        8441.38345        7754.43571        
1.176445424    7721.75202        7658.18581        7429.12622        6845.43751        4859.85222        
1.176307038    7349.75431        7272.77417        7000.05846        6335.48217        4326.3068         
1.176168684    8436.81217        8410.48629        8313.62388        8051.41172        6943.51947        
1.176030363    6679.37501        6577.14412        6221.17341        5393.97303        3233.37535        
1.175892074    3552.97085        3429.39193        3040.49039        2331.37946        1232.12737        
1.175753819    6965.20369        6872.57516        6546.99724        5771.43595        3605.75437        
1.175615595    8271.36246        8236.86227        8110.52763        7773.32077        6421.18424        
1.175477404    8457.28831        8433.36874        8345.30208        8106.46008        7088.24654        
1.175339246    8481.43766        8458.96982        8376.10029        8150.12519        7166.85871        
1.17520112     8554.87516        8536.82005        8470.07803        8286.82396        7467.50432        
1.175063026    8629.64648        8616.24882        8566.64214        8429.64126        7799.99689        
1.174924965    7889.65546        7835.04832        7636.17426        7114.17873        5169.43824        
1.174786936    6906.97405        6813.83626        6487.21038        5713.60094        3577.99999        
1.17464894     6975.50748        6885.7326         6570.57331        5821.42291        3720.20059        
1.174510976    8629.83849        8617.12974        8570.02319        8439.33006        7825.64228        
1.174373045    8422.97349        8398.50961        8308.38157        8063.27624        7008.34858        
1.174235146    7362.17184        7286.09821        7014.87413        6343.60395        4251.49347        
1.174097279    8510.88666        8491.8208         8421.27588        8226.95001        7347.24857        
1.173959445    7441.46881        7371.91281        7125.03046        6519.87355        4643.08212        
1.173821643    8589.34151        8575.48287        8524.16044        8382.29851        7728.10698        
1.173683874    8553.07507        8537.36455        8479.21222        8318.8481         7588.50549        
1.173546136    4833.88037        4698.74446        4254.10225        3358.61123        1702.81847        
1.173408431    8582.54542        8568.6967         8517.34244        8374.66706        7700.90666        
1.173270759    7975.74211        7929.35859        7760.72683        7319.90951        5677.21709        
1.173133119    6768.63436        6670.85052        6328.03148        5517.6763         3318.33724        
1.172995511    8262.54221        8231.82744        8119.34357        7818.93667        6607.35505        
1.172857935    8069.55376        8028.029          7876.32234        7474.16006        5908.08219        
1.172720391    4025.60013        3891.72398        3462.80587        2651.89291        1337.44731        
1.17258288     4345.35034        4208.22574        3763.8336         2901.88631        1442.03053        
1.172445401    8152.74657        8116.56528        7984.25483        7632.37249        6240.41072        
1.172307955    5729.69948        5607.79404        5195.33544        4304.77138        2361.33915        
1.17217054     8227.45796        8195.56928        8078.63982        7765.09744        6487.64542        
1.172033158    8206.82684        8174.1603         8054.36122        7733.198          6426.1018         
1.171895808    5682.61539        5565.577          5171.11044        4323.55426        2453.17589        
1.17175849     6093.4705         5984.74365        5613.8667         4792.62859        2840.9529         
1.171621204    6796.04589        6701.46666        6369.58037        5582.64734        3417.97378        
1.171483951    7751.9266         7697.59871        7501.7501         7001.7559         5275.1958         
1.171346729    7412.985          7342.56987        7090.52736        6459.92687        4428.29245        
1.17120954     7130.55701        7048.81218        6759.01174        6052.87124        3953.95763        
1.171072383    5722.88286        5601.95946        5192.13119        4302.70308        2341.73227        
1.170935258    7463.15738        7397.7071         7164.37915        6585.66959        4729.58239        
1.170798165    7973.45074        7929.92522        7771.0717         7351.2687         5735.78119        
1.170661104    7685.06151        7628.51679        7424.69629        6904.38802        5105.33498        
1.170524076    8344.68656        8322.33266        8240.10529        8017.57731        7074.5796         
1.170387079    8095.92222        8060.16144        7929.50357        7583.02374        6223.38427        
1.170250114    6609.62019        6510.18573        6163.05753        5351.4243         3205.15986        
1.170113182    2978.70465        2866.84513        2521.07872        1915.53227        1042.9456         
1.169976281    7977.41815        7935.8753         7784.523          7386.48898        5873.81025        
1.169839413    8421.19834        8404.12676        8341.03395        8167.84708        7393.33913        
1.169702577    7375.64472        7305.50673        7054.40415        6425.9684         4404.78698        
1.169565772    7607.10902        7548.4923         7337.64883        6802.52569        4984.61372        
1.169429       8273.96443        8249.04549        8157.28915        7908.28896        6846.5312         
1.169292259    8369.85849        8350.52945        8279.11553        8083.25217        7211.50349        
1.169155551    7073.88727        6991.8005         6700.43332        5988.20575        3856.32368        
1.169018874    8286.3767         8262.60406        8174.90658        7935.55166        6892.79655        
1.16888223     5529.93848        5405.59784        4985.83376        4084.9292         2163.81896        
1.168745617    7934.03978        7891.8914         7738.28216        7333.90478        5792.31812        
1.168609037    2329.52893        2237.8573         1960.87728        1498.41859        879.800497        
1.168472488    8029.32718        7992.21731        7856.32037        7493.61988        6046.9287         
1.168335971    7959.03678        7919.61351        7776.28553        7401.2729         5985.17373        
1.168199486    7890.25404        7846.41361        7686.63041        7266.01958        5667.27317        
1.168063033    6126.70512        6016.76606        5638.87479        4789.31374        2745.23784        
1.167926612    8366.88592        8349.49618        8285.10812        8107.32488        7294.02863        
1.167790222    8152.10731        8122.92253        8015.60285        7725.65675        6511.2932         
1.167653865    7241.52859        7166.54803        6897.6912         6222.661          4058.9448         
1.167517539    8214.63749        8189.2882         8095.82633        7841.32022        6743.58914        
1.167381245    3442.31911        3316.07519        2919.06372        2199.92336        1125.69204        
1.167244983    7875.44374        7833.07917        7679.20687        7277.84713        5784.63611        
1.167108753    7874.54162        7831.68161        7675.50352        7264.63042        5703.38474        
1.166972555    8187.56684        8161.29886        8064.48534        7800.95744        6665.94377        
1.166836388    7880.87226        7838.06267        7681.53663        7265.7743         5639.99104        
1.166700253    8299.92049        8280.8695         8210.50058        8017.71269        7163.15206        
1.16656415     7691.62813        7640.19864        7453.76067        6970.50045        5228.90415        
1.166428079    8512.75076        8506.47402        8483.20657        8418.21901        8095.70882        
1.16629204     8451.64306        8441.98112        8406.12184        8306.08572        7822.25279        
1.166156032    5853.7038         5739.95507        5352.24673        4498.28906        2532.91695        
1.166020056    8470.7699         8462.80022        8433.24035        8350.85235        7952.08113        
1.165884111    6555.50117        6459.38262        6123.51062        5335.35089        3218.33292        
1.165748198    7138.1692         7065.79258        6809.47458        6184.83671        4281.35148        
1.165612317    4583.26156        4449.09436        4009.18834        3131.96491        1557.06737        
1.165476468    7869.068          7828.20242        7679.07263        7285.11465        5768.53614        
1.16534065     8020.46874        7987.94156        7868.8199         7550.72066        6274.86003        
1.165204864    8243.28687        8223.33195        8149.6813         7948.32037        7063.047          
1.16506911     6599.37778        6507.51312        6187.04137        5437.26773        3413.34544        
1.164933387    2737.22238        2623.36077        2274.96539        1683.10165        905.48288         
1.164797696    4762.47775        4629.92946        4192.33357        3304.81089        1653.06801        
1.164662036    8025.62307        7994.16959        7878.74546        7568.62778        6297.30719        
1.164526408    8205.7526         8184.67822        8106.87474        7894.07014        6958.56099        
1.164390812    7055.1996         6978.03246        6703.42363        6027.42656        3959.90994        
1.164255247    8086.35484        8059.23492        7959.6587         7691.67475        6581.61018        
1.164119714    7487.2435         7428.31125        7214.86107        6663.28456        4711.71999        
1.163984212    8266.40469        8249.57332        8187.26608        8015.25386        7227.40482        
1.163848742    8043.99615        8015.6391         7911.87212        7635.3388         6524.33872        
1.163713303    8150.04123        8127.05432        8042.2167         7810.45693        6797.28438        
1.163577896    4721.5746         4589.69345        4154.43604        3272.02964        1632.6313         
1.163442521    8364.61638        8354.47315        8316.86782        8212.25794        7711.68911        
1.163307177    8318.42762        8305.82649        8259.11438        8129.49388        7520.63639        
1.163171864    7944.08662        7910.59182        7787.87416        7459.80662        6139.82106        
1.163036583    6865.5141         6784.09471        6496.9546         5806.51011        3813.62039        
1.162901333    8221.75886        8204.25599        8139.53771        7961.6138         7161.482          
1.162766115    7607.86361        7558.06512        7377.82999        6912.60473        5252.01338        
1.162630928    8226.81625        8210.27223        8149.16464        7981.73245        7237.05913        
1.162495773    8268.12413        8253.95361        8201.46108        8056.26615        7385.56823        
1.162360649    2378.50486        2281.41757        1987.60105        1497.32651        854.722897        
1.162225556    7852.16165        7815.72108        7682.78585        7331.76479        5971.77721        
1.162090495    7483.20152        7428.45869        7231.09501        6727.17134        4990.02593        
1.161955465    7404.25097        7346.47807        7138.96151        6614.28662        4851.28364        
1.161820467    8278.9263         8266.38913        8219.90118        8090.79711        7482.33744        
1.1616855      7887.94302        7853.86812        7729.21319        7397.40075        6079.67392        
1.161550564    7645.28669        7599.43529        7433.41283        7004.2008         5457.2543         
1.16141566     8196.52891        8179.88608        8118.28091        7948.3587         7174.4076         
1.161280787    7831.00969        7794.52296        7661.15977        7307.13994        5915.12697        
1.161145945    7821.31221        7784.59338        7650.54797        7295.9198         5917.64148        
1.161011135    8111.05285        8090.14067        8013.05337        7802.93643        6888.67585        
1.160876356    7534.43202        7483.95937        7301.64029        6833.48887        5185.01472        
1.160741608    7666.39427        7622.92452        7465.42449        7057.46633        5574.9807         
1.160606892    7258.49972        7195.72955        6971.0192         6408.33064        4579.91345        
1.160472207    6905.33483        6828.64906        6557.50967        5900.75853        3958.35974        
1.160337553    6056.95877        5952.70206        5593.45452        4779.65356        2772.21972        
1.16020293     8116.56627        8097.18478        8025.52384        7828.57669        6945.69953        
1.160068339    8037.48288        8014.14989        7928.31744        7696.02681        6713.35544        
1.159933778    4901.26962        4777.05388        4365.23541        3518.36749        1852.70658        
1.159799249    6500.93772        6410.33374        6093.87438        5351.91876        3349.74639        
1.159664751    7102.48221        7034.93816        6794.67272        6203.06579        4364.63774        
1.159530285    3866.79494        3742.52487        3344.12892        2587.39432        1329.97291        
1.159395849    7732.91966        7693.66407        7550.22889        7169.88427        5686.89324        
1.159261445    8143.08767        8126.77553        8066.43649        7900.21685        7145.00465        
1.159127072    7942.98053        7915.54808        7814.63065        7541.58819        6392.3791         
1.15899273     4236.1606         4106.4571         3684.53006        2857.73072        1423.82049        
1.158858419    8054.07847        8033.17891        7955.97005        7744.26418        6803.62919        
1.158724139    7681.35844        7640.9931         7494.06714        7108.5932         5651.40304        
1.158589891    7837.87858        7805.49837        7686.8171         7369.08788        6083.18782        
1.158455673    8150.13381        8135.72829        8082.45285        7935.80176        7270.74806        
1.158321487    6598.32553        6512.07151        6209.31626        5490.53006        3490.79895        
1.158187332    4916.58738        4795.65505        4394.6503         3568.31532        1919.2242         
1.158053207    7361.84916        7307.62325        7112.82178        6619.92636        4952.57971        
1.157919114    8132.18486        8117.73961        8064.30759        7917.28151        7252.28546        
1.157785052    7868.32687        7839.1347         7732.06567        7444.96537        6274.29635        
1.157651021    8223.14574        8214.21307        8181.0566         8088.51839        7639.79908        
1.157517021    7864.96544        7835.50539        7727.11113        7433.71969        6198.42493        
1.157383052    7406.34149        7353.50555        7162.21802        6668.22503        4911.13541        
1.157249114    7703.99226        7667.02802        7532.26773        7177.09756        5811.67803        
1.157115207    7545.01407        7500.02399        7336.76975        6912.26761        5357.17157        
1.156981331    7854.97652        7825.55803        7717.19531        7422.89522        6170.01313        
1.156847485    7757.04698        7723.26096        7599.77142        7271.90041        5982.16042        
1.156713671    5048.42369        4925.46821        4514.13145        3650.64746        1897.91783        
1.156579888    7958.44891        7935.95096        7853.01436        7627.19177        6651.26462        
1.156446136    7805.4778         7774.60358        7661.21269        7355.99832        6095.52769        
1.156312415    8019.70773        8001.21062        7932.97513        7746.66857        6930.71635        
1.156178724    7712.75233        7678.03068        7551.49452        7218.23946        5935.83949        
1.156045065    5339.48854        5221.55316        4823.41568        3968.68697        2132.53015        
1.155911436    7779.08857        7747.61013        7632.13734        7322.34792        6059.07391        
1.155777838    6845.89794        6774.57945        6523.01792        5915.56602        4093.10981        
1.155644272    7498.60892        7452.97547        7287.28502        6855.75443        5273.85551        
1.155510736    7442.843          7395.07793        7222.19767        6775.84982        5178.05331        
1.155377231    7640.27561        7603.31143        7469.02973        7118.42554        5802.02023        
1.155243756    8051.9633         8036.64847        7979.93918        7823.06513        7095.94103        
1.155110313    5685.82477        5574.69723        5194.5255         4350.97523        2400.60982        
1.1549769      5961.94682        5857.82094        5498.11165        4679.42247        2659.3049         
1.154843519    6767.7632         6690.62448        6417.04407        5749.59632        3755.9485         
1.154710168    7905.47471        7882.87886        7799.65214        7573.50904        6603.32397        
1.154576848    5287.36973        5172.25995        4784.71923        3956.45891        2171.97465        
1.154443558    4302.96175        4174.54685        3755.02242        2924.6866         1452.63712        
1.1543103      6627.34787        6543.80841        6247.72976        5527.54529        3421.1857         
1.154177072    7138.77154        7076.97976        6854.17841        6285.64928        4352.84164        
1.154043875    3719.37757        3597.90963        3209.27118        2474.8265         1270.60117        
1.153910708    8138.55943        8130.88113        8102.40115        8023.06916        7640.89696        
1.153777573    5646.11452        5533.94288        5149.6794         4294.56295        2316.41216        
1.153644468    8023.84455        8009.88627        7958.22238        7815.72638        7164.88032        
1.153511394    6150.27962        6052.71337        5713.25022        4926.52393        2894.61262        
1.15337835     6083.78467        5987.34365        5653.99226        4892.8067         2966.20419        
1.153245337    7677.96743        7645.1662         7525.05432        7204.4451         5917.96423        
1.153112355    8009.79491        7995.80772        7944.07562        7801.60238        7153.70058        
1.152979404    7377.38556        7330.77648        7162.67956        6732.59699        5221.59862        
1.152846483    7601.04091        7565.14177        7434.2688         7089.31533        5760.72174        
1.152713593    7838.22086        7815.53238        7732.24149        7508.18561        6576.01311        
1.152580733    7813.75844        7789.3676         7699.55714        7455.90533        6417.69427        
1.152447904    6936.18587        6870.03673        6634.40544        6051.87878        4219.15166        
1.152315106    7667.08367        7635.02677        7517.6563         7204.45459        5951.53768        
1.152182338    7875.35022        7854.97167        7779.75291        7574.07939        6669.60305        
1.152049601    3165.14232        3054.66739        2708.08933        2079.12799        1102.41973        
1.151916894    7303.55467        7252.56134        7067.24816        6583.76025        4813.83206        
1.151784218    7611.45235        7577.48042        7453.41886        7124.82039        5841.29034        
1.151651573    7066.78022        7007.65227        6796.40644        6269.91291        4568.97466        
1.151518958    7796.8598         7772.97997        7684.99206        7445.71302        6417.8728         
1.151386374    7954.49267        7939.8129         7885.35561        7734.09534        7024.3            
1.15125382     7408.25306        7364.29039        7204.52831        6787.43206        5243.73631        
1.151121297    7386.3042         7340.78805        7174.98121        6739.26735        5098.71117        
1.150988804    6969.33083        6905.15703        6675.36702        6099.8593         4239.72803        
1.150856342    2871.91931        2757.72346        2403.86351        1785.05581        924.737989        
1.15072391     8032.49503        8023.50742        7990.18288        7897.36217        7449.14947        
1.150591509    6715.58484        6642.71798        6384.85395        5758.7883         3893.89347        
1.150459138    7531.29493        7495.15793        7363.46843        7016.77276        5689.38151        
1.150326797    6550.41265        6469.51741        6183.30961        5489.62971        3461.2716         
1.150194487    7490.34831        7452.52158        7314.82692        6953.43332        5581.98606        
1.150062208    2066.5933         1972.20268        1691.18801        1243.19826        720.977855        
1.149929959    7549.9402         7515.04666        7387.46859        7048.42542        5713.7646         
1.14979774     6907.17113        6840.44082        6600.67018        5994.81187        3999.29754        
1.149665552    7856.30463        7838.88462        7774.53122        7598.09797        6813.36475        
1.149533394    7203.13829        7151.40412        6964.44337        6484.00468        4800.46489        
1.149401266    6293.60192        6205.41882        5896.58706        5167.90198        3181.73514        
1.149269169    7222.3965         7172.89733        6994.45129        6538.69857        4956.92889        
1.149137103    6730.30113        6656.3179         6391.78772        5732.80141        3670.78859        
1.149005066    7855.26131        7838.66785        7777.30248        7608.37695        6843.43423        
1.14887306     2043.72577        1949.92228        1670.85985        1226.88999        712.25488         
1.148741084    7524.32689        7489.47146        7361.6739         7019.35081        5635.54935        
1.148609139    7703.34488        7678.95363        7589.23177        7346.49886        6322.70922        
1.148477224    7878.41772        7864.00459        7810.63139        7663.04705        6981.06135        
1.148345339    5516.68971        5408.1983         5038.09439        4222.19128        2352.49078        
1.148213484    7780.46384        7760.95727        7688.97575        7492.31737        6630.39331        
1.14808166     3685.05359        3557.12529        3147.03426        2373.26434        1147.37168        
1.147949866    8028.67764        8024.06247        8006.99906        7959.51246        7723.28194        
1.147818102    6304.6369         6218.5535         5916.6779         5201.84392        3232.62539        
1.147686369    5679.02586        5573.46558        5210.52481        4395.00939        2452.59967        
1.147554665    5811.70988        5714.57315        5381.3152         4633.90185        2808.69493        
1.147422992    7348.8626         7307.46603        7157.0752         6764.68503        5313.67256        
1.147291349    7818.27469        7802.52216        7744.27412        7584.17705        6864.85126        
1.147159737    7307.46426        7264.39314        7108.08259        6701.47324        5211.81652        
1.147028154    7574.73593        7545.63488        7438.97736        7153.45945        5996.4719         
1.146896602    7951.53397        7944.051          7916.32995        7839.17416        7464.96297        
1.14676508     5900.63789        5802.39921        5462.15378        4682.78126        2725.93843        
1.146633588    7427.58673        7391.50861        7259.9626         6913.15344        5578.98113        
1.146502126    4165.5439         4038.11932        3621.58471        2797.34038        1353.16053        
1.146370695    3757.94308        3641.41956        3267.5304         2553.70175        1332.80446        
1.146239293    7794.3989         7778.81818        7721.19069        7562.57174        6844.98819        
1.146107922    7775.48625        7759.05762        7698.30244        7531.21265        6778.24682        
1.14597658     6229.97955        6143.32226        5839.84482        5123.73038        3168.65985        
1.145845269    6316.99769        6236.81789        5956.68125        5297.24525        3458.78818        
1.145713988    7720.69734        7701.37818        7629.89987        7432.96966        6540.95007        
1.145582737    3986.98638        3861.67862        3455.09619        2663.74007        1310.77293        
1.145451516    5404.98105        5296.26713        4925.43417        4107.20896        2233.46017        
1.145320325    7381.80077        7345.41226        7212.98939        6865.71083        5551.85593        
1.145189164    6379.68496        6299.46303        6017.25843        5343.38404        3439.43861        
1.145058034    2238.07179        2144.78225        1862.53944        1392.32148        781.763513        
1.144926933    7528.32296        7500.00934        7396.26362        7118.78185        5996.17321        
1.144795862    7783.92886        7769.9664         7718.27069        7575.44177        6918.1269         
1.144664821    6741.70786        6676.02293        6441.79402        5861.4713         4035.72468        
1.144533811    7776.37759        7762.32016        7710.26548        7566.33929        6901.55273        
1.14440283     7245.79007        7203.72621        7051.10214        6654.20339        5194.26192        
1.144271879    3764.57372        3645.7296         3263.41782        2530.95814        1288.71925        
1.144140958    7629.13263        7607.17446        7526.12746        7304.62632        6335.46582        
1.144010067    6396.34003        6317.23264        6037.83307        5363.36503        3402.77394        
1.143879206    7268.78332        7228.28042        7080.98138        6695.58813        5256.54281        
1.143748375    7743.12402        7728.58822        7674.78196        7526.38074        6849.91972        
1.143617574    7638.80101        7618.47938        7543.52789        7339.16483        6451.32521        
1.143486803    7126.15292        7078.05677        6903.19903        6446.36166        4764.32568        
1.143356062    7728.37964        7713.71842        7659.52145        7510.64312        6842.04535        
1.143225351    6278.86339        6197.78626        5913.25745        5237.18627        3337.06591        
1.143094669    5209.04626        5092.3544         4694.29259        3820.16524        1905.165          
1.142964017    4117.24103        3992.85532        3586.79799        2785.01748        1372.74697        
1.142833396    7520.83146        7495.01505        7400.06729        7143.34054        6063.14447        
1.142702804    7257.75839        7218.16666        7073.97558        6695.15357        5261.62833        
1.142572242    3747.25478        3626.02824        3236.06588        2490.70603        1244.50182        
1.14244171     7029.55665        6980.97618        6806.62299        6366.08856        4865.24544        
1.142311207    5927.56873        5835.30784        5514.84233        4774.19655        2853.77194        
1.142180735    6851.12176        6792.57185        6582.15959        6049.90646        4276.50383        
1.142050292    7620.83717        7601.74532        7531.23416        7338.04894        6481.72626        
1.141919879    7403.82926        7373.42698        7262.28613        6966.97987        5796.07461        
1.141789496    5723.4142         5628.97143        5304.78298        4576.67428        2790.30647        
1.141659142    7617.48542        7599.02344        7530.85216        7344.32687        6522.17715        
1.141528818    5212.0662         5100.60052        4721.53788        3893.03005        2052.6469         
1.141398524    7793.387          7785.43039        7755.93279        7673.76252        7275.89024        
1.14126826     7794.69308        7787.04619        7758.67162        7679.47456        7293.59747        
1.141138026    7038.50602        6991.0068         6819.68327        6381.49412        4853.67071        
1.141007821    7423.1987         7394.59402        7289.53527        7006.62328        5837.55561        
1.140877646    7334.86309        7301.70742        7180.19045        6855.15369        5546.40747        
1.140747501    7357.18213        7325.32309        7208.59755        6896.42082        5638.7192         
1.140617385    6496.38263        6426.17788        6177.62182        5573.29295        3764.29752        
1.140487299    7014.73183        6966.89534        6794.39637        6353.54779        4822.24331        
1.140357243    7712.04612        7700.90556        7659.58919        7544.66525        6997.61467        
1.140227216    6363.41889        6286.36469        6013.39209        5349.76835        3398.05368        
1.140097219    7761.37655        7753.77209        7725.56287        7646.94853        7267.53408        
1.139967252    7448.32128        7422.81592        7328.9958         7075.23853        6008.0044         
1.139837314    6481.66463        6410.70314        6158.77161        5542.14497        3675.27676        
1.139707406    7485.23026        7462.17871        7377.2496         7146.43787        6157.43869        
1.139577528    5323.25574        5212.25537        4831.47018        3982.92616        2049.56286        
1.139447679    7433.90384        7408.68843        7316.11956        7067.17882        6038.50885        
1.139317859    7539.4846         7520.04882        7448.31034        7252.16157        6390.17569        
1.13918807     6323.91141        6247.32566        5976.65881        5322.41006        3416.74931        
1.139058309    7607.65795        7592.57596        7536.81158        7383.37232        6689.06521        
1.138928579    6207.73019        6131.08478        5863.42844        5234.75046        3496.42012        
1.138798878    7478.63772        7456.55358        7375.17003        7153.75707        6200.56366        
1.138669206    6306.77885        6231.01339        5963.82036        5321.15262        3461.08706        
1.138539564    2641.40866        2526.75596        2173.79104        1570.45508        795.271951        
1.138409952    6722.54117        6663.55928        6452.35793        5923.18034        4202.9767         
1.138280369    7580.96043        7565.41757        7507.8896         7349.10913        6622.21054        
1.138150815    6423.15136        6353.27822        6106.24567        5507.51949        3723.27397        
1.138021291    2788.46055        2674.3197         2320.30123        1702.21921        860.020612        
1.137891797    7597.67954        7584.00902        7533.41655        7393.94322        6758.86932        
1.137762332    6864.79381        6812.25722        6622.4503         6135.20092        4436.30374        
1.137632896    7649.1305         7638.91497        7601.02895        7495.85408        7001.80759        
1.13750349     3137.75952        3018.38238        2641.96941        1958.73           956.055527        
1.137374113    3406.15242        3293.78096        2936.23566        2267.34716        1172.54381        
1.137244766    7558.14203        7543.42363        7489.07068        7340.2722         6679.70237        
1.137115448    4538.00466        4424.69116        4049.20616        3276.72776        1742.97127        
1.13698616     5707.77899        5615.35047        5296.37775        4570.98939        2754.32089        
1.136856901    7373.20975        7347.92122        7254.64129        7000.31371        5900.4156         
1.136727671    4817.67831        4701.75489        4311.77004        3483.23182        1774.12211        
1.136598471    7658.97476        7650.7801         7620.33639        7535.11625        7116.15257        
1.1364693      7587.2904         7575.35709        7531.16456        7409.09774        6848.28788        
1.136340158    7557.53034        7543.82517        7493.04322        7352.51185        6702.94968        
1.136211046    6926.34065        6879.24048        6708.71538        6268.17737        4691.13588        
1.136081963    942.673075        908.616499        812.772276        674.89152         529.027971        
1.13595291     5795.34055        5703.51045        5383.8017         4641.28222        2708.90912        
1.135823885    7314.4979         7287.45887        7187.91831        6917.99887        5774.54437        
1.13569489     6840.04484        6787.96365        6598.85237        6106.69556        4327.12815        
1.135565925    7500.94409        7484.94193        7425.79576        7263.0552         6524.79228        
1.135436988    7509.3892         7494.34991        7438.76558        7286.03895        6599.11171        
1.135308081    6732.05113        6675.93156        6473.29465        5954.18397        4166.62045        
1.135179204    7150.06739        7116.39651        6993.83624        6671.93054        5435.25755        
1.135050355    1924.4104         1837.54126        1578.95942        1165.34165        671.175368        
1.134921536    7236.69141        7207.69924        7101.68361        6819.71801        5693.9993         
1.134792746    5172.7761         5070.0759         4721.80915        3963.57648        2249.69169        
