#wvl           I[ 0.0 deg]       I[20.0 deg]       I[40.0 deg]       I[60.0 deg]       I[80.0 deg]       
#[um]          [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     
2.603365442    20724.9757        20467.543         19632.3267        17960.3652        14485.5482        
2.602687867    22351.1343        22059.7555        21110.7164        19199.6932        15174.5084        
2.602010645    22113.8625        21814.3536        20839.4769        18882.2217        14830.9556        
2.601333775    14548.3377        14340.0667        13699.9536        12575.0435        10836.3788        
2.600657257    26988.1369        26724.6157        25828.7285        23840.5004        18769.2843        
2.599981091    29494.4236        29313.2651        28690.7788        27268.434         23270.7517        
2.599305277    24473.6957        24223.5671        23394.9637        21650.6428        17520.5411        
2.598629813    30504.779         30352.6043        29824.2331        28586.6841        24914.3092        
2.597954701    25713.8299        25476.9179        24688.33          23010.8553        18935.6666        
2.59727994     11072.6588        10993.9846        10761.991         10389.2129        9900.77755        
2.596605528    27767.2573        27566.4443        26889.758         25408.9575        21581.5249        
2.595931467    15988.7095        15788.8787        15158.2395        13970.6851        11771.8339        
2.595257756    23514.992         23250.9966        22384.3789        20601.3413        16607.145         
2.594584395    11647.419         11533.9564        11199.5797        10665.3884        9980.85997        
2.593911383    21555.4857        21289.3178        20425.2645        18691.9991        15019.7749        
2.593238719    26834.8285        26619.9146        25899.5318        24341.8693        20415.1679        
2.592566405    9717.6972         9711.1665         9692.45104        9664.12984        9630.46182        
2.591894439    9954.77992        9933.229          9871.40051        9777.61417        9665.66843        
2.591222822    30422.6219        30267.1896        29727.4524        28463.542         24724.8824        
2.590551552    23251.3954        22978.3353        22080.6048        20227.6609        16079.7602        
2.58988063     26476.7243        26215.7092        25335.3873        23415.142         18645.8388        
2.589210056    9777.97646        9766.68997        9734.29012        9685.08976        9626.27801        
2.588539828    29200.7929        29025.1172        28425.8777        27077.6245        23391.2651        
2.587869948    19280.772         19013.3045        18154.6247        16482.0833        13244.6545        
2.587200414    9754.73827        9744.35976        9714.49883        9668.96167        9614.25965        
2.586531226    27392.8814        27171.2347        26423.1656        24784.1823        20604.1429        
2.585862385    23512.5803        23207.8749        22204.5756        20138.9829        15651.3002        
2.58519389     25721.4292        25468.7017        24624.5048        22819.0087        18452.8045        
2.58452574     9598.96038        9597.37252        9592.8309         9585.97796        9577.83029        
2.583857935    13396.7639        13250.4511        12797.4819        11981.8174        10617.4145        
2.583190475    14262.3372        14087.7064        13544.9698        12561.1411        10906.2426        
2.58252336     23789.3513        23492.4452        22511.1017        20470.746         15933.6146        
2.58185659     18120.7102        17849.7882        16990.5052        15362.3809        12372.93          
2.581190163    23391.3074        23107.9705        22176.2624        20257.7798        16025.6373        
2.580524081    27293.3175        27109.8584        26496.4872        25173.8974        21805.1573        
2.579858342    30353.6052        30187.9677        29609.2019        28235.4721        24082.9649        
2.579192947    27993.7695        27770.0618        27008.591         25310.0031        20844.5329        
2.578527895    21250.2437        20958.5184        20012.9412        18130.456         14286.2124        
2.577863186    15776.7069        15552.5878        14851.9788        13568.0025        11373.6812        
2.577198819    9569.25378        9567.21631        9561.38943        9552.60056        9542.16132        
2.576534795    19286.811         19014.7612        18141.6319        16441.6335        13130.6227        
2.575871113    18860.8506        18592.5136        17735.0864        16081.1247        12915.5315        
2.575207772    22580.1727        22294.744         21358.5884        19442.3165        15287.0803        
2.574544774    27745.7566        27536.1832        26827.6269        25266.8146        21203.8912        
2.573882116    24021.8864        23765.8982        22922.6516        21173.8957        17186.3683        
2.5732198      14835.0893        14605.4469        13899.4636        12661.0857        10767.5865        
2.572557824    11222.775         11137.0477        10880.4862        10454.7042        9861.73616        
2.571896189    22413.2754        22105.3948        21098.2017        19054.6812        14761.6242        
2.571234894    23126.8412        22775.808         21616.7948        19236.9728        14355.0062        
2.570573939    27615.7552        27390.543         26626.4292        24932.7591        20519.4839        
2.569913324    15904.7436        15702.807         15064.709         13861.4983        11651.8206        
2.569253048    22713.6776        22449.3192        21584.3298        19817.2827        15903.7825        
2.568593112    28462.1036        28255.5135        27550.0528        25961.9123        21667.8569        
2.567933514    23590.6488        23336.6719        22501.9196        20779.4027        16895.1578        
2.567274255    15112.908         14927.8433        14346.1392        13264.526         11342.7426        
2.566615334    26159.7375        25926.3279        25146.2517        23474.0618        19380.4426        
2.565956752    13107.65          12951.9408        12475.2853        11642.5192        10358.2933        
2.565298507    25432.5598        25185.6582        24363.096         22613.8698        18425.5771        
2.564640601    12296.7705        12180.4478        11825.0323        11203.13          10209.8691        
2.563983031    13245.1467        13088.1175        12606.8035        11764.0753        10444.7571        
2.563325799    22186.7249        21905.6361        20989.6252        19139.5531        15185.4728        
2.562668903    19121.5029        18894.7021        18167.6779        16747.7029        13853.1396        
2.562012344    22600.4516        22272.4245        21190.8942        18963.8506        14260.6419        
2.561356122    9463.65672        9463.2043         9461.90911        9459.95039        9457.6091         
2.560700235    26657.3639        26433.3273        25681.2536        24051.3194        19953.5818        
2.560044684    9572.41654        9564.7285         9542.67551        9509.24233        9469.40032        
2.559389469    20045.5379        19810.4394        19051.4683        17541.9051        14334.6871        
2.558734589    27478.4932        27241.2907        26435.7338        24649.3214        20029.5399        
2.558080045    24564.4364        24296.4323        23408.8608        21548.4518        17241.2705        
2.557425835    18505.6366        18141.2191        16988.6795        14862.276         11491.1575        
2.556771959    27094.6329        26861.3768        26073.5096        24345.331         19942.4762        
2.556118418    25552.9643        25310.9966        24504.6223        22786.6634        18627.2805        
2.555465211    18664.7263        18399.1906        17551.8724        15921.0127        12796.9907        
2.554812337    26718.3918        26478.7577        25673.2112        23926.2717        19579.2846        
2.554159798    22900.8179        22653.7587        21846.6311        20201.222         16536.3021        
2.553507591    14998.4271        14753.5248        14001.0788        12683.8616        10687.4602        
2.552855717    10096.238         10058.0857        9945.82302        9766.57063        9535.13495        
2.552204176    22605.5268        22346.7073        21499.4169        19765.3066        15908.7305        
2.551552968    27433.6612        27179.8043        26313.4197        24374.857         19342.1783        
2.550902092    19076.0661        18837.0113        18070.5666        16574.8498        13557.4489        
2.550251548    10349.3382        10293.9837        10132.5142        9879.43429        9562.38253        
2.549601335    27649.5918        27404.0751        26564.2977        24673.282         19675.3824        
2.548951454    11148.6275        11054.4522        10775.9031        10325.0062        9724.12554        
2.548301904    10545.0622        10485.7583        10308.8646        10017.6041        9618.33901        
2.547652685    9408.30998        9406.88795        9402.82032        9396.68105        9389.3781         
2.547003797    19925.6054        19702.8139        18984.5301        17561.2869        14554.5414        
2.54635524     15986.4253        15745.4287        14992.1745        13613.7527        11286.7662        
2.545707012    9995.40295        9958.87532        9852.58507        9686.77529        9480.63575        
2.545059115    19463.2548        19232.3538        18488.4176        17015.9447        13920.2926        
2.544411547    22272.0378        21985.3636        21048.2233        19144.4841        15073.9449        
2.543764309    21573.6363        21304.4872        20426.8669        18647.0072        14774.7536        
2.5431174      12783.1151        12639.8046        12198.7306        11418.4174        10186.7895        
2.542470819    28788.3434        28594.4879        27931.5372        26433.9485        22351.1847        
2.541824568    22245.2119        21997.6971        21190.3485        19551.3723        15966.9358        
2.541178645    21105.9802        20817.7313        19878.9012        17988.6335        14056.6532        
2.54053305     11273.8523        11177.1909        10887.7647        10407.2031        9739.04259        
2.539887783    25637.787         25384.2635        24538.2354        22733.4399        18390.0178        
2.539242844    21442.7912        21195.759         20392.8147        18775.9229        15299.4098        
2.538598232    27265.9629        27047.2831        26309.5219        24693.6662        20560.1747        
2.537953948    23081.6692        22790.1625        21830.9134        19854.1538        15512.5571        
2.53730999     15344.8816        15138.9372        14492.1559        13294.5469        11200.4577        
2.536666359    23379.9427        23095.8811        22158.8478        20214.3088        15833.423         
2.536023055    11784.6703        11667.5838        11314.1213        10716.2376        9854.48585        
2.535380077    25611.0808        25369.7794        24563.7449        22837.5185        18621.2052        
2.534737424    27275.5482        27046.5294        26271.6512        24565.2292        20176.4803        
2.534095098    19502.7604        19228.9476        18351.0482        16642.5965        13282.1524        
2.533453097    9346.69003        9344.46622        9338.10562        9328.51042        9317.11414        
2.532811421    9316.97957        9316.42024        9314.81925        9312.39923        9309.50904        
2.53217007     24810.3822        24541.874         23651.4584        21781.039         17440.4599        
2.531529044    16585.1469        16382.9694        15737.9306        14489.249         12030.073         
2.530888342    17950.8427        17690.891         16864.6036        15287.7733        12323.3311        
2.530247964    26365.8237        26098.2209        25192.7289        23204.1222        18221.7519        
2.529607911    26525.9333        26275.5662        25430.5609        23581.6158        18914.7146        
2.528968181    11073.4061        10975.3972        10685.6549        10219.2125        9611.4099         
2.528328775    17153.4409        16898.6476        16089.9589        14553.8665        11739.7712        
2.527689692    18329.8288        18059.0707        17195.3363        15538.1646        12419.623         
2.527050932    27540.5119        27324.0042        26590.4476        24967.775         20726.0889        
2.526412494    10143.2826        10090.237         9937.06094        9701.86689        9416.4809         
2.525774379    13614.6541        13437.713         12892.5504        11925.5134        10383.4534        
2.525136587    10852.4303        10763.1325        10500.9079        10083.9985        9549.25952        
2.524499116    26747.5771        26528.0254        25790.8943        24193.3103        20181.3806        
2.523861968    9294.43533        9292.30528        9286.21293        9277.02258        9266.10693        
2.52322514     18938.6476        18672.1023        17817.7445        16155.0255        12887.0657        
2.522588635    26895.6865        26648.8074        25811.1141        23955.3646        19159.8337        
2.52195245     29528.0473        29356.8355        28767.0853        27410.7588        23543.7032        
2.521316586    23425.901         23136.7575        22185.7772        20227.9897        15915.4648        
2.520681042    24889.1689        24644.3738        23831.6819        22114.3753        18013.8951        
2.520045819    30155.8595        29998.0441        29449.4543        28161.1002        24320.4573        
2.519410916    14947.8829        14775.2734        14228.9894        13192.8989        11233.2939        
2.518776333    12032.213         11890.3258        11465.5867        10761.9875        9791.81228        
2.518142069    20029.5728        19761.6453        18891.1238        17143.6562        13497.8063        
2.517508125    20537.9466        20300.9762        19534.7823        18009.2914        14783.685         
2.516874499    21307.2779        21021.4753        20094.5398        18242.7057        14382.3162        
2.516241193    20043.2275        19698.2887        18587.3415        16430.5871        12475.7677        
2.515608205    15215.3407        15037.6251        14473.9103        13399.1275        11348.4946        
2.514975536    17936.7626        17711.3949        16990.8865        15591.7385        12788.4133        
2.514343185    14703.279         14470.7496        13756.2198        12500.8409        10552.4033        
2.513711152    28027.6702        27819.5268        27110.3363        25520.6398        21245.9422        
2.513079436    14671.9013        14468.8386        13835.3435        12679.7295        10736.1891        
2.512448038    13321.297         13117.6314        12503.7596        11474.0579        10033.2354        
2.511816957    16613.4637        16375.3469        15622.1276        14201.7354        11610.648         
2.511186193    17825.0533        17591.4303        16841.6892        15373.953         12432.2822        
2.510555746    21641.4955        21362.5464        20452.3048        18605.8537        14610.049         
2.509925615    16483.9746        16236.442         15453.6844        13979.4667        11346.6917        
2.5092958      11895.0468        11761.6451        11359.5619        10684.5148        9735.88899        
2.508666302    10069.4185        10019.3136        9872.20793        9638.31594        9337.94703        
2.508037119    30209.2809        30061.3222        29549.1192        28356.9933        24856.918         
2.507408252    11773.1732        11643.4064        11254.272         10606.2986        9701.94821        
2.5067797      25988.745         25753.8044        24968.091         23281.5015        19142.4538        
2.506151463    9412.3244         9397.03718        9353.06921        9286.05939        9205.57452        
2.505523541    9313.467          9303.98095        9276.78196        9235.57637        9186.50162        
2.504895933    9469.28654        9450.62574        9396.56971        9313.00286        9210.51553        
2.50426864     20801.5307        20470.4445        19396.6728        17271.9913        13155.0046        
2.503641661    22952.8448        22708.4471        21906.2514        20252.2299        16494.3494        
2.503014995    21952.4793        21734.2579        21022.2403        19571.0947        16313.8096        
2.502388644    28277.8348        28079.6752        27404.8541        25894.2779        21842.3783        
2.501762605    15447.9172        15203.9584        14445.4035        13075.4594        10829.1398        
2.50113688     15192.8307        14983.4821        14323.9929        13093.104         10931.8013        
2.500511468    22479.6871        22262.0279        21550.3183        20092.1128        16777.0127        
2.499886369    10617.2313        10532.1271        10282.8841        9889.20062        9390.67167        
2.499261582    26693.4209        26452.1464        25637.7253        23855.2848        19348.3444        
2.498637107    18849.4344        18550.481         17594.7001        15755.0749        12318.3955        
2.498012944    23862.3773        23609.3642        22775.2619        21041.5122        17051.6968        
2.497389093    27862.7954        27643.2706        26895.2497        25222.129         20790.6553        
2.496765554    27240.1609        27012.9183        26242.3912        24536.4227        20094.775         
2.496142325    10083.6755        10032.7782        9881.49642        9634.15668        9299.55424        
2.495519408    29684.3069        29497.8756        28844.1941        27280.0984        22494.5326        
2.494896802    13861.5207        13691.3818        13159.376         12183.0571        10504.2059        
2.494274506    18258.9691        17995.623         17155.4287        15537.9853        12433.9527        
2.493652521    18393.6243        18133.1595        17300.9126        15691.0483        12554.8488        
2.493030846    28032.1564        27826.3214        27124.5206        25548.6679        21288.9552        
2.49240948     29448.8152        29273.0025        28665.649         27260.8555        23225.1711        
2.491788425    22264.1561        22011.4313        21184.0101        19488.8416        15702.1479        
2.491167678    20522.9055        20260.8457        19411.7778        17715.8608        14151.7276        
2.490547241    27639.572         27441.2858        26771.6874        25299.7709        21472.958         
2.489927113    10674.3913        10585.3503        10323.1787        9904.32835        9363.78872        
2.489307294    22448.7694        22217.0859        21458.7697        19903.3936        16387.4989        
2.488687783    15302.2416        15083.1607        14397.7217        13136.5565        10944.2135        
2.48806858     28913.4982        28738.2198        28139.3346        26786.206         23046.7692        
2.487449686    21953.2915        21684.8728        20808.7569        19031.1366        15184.6273        
2.486831099    9518.51536        9491.00053        9411.27729        9287.97195        9136.59728        
2.48621282     28826.1086        28638.5847        27995.3887        26531.7486        22473.6713        
2.485594848    29744.6272        29579.3063        29006.2654        27669.1802        23740.107         
2.484977183    29328.3866        29151.5531        28541.9324        27138.5354        23142.0504        
2.484359826    23786.1536        23511.1802        22603.6333        20719.4103        16483.3064        
2.483742775    26024.7576        25795.9578        25030.4894        23382.3757        19250.5835        
2.48312603     23424.1051        23170.1105        22332.7888        20591.9269        16598.7848        
2.482509592    9072.61867        9070.33292        9063.79302        9053.9216         9042.18965        
2.481893459    25856.5105        25603.8895        24757.628         22938.1649        18502.743         
2.481277632    29628.9851        29469.0278        28917.8226        27647.769         23990.9996        
2.480662111    26582.5073        26345.384         25546.5671        23805.2352        19420.3282        
2.480046895    26670.5947        26425.0224        25592.0666        23747.4244        18980.9384        
2.479431985    10114.2722        10053.8859        9875.87741        9590.36114        9218.51417        
2.478817379    12040.6409        11890.5678        11441.1687        10694.4713        9645.7876         
2.478203077    26571.9333        26336.7826        25544.2232        23813.0701        19434.325         
2.477589081    22491.9183        22203.651         21258.785         19327.5442        15132.7779        
2.476975388    28974.6213        28762.9995        28025.3042        26289.7613        21260.7961        
2.476361999    24874.447         24628.0644        23809.0629        22074.5089        17940.9545        
2.475748914    17506.692         17249.4823        16430.5361        14864.831         11934.8323        
2.475136132    21490.513         21260.6122        20511.8629        18994.0612        15644.0948        
2.474523654    28615.071         28426.7814        27783.1183        26329.3551        22350.8149        
2.473911479    9375.51711        9352.28831        9284.98348        9180.87989        9053.07406        
2.473299607    18475.4457        18195.254         17297.8892        15562.2048        12271.1682        
2.472688037    30112.1376        29960.922         29435.2319        28200.1676        24509.4405        
2.472076769    24188.878         23941.4762        23122.1985        21400.5232        17345.5846        
2.471465804    24564.283         24296.9089        23408.2806        21531.54          17139.0023        
2.470855141    15583.624         15362.0447        14666.6616        13374.7751        11052.5317        
2.470244779    21297.1728        20994.6727        20009.4163        18028.3274        13923.0545        
2.469634719    30022.917         29865.3065        29316.5911        28024.5502        24169.407         
2.46902496     9201.88821        9187.38609        9145.40087        9080.57081        9001.22155        
2.468415502    24316.6613        24087.704         23330.756         21743.7682        18002.1933        
2.467806345    9035.11386        9030.04411        9015.52023        8993.55231        8967.42408        
2.467197488    16302.0319        16126.6276        15565.498         14471.301         12242.586         
2.466588932    21912.6007        21581.0614        20493.8812        18285.3452        13746.7683        
2.465980676    17424.3158        17212.8953        16540.5558        15247.7356        12650.1115        
2.46537272     24616.5604        24376.6679        23580.0316        21895.7           17894.9965        
2.464765063    19148.5724        18946.845         18296.2975        17002.4431        14217.7374        
2.464157706    27009.1664        26737.7028        25806.2023        23700.9422        18226.9799        
2.463550648    16210.8115        15945.5864        15115.062         13590.5748        10999.8518        
2.46294389     27798.6293        27601.4247        26932.6706        25448.4904        21517.7322        
2.46233743     18884.5908        18613.6634        17744.5367        16050.7611        12716.2376        
2.461731268    22677.4686        22380.6997        21404.8065        19397.1785        15011.9808        
2.461125406    21955.8267        21732.3626        21002.9608        19516.4975        16196.0881        
2.460519841    29591.533         29428.332         28863.8715        27552.1705        23703.3634        
2.459914574    14679.5755        14423.3193        13636.7041        12263.2324        10199.9377        
2.459309605    20967.8226        20713.4197        19885.474         18212.8659        14597.9919        
2.458704933    25255.5369        24962.5725        23978.3646        21860.0996        16846.268         
2.458100559    26642.3963        26392.6913        25547.927         23693.6787        19021.2651        
2.457496481    25451.7163        25192.5834        24323.645         22450.5568        17869.928         
2.456892701    9727.17358        9676.97617        9531.60808        9306.99976        9031.64909        
2.456289217    29351.6986        29185.313         28612.1828        27293.7017        23529.0648        
2.455686029    26787.3611        26561.8232        25799.8852        24126.1238        19820.8252        
2.455083138    15348.2514        15114.4953        14383.7248        13045.0278        10769.0938        
2.454480543    14411.3674        14230.0747        13660.2747        12593.0567        10621.5619        
2.453878243    25207.9488        24959.443         24129.6447        22356.2574        18083.2476        
2.453276239    23887.1207        23651.6266        22874.7293        21254.8697        17487.4411        
2.45267453     29600.1734        29435.7507        28866.5041        27542.3571        23676.7779        
2.452073116    19411.3835        19091.7271        18064.5744        16070.814         12327.1021        
2.451471998    27579.6646        27369.0498        26652.5172        25051.5837        20768.8819        
2.450871173    9794.29465        9741.30379        9585.60992        9338.27902        9023.31061        
2.450270644    24861.3509        24588.1735        23676.2611        21734.225         17143.8536        
2.449670408    14127.0692        13914.8688        13258.5688        12085.5217        10196.9388        
2.449070466    11428.556         11305.179         10933.5081        10307.4296        9406.86976        
2.448470819    12035.762         11894.9598        11463.0331        10705.8259        9556.90362        
2.447871464    17547.2861        17305.8639        16538.3171        15069.5708        12214.7633        
2.447272404    12627.3936        12415.7773        11789.1599        10784.0832        9502.81126        
2.446673636    28515.1272        28312.7779        27616.3883        26022.2273        21583.317         
2.446075161    20044.6704        19820.5126        19095.1505        17643.4396        14504.9832        
2.445476979    26233.0046        25940.7972        24942.2868        22710.454         17103.2706        
2.44487909     24204.5551        23913.8752        22945.4883        20895.3566        16155.5057        
2.444281492    13600.1396        13397.0305        12772.3489        11673.0921        9971.8228         
2.443684187    9022.04292        9009.39522        8973.01123        8917.5367         8850.8656         
2.443087174    23596.3371        23320.9741        22412.7092        20527.107         16252.33          
2.442490452    15887.3582        15671.7094        14991.8433        13711.4294        11289.9371        
2.441894022    13959.9393        13764.6415        13157.7504        12059.7935        10233.4093        
2.441297883    18149.2329        17886.4805        17048.0698        15433.3367        12313.132         
2.440702035    19587.8231        19352.1574        18590.947         17077.566         13878.8538        
2.440106477    21409.0523        21149.5155        20304.0916        18597.5502        14948.5879        
2.439511211    16657.6209        16400.2795        15588.1448        14065.4539        11314.9631        
2.438916234    28372.148         28183.7245        27539.6658        26085.0234        22104.3778        
2.438321548    13519.2807        13312.8961        12681.0291        11579.0986        9897.65366        
2.437727152    18162.9284        17961.2931        17313.271         16034.9586        13343.8693        
2.437133045    18996.7979        18767.0331        18025.7217        16554.5095        13453.4335        
2.436539228    24996.9666        24727.5532        23825.6891        21892.002         17264.2926        
2.435945701    30121.8849        29973.639         29456.3122        28230.995         24523.2053        
2.435352462    27541.2445        27361.071         26754.2336        25425.5499        21949.8268        
2.434759512    14378.9123        14183.2437        13571.4821        12442.4228        10440.7518        
2.434166851    23935.3417        23686.9443        22865.6199        21145.7745        17122.4562        
2.433574478    20875.4736        20627.1591        19818.4997        18181.8904        14615.4413        
2.432982394    25672.1092        25404.4074        24504.1804        22556.3253        17820.791         
2.432390598    31136.0973        31020.6264        30610.4669        29596.8791        26218.2839        
2.431799089    27004.2853        26770.1846        25974.972         24209.8933        19625.0631        
2.431207868    9768.56999        9711.26524        9542.91131        9274.77341        8929.21765        
2.430616935    22928.8086        22640.7003        21690.284         19723.3533        15399.8606        
2.430026288    13718.0126        13479.1618        12754.2942        11523.7374        9775.9614         
2.429435929    30293.8892        30153.0961        29660.43          28484.5373        24837.1568        
2.428845857    19058.8676        18742.2832        17729.0101        15779.4454        12153.0406        
2.428256071    14135.9489        13909.7396        13212.6974        11978.3306        10033.9392        
2.427666571    19828.9984        19502.8486        18451.8503        16398.9303        12483.6304        
2.427077358    28594.8411        28399.4111        27725.6869        26176.0598        21807.5207        
2.42648843     13926.2735        13733.3574        13133.0281        12039.7795        10178.9788        
2.425899788    10551.1435        10456.3619        10173.6891        9708.73577        9074.82575        
2.425311432    26461.8641        26251.5042        25545.4339        24014.9611        20146.1354        
2.424723361    22536.4022        22244.6481        21283.2927        19296.6292        14923.0654        
2.424135575    19834.5078        19460.0449        18250.0108        15897.9811        11716.962         
2.423548074    13123.1755        12947.5012        12403.4556        11423.5399        9814.50646        
2.422960858    11063.6943        10940.0034        10571.2119        9965.91928        9149.82484        
2.422373926    24368.8343        24136.1007        23365.0121        21740.9996        17872.7591        
2.421787279    9581.41146        9532.51204        9388.31183        9156.8119         8854.27478        
2.421200916    14017.2633        13796.2739        13114.9618        11909.2885        10020.0245        
2.420614836    27826.9133        27606.1011        26849.3301        25136.7721        20529.9157        
2.42002904     9385.46668        9343.35106        9220.9153         9030.91868        8798.11536        
2.419443528    9282.1876         9245.65599        9139.95258        8976.9138         8777.57871        
2.418858299    18977.0116        18636.4063        17547.2813        15466.8662        11744.6968        
2.418273353    28424.0339        28243.081         27624.2978        26223.4714        22341.4004        
2.41768869     14035.6757        13815.0109        13134.558         11929.1524        10030.2198        
2.417104309    27828.4674        27639.9805        27000.017         25574.5348        21753.343         
2.416520211    24087.938         23860.4276        23108.2274        21530.2467        17790.7782        
2.415936395    11750.2208        11600.8122        11150.6439        10393.2548        9313.02798        
2.415352861    20272.6395        19965.6746        18973.9437        17016.3766        13108.3089        
2.414769609    11559.7252        11432.0612        11041.4428        10361.5608        9329.5387         
2.414186639    24166.4387        23948.4254        23229.1849        21725.5951        18146.0845        
2.41360395     20535.3883        20293.6883        19508.9805        17931.3387        14525.5817        
2.413021542    10035.5288        9956.94319        9726.20277        9359.3229         8888.32859        
2.412439415    30189.6821        30045.4298        29540.2386        28334.5771        24639.3631        
2.411857569    22533.613         22238.1607        21266.9711        19270.9546        14908.7935        
2.411276003    28566.3393        28388.1066        27777.7598        26392.8673        22557.5003        
2.410694718    24515.6768        24230.688         23278.0721        21245.4356        16462.1666        
2.410113714    24523.3192        24271.227         23433.7147        21663.8422        17470.7847        
2.409532989    28113.1844        27889.9585        27117.9013        25335.2147        20377.7812        
2.408952544    17020.8012        16756.3507        15918.316         14332.6736        11421.4014        
2.408372378    15116.0953        14936.0667        14364.4509        13270.0644        11127.2806        
2.407792492    29995.1627        29845.0905        29319.5081        28063.383         24179.5712        
2.407212885    9527.62072        9474.21075        9317.28209        9069.44441        8761.34172        
2.406633557    24261.6671        23984.7573        23062.6031        21108.2424        16521.9361        
2.406054508    22069.7931        21799.409         20915.0442        19109.8409        15135.0405        
2.405475737    19696.812         19425.5376        18549.7916        16816.5776        13263.5672        
2.404897245    26620.5454        26415.8826        25728.0246        24231.3683        20401.6221        
2.404319031    8875.9963         8857.88433        8806.00036        8727.52349        8634.21359        
2.403741095    28310.343         28111.8228        27428.2909        25860.0474        21457.13          
2.403163437    27244.5681        27039.0756        26342.3592        24798.0058        20730.5588        
2.402586056    27498.4648        27285.6728        26559.5152        24926.7034        20517.9195        
2.402008953    26877.0796        26659.9079        25926.1465        24313.4529        20135.2799        
2.401432127    23078.305         22809.4538        21921.0328        20063.6006        15770.867         
2.400855578    26098.5057        25878.1439        25138.2618        23534.2711        19494.1788        
2.400279305    12480.0358        12282.5682        11688.2825        10695.6635        9328.1006         
2.399703309    29202.5397        29022.6996        28397.3722        26933.08          22677.606         
2.39912759     9003.96148        8978.13855        8902.7361         8784.20165        8634.80859        
2.398552147    30414.4452        30283.4952        29823.4749        28714.9863        25199.8912        
2.397976979    14725.0167        14554.9763        14016.2055        12986.065         10944.2789        
2.397402088    30003.7064        29851.6772        29316.9494        28026.63          23967.4809        
2.396827472    15982.042         15800.0447        15220.7693        14101.7791        11816.5555        
2.396253131    28649.0744        28437.9266        27698.9544        25942.3083        20729.0784        
2.395679066    28199.4073        28013.1716        27376.4053        25936.5221        21969.0083        
2.395105276    8584.52941        8581.31943        8572.1319         8558.25306        8541.73814        
2.39453176     25070.6304        24799.3835        23890.8375        21942.852         17290.1181        
2.393958519    31280.1976        31181.2793        30828.8058        29949.8799        26928.7105        
2.393385553    30402.356         30266.5005        29786.4743        28614.5188        24805.3629        
2.39281286     11491.7096        11371.7366        11000.4149        10335.1745        9268.34718        
2.392240442    17739.1788        17517.3462        16807.0068        15421.0494        12599.9627        
2.391668297    27594.3302        27393.7102        26710.3982        25179.1608        21050.222         
2.391096426    25051.0174        24834.9508        24116.4403        22588.5893        18843.7313        
2.390524829    20972.2886        20740.9648        19988.2335        18465.6362        15118.3416        
2.389953505    23764.2643        23514.4106        22687.5542        20951.661         16854.6541        
2.389382453    14887.6637        14716.0772        14171.8788        13129.5574        11051.142         
2.388811675    10371.8361        10263.5901        9946.67994        9447.11741        8818.95305        
2.388241169    23888.1462        23626.2442        22757.6703        20930.3521        16658.9836        
2.387670936    23677.3417        23420.4682        22567.1704        20761.5944        16464.8949        
2.387100974    26909.0771        26674.9132        25875.8969        24082.4984        19313.2567        
2.386531285    13655.4342        13494.3604        12987.0425        12033.2765        10243.8117        
2.385961868    16702.5618        16433.3332        15577.595         13953.3584        11029.2608        
2.385392722    30521.4719        30399.2048        29969.5948        28933.2941        25625.2162        
2.384823848    10274.4081        10190.2695        9935.85679        9503.67153        8872.56385        
2.384255245    10084.1219        10002.6944        9757.40596        9347.47147        8784.41988        
2.383686914    14619.5948        14442.1607        13881.0583        12816.5414        10764.4201        
2.383118853    19137.9283        18914.5869        18194.3601        16765.7218        13735.9024        
2.382551062    23006.2768        22754.7159        21925.1514        20197.3182        16195.9352        
2.381983543    29595.3308        29431.3001        28856.4871        27483.1961        23285.2532        
2.381416293    28832.1325        28659.2           28062.8436        26688.1518        22764.5743        
2.380849314    21366.5698        21115.1691        20293.5876        18617.1524        14918.8921        
2.380282604    30297.7707        30159.3266        29670.0201        28476.0677        24626.1196        
2.379716165    19589.5966        19298.1765        18358.7178        16510.294         12815.8215        
2.379149995    24495.3247        24235.0661        23367.962         21525.7594        17140.5192        
2.378584094    23581.9905        23297.4464        22353.9665        20376.3165        15863.8519        
2.378018462    8491.17987        8487.38904        8476.52418        8460.07705        8440.48623        
2.377453099    29298.3169        29119.3051        28491.1651        26987.2967        22402.1789        
2.376888005    14805.5631        14565.3232        13817.3978        12461.6985        10209.3657        
2.37632318     28127.2968        27914.7284        27178.7767        25472.6962        20654.0882        
2.375758623    20425.6587        20168.1249        19331.5817        17650.6479        14061.8439        
2.375194334    20384.1744        20151.7477        19394.4037        17856.8578        14455.894         
2.374630313    28762.7996        28583.7587        27964.9891        26532.8328        22432.4616        
2.37406656     11297.2866        11150.0154        10709.3233        9980.086          8978.4507         
2.373503075    28811.245         28628.2843        27993.8447        26515.0857        22233.9663        
2.372939857    24276.6345        24032.3981        23220.9635        21505.0294        17428.4194        
2.372376906    21547.0075        21224.9915        20165.9304        17996.3776        13434.3558        
2.371814222    29901.2842        29749.6776        29215.7077        27923.8898        23850.9473        
2.371251805    10919.8761        10776.0849        10352.9947        9680.26198        8827.96175        
2.370689655    8435.39214        8432.29334        8423.42461        8410.03392        8394.12836        
2.370127771    8794.09858        8768.50372        8694.95981        8583.07676        8449.00474        
