# Wavelength   Max Optical   Radius at the    Radius
   (microns)         depth   max depth (km)    index
   5.5000000   1.02260e+05       73599.5980     0099
   5.4969767   1.19122e+05       73599.5980     0099
   5.4939566   2.55824e+05       73599.5980     0099
   5.4909399   2.05457e+05       73599.5980     0099
   5.4879266   1.57419e+05       73599.5980     0099
   5.4849165   1.66052e+05       73599.5980     0099
   5.4819097   1.78474e+05       73599.5980     0099
   5.4789062   2.55564e+05       73599.5980     0099
   5.4759060   2.29947e+05       73599.5980     0099
   5.4729091   2.87881e+05       73599.5980     0099
   5.4699155   2.10680e+05       73599.5980     0099
   5.4669251   2.17762e+05       73599.5980     0099
   5.4639380   2.15438e+05       73599.5980     0099
   5.4609542   2.37873e+05       73599.5980     0099
   5.4579736   2.68142e+05       73599.5980     0099
   5.4549963   3.83371e+05       73599.5980     0099
   5.4520222   2.35473e+05       73599.5980     0099
   5.4490514   2.00996e+05       73599.5980     0099
   5.4460838   1.89434e+05       73599.5980     0099
   5.4431194   3.35882e+05       73599.5980     0099
   5.4401583   2.50139e+05       73599.5980     0099
   5.4372003   2.75843e+05       73599.5980     0099
   5.4342456   2.59785e+05       73599.5980     0099
   5.4312941   2.43022e+05       73599.5980     0099
   5.4283458   3.63545e+05       73599.5980     0099
   5.4254007   3.27868e+05       73599.5980     0099
   5.4224588   4.15015e+05       73599.5980     0099
   5.4195201   3.03884e+05       73599.5980     0099
   5.4165846   2.72950e+05       73599.5980     0099
   5.4136522   2.68502e+05       73599.5980     0099
   5.4107231   4.28243e+05       73599.5980     0099
   5.4077971   3.56887e+05       73599.5980     0099
   5.4048742   5.89686e+05       73599.5980     0099
   5.4019545   3.44010e+05       73599.5980     0099
   5.3990380   2.46000e+05       73599.5980     0099
   5.3961246   2.91098e+05       73599.5980     0099
   5.3932144   3.26541e+05       73599.5980     0099
   5.3903072   3.22028e+05       73599.5980     0099
   5.3874033   4.07359e+05       73599.5980     0099
   5.3845024   2.99097e+05       73599.5980     0099
   5.3816047   3.42890e+05       73599.5980     0099
   5.3787101   4.85651e+05       73599.5980     0099
   5.3758186   3.44452e+05       73599.5980     0099
   5.3729302   4.75336e+05       73599.5980     0099
   5.3700449   4.29527e+05       73599.5980     0099
   5.3671627   3.92397e+05       73599.5980     0099
   5.3642836   4.57899e+05       73599.5980     0099
   5.3614076   4.04482e+05       73599.5980     0099
   5.3585347   3.85307e+05       73599.5980     0099
   5.3556648   8.31512e+05       73599.5980     0099
   5.3527981   4.34920e+05       73599.5980     0099
   5.3499343   4.23933e+05       73599.5980     0099
   5.3470737   5.85202e+05       73599.5980     0099
   5.3442161   4.08399e+05       73599.5980     0099
   5.3413616   5.51771e+05       73599.5980     0099
   5.3385101   5.40199e+05       73599.5980     0099
   5.3356616   4.15177e+05       73599.5980     0099
   5.3328162   4.40819e+05       73599.5980     0099
   5.3299738   4.64044e+05       73599.5980     0099
   5.3271345   5.00926e+05       73599.5980     0099
   5.3242982   8.15797e+05       73599.5980     0099
   5.3214649   6.16330e+05       73599.5980     0099
   5.3186346   4.83511e+05       73599.5980     0099
   5.3158073   6.89694e+05       73599.5980     0099
   5.3129830   5.11721e+05       73599.5980     0099
   5.3101617   6.68779e+05       73599.5980     0099
   5.3073434   7.10175e+05       73599.5980     0099
   5.3045281   5.28485e+05       73599.5980     0099
   5.3017158   6.30560e+05       73599.5980     0099
   5.2989065   5.79523e+05       73599.5980     0099
   5.2961001   7.57023e+05       73599.5980     0099
   5.2932968   9.08914e+05       73599.5980     0099
   5.2904963   6.26885e+05       73599.5980     0099
   5.2876989   6.30104e+05       73599.5980     0099
   5.2849044   7.22868e+05       73599.5980     0099
   5.2821128   8.86396e+05       73599.5980     0099
   5.2793242   7.76686e+05       73599.5980     0099
   5.2765386   9.23347e+05       73599.5980     0099
   5.2737559   6.95632e+05       73599.5980     0099
   5.2709761   1.12957e+06       73599.5980     0099
   5.2681992   8.42121e+05       73599.5980     0099
   5.2654253   7.23530e+05       73599.5980     0099
   5.2626543   1.14460e+06       73599.5980     0099
   5.2598862   7.87326e+05       73599.5980     0099
   5.2571210   9.88815e+05       73599.5980     0099
