#wvl [um]      Flux [erg/s/cm]
5.5            60165.754         
5.496976663    41085.481         
5.493956648    33806.0594        
5.490939949    34913.5401        
5.487926562    42868.5656        
5.48491648     47334.3231        
5.481909698    56872.1071        
5.478906211    38121.7801        
5.475906014    54988.2763        
5.4729091      43197.3284        
5.469915465    50076.716         
5.466925103    48921.7387        
5.463938009    44509.4803        
5.460954178    57083.0561        
5.457973603    61136.3845        
5.454996281    34885.2569        
5.452022205    49528.1723        
5.44905137     55417.9861        
5.446083771    50293.9752        
5.443119402    33893.4705        
5.440158259    55734.2927        
5.437200336    34990.0225        
5.434245628    57864.7599        
5.431294129    41672.0554        
5.428345835    36702.0168        
5.42540074     60129.1073        
5.422458839    33958.898         
5.419520126    39167.9708        
5.416584597    39837.8074        
5.413652247    60966.8758        
5.410723069    42436.66          
5.40779706     50328.6753        
5.404874214    34511.1654        
5.401954525    53879.1427        
5.39903799     63179.4929        
5.396124601    57144.6443        
5.393214356    34883.7987        
5.390307248    35390.9332        
5.387403272    55957.4149        
5.384502423    37765.2732        
5.381604697    54196.6961        
5.378710088    39592.2664        
5.375818591    52850.2918        
5.372930201    46574.3953        
5.370044913    41379.2774        
5.367162723    59425.8078        
5.364283624    34452.8239        
5.361407613    52747.5945        
5.358534684    43606.1082        
5.355664833    41769.1895        
5.352798054    60994.7892        
5.349934342    52290.2298        
5.347073692    46456.2226        
5.344216101    54900.512         
5.341361562    34836.5494        
5.33851007     44087.959         
5.335661622    60475.2623        
5.332816212    62435.8209        
5.329973835    42554.0325        
5.327134486    48165.0743        
5.324298161    52611.5376        
5.321464854    48483.8626        
5.318634561    55850.581         
5.315807278    43957.3649        
5.312982998    61409.8646        
5.310161719    51279.5812        
5.307343433    58074.5319        
5.304528138    34498.5011        
5.301715828    50645.1404        
5.298906498    42097.88          
5.296100144    49152.3196        
5.293296761    41736.0566        
5.290496345    50801.4917        
5.28769889     56915.5317        
5.284904391    55871.4011        
5.282112845    46492.2702        
5.279324246    40650.2162        
5.276538591    36252.4024        
5.273755873    54147.9484        
5.270976089    44141.1562        
5.268199234    47619.6649        
5.265425303    62646.9391        
5.262654291    46405.2745        
5.259886195    60058.3335        
5.257121009    55622.9075        
5.254358729    35455.1852        
5.251599351    47929.0968        
5.248842869    35369.214         
5.246089279    54892.0986        
5.243338577    48838.6443        
5.240590758    37620.813         
5.237845817    60325.421         
5.23510375     53725.0094        
5.232364553    34693.6756        
5.229628221    36841.0176        
5.226894749    54461.1287        
5.224164134    54260.6885        
5.22143637     35137.7875        
5.218711453    42269.6574        
5.215989378    57857.1955        
5.213270142    37795.4164        
5.21055374     34864.1678        
5.207840167    50787.6518        
5.205129418    60330.6339        
5.202421491    50626.4737        
5.199716379    41071.711         
5.197014079    55778.3104        
5.194314587    57857.8084        
5.191617897    56988.3247        
5.188924006    40436.52          
5.186232909    52848.0233        
5.183544602    59134.8222        
5.180859081    55068.9569        
5.17817634     62208.4853        
5.175496377    50866.4338        
5.172819186    40817.3736        
5.170144764    50797.7939        
5.167473106    36607.9879        
5.164804207    47562.1977        
5.162138064    49128.0473        
5.159474672    51466.8746        
5.156814027    36069.3929        
5.154156124    63445.9185        
5.15150096     64086.2422        
5.14884853     56075.6622        
5.14619883     42281.9444        
5.143551856    40197.9852        
5.140907604    58874.9444        
5.138266069    62316.9076        
