#wvl           I[ 0.0 deg]       I[20.0 deg]       I[40.0 deg]       I[60.0 deg]       I[80.0 deg]       
#[um]          [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     
5.28769889     18956.0143        18855.0256        18521.0069        17817.857         16105.9441        
5.284904391    18647.4721        18542.7419        18197.1815        17473.8581        15734.63          
5.282112845    15586.1796        15484.4938        15154.982         14493.1315        13056.8156        
5.279324246    13627.0066        13524.3918        13205.2211        12628.3644        11684.6019        
5.276538591    11800.4979        11756.0565        11624.6868        11413.5002        11138.9567        
5.273755873    18141.3686        18030.1845        17664.3734        16903.9836        15115.8083        
5.270976089    14726.1007        14637.6371        14352.4181        13784.9781        12576.441         
5.268199234    16064.1247        15945.8422        15563.3006        14799.6222        13182.5605        
5.265425303    20737.1082        20647.5247        20345.1484        19679.0458        17908.7422        
5.262654291    15661.3352        15543.9152        15164.9207        14413.3927        12862.3365        
5.259886195    20016.8565        19912.4069        19562.6951        18807.1598        16892.7572        
5.257121009    18545.2003        18442.7183        18105.3923        17402.3479        15718.1674        
5.254358729    11417.4463        11394.641         11327.8242        11222.069         11087.1297        
5.251599351    16218.945         16092.0299        15682.5136        14870.9312        13186.0919        
5.248842869    11368.9652        11350.2771        11294.9036        11205.1636        11086.6642        
5.246089279    18442.4303        18324.826         17936.3217        17121.6332        15175.2238        
5.243338577    16577.2414        16442.9151        16007.2151        15134.7022        13306.4385        
5.240590758    12380.0014        12314.4088        12116.5191        11783.1813        11311.587         
5.237845817    20091.5091        19988.1614        19642.38          18896.0748        17003.3344        
5.23510375     18047.6612        17930.7545        17546.8745        16752.3159        14898.3258        
5.232364553    11043.8799        11043.7804        11043.4957        11043.0681        11042.6125        
5.229628221    12032.9457        11982.1567        11830.4805        11580.6263        11240.0669        
5.226894749    18201.1288        18094.8353        17745.695         17020.9912        15300.6676        
5.224164134    18264.6463        18145.6211        17751.1152        16916.724         14891.8368        
5.22143637     11250.2464        11238.6187        11204.9671        11152.9319        11088.5922        
5.218711453    14264.4319        14145.2376        13772.8042        13092.4688        11950.7103        
5.215989378    19325.3389        19216.6133        18855.957         18092.6801        16233.2224        
5.213270142    12359.9796        12311.0936        12159.0342        11883.2551        11422.2834        
5.21055374     11112.8559        11110.1048        11102.2031        11090.188         11075.757         
5.207840167    17186.1322        17054.9967        16628.6428        15768.4318        13908.6303        
5.205129418    20043.3342        19945.1656        19617.6326        18914.1838        17136.1474        
5.202421491    16973.8903        16864.9861        16510.5962        15790.6308        14165.5419        
5.199716379    13685.6192        13600.3987        13329.5861        12811.9239        11850.6993        
5.197014079    18704.2444        18588.082         18205.1901        17407.0227        15527.6518        
5.194314587    19430.7734        19309.7795        18907.5714        18053.7139        15982.6702        
5.191617897    19168.6292        19045.3636        18636.1573        17769.9845        15681.1518        
5.188924006    13424.7156        13347.4553        13101.8694        12633.0959        11773.3797        
5.186232909    17706.1191        17596.0465        17235.9412        16495.1318        14775.5362        
5.183544602    19712.8978        19607.4426        19256.88          18510.7044        16662.4881        
5.180859081    18588.2365        18457.9575        18028.4871        17134.9795        15069.511         
5.17817634     20632.7001        20536.4793        20214.4876        19518.467         17734.0931        
5.175496377    17161.971         17038.6504        16636.7761        15819.9524        14006.0721        
5.172819186    13636.1967        13543.3317        13251.0932        12706.6021        11771.3026        
5.170144764    17188.117         17057.4975        16632.5666        15773.5918        13906.6484        
5.167473106    11894.0822        11853.8332        11733.9645        11537.3296        11270.4644        
5.164804207    15944.4605        15839.6392        15501.3262        14827.0118        13365.7337        
5.162138064    16561.396         16443.4401        16059.5263        15281.5194        13574.6579        
5.159474672    17225.2825        17118.8151        16772.137         16066.398         14459.1837        
5.156814027    11653.0579        11623.167         11535.7774        11398.0755        11223.7901        
5.154156124    21012.3472        20919.9782        20608.8919        19925.9939        18115.1463        
5.15150096     21209.0805        21117.7188        20809.5715        20131.8359        18336.1549        
5.14884853     18840.1946        18719.9326        18322.7354        17490.3402        15504.5117        
5.14619883     14106.2983        14018.2547        13736.7459        13189.7525        12121.0625        
5.143551856    13347.3793        13268.2876        13018.7844        12551.7948        11738.134         
5.140907604    19760.2087        19638.9163        19235.4306        18377.3112        16283.5084        
5.138266069    20722.3983        20620.8782        20279.9814        19537.5253        17610.5417        
5.135627247    18377.3546        18249.0742        17828.0883        16959.7249        14971.4086        
5.132991134    11776.1743        11743.6206        11646.6938        11488.59          11277.6266        
5.130357726    16938.813         16821.5512        16441.3255        15676.2627        13992.9062        
5.127727018    15993.0555        15883.9098        15531.9555        14832.3855        13333.0715        
5.125099008    16168.1512        16058.9004        15704.5279        14991.4053        13440.1803        
5.122473689    12889.7768        12802.1232        12539.5745        12104.8341        11509.9856        
5.119851059    15804.0388        15701.6253        15370.8627        14709.985         13269.1638        
5.117231113    14462.2067        14345.5851        13979.7845        13304.4891        12139.1701        
5.114613847    12090.3903        12041.0438        11895.1005        11659.6406        11350.2963        
5.111999256    12041.1525        11992.6033        11850.3           11624.8597        11337.0064        
5.109387338    11653.8045        11626.5899        11547.29          11423.2606        11268.1974        
5.106778087    16718.0788        16604.2542        16234.9395        15490.3028        13842.9256        
5.1041715      14092.2396        13980.0287        13630.5002        12996.4622        11953.3123        
5.101567573    19440.5966        19325.2953        18943.566         18138.5989        16183.4576        
5.0989663      11281.8422        11276.7368        11262.0905        11239.8703        11213.2707        
5.09636768     12379.0434        12320.1798        12143.5707        11849.5136        11440.7856        
5.093771706    12680.7976        12607.0728        12385.016         12013.3199        11498.8789        
5.091178376    16227.6303        16111.8735        15738.0861        14993.7883        13408.5062        
5.088587686    19601.916         19499.4079        19160.6594        18448.2761        16707.0186        
5.08599963     17489.5611        17354.7024        16915.4407        16025.4757        14085.4549        
5.083414206    16194.6618        16095.2488        15773.2498        15125.1063        13676.6014        
5.080831409    11613.7155        11591.109         11524.9152        11420.4407        11288.7654        
5.078251235    16536.3345        16426.0833        16068.8757        15350.6969        13765.7071        
5.07567368     15355.0382        15254.7062        14931.3765        14288.8986        12923.0192        
5.073098741    18036.5323        17880.6566        17368.4398        16315.7073        14030.336         
5.070526413    13410.0255        13328.4838        13071.7054        12593.887         11782.3467        
5.067956692    16706.6964        16595.8223        16236.2118        15511.3983        13902.596         
5.065389575    13986.3024        13875.8054        13531.02          12905.146         11897.8299        
5.062825056    15122.5411        14997.2865        14601.2765        13855.1993        12497.7865        
5.060263134    19500.6676        19381.4695        18986.2073        18150.0436        16114.5013        
5.057703802    19389.3124        19272.8732        18888.2647        18081.493         16140.5266        
5.055147059    14292.1429        14199.5592        13904.1045        13333.4052        12237.6227        
5.052592899    11631.5798        11610.2057        11547.4629        11447.8004        11320.3264        
5.050041319    20388.9304        20277.3315        19905.0282        19106.6743        17109.2377        
5.047492314    15264.2955        15167.3723        14855.0347        14234.2083        12913.1376        
5.044945881    12342.7366        12293.2494        12142.8635        11884.1864        11499.5979        
5.042402017    12371.096         12318.4078        12157.4921        11881.3464        11490.1768        
5.039860717    14906.0299        14802.1925        14469.9621        13822.7873        12537.241         
5.037321976    17713.2626        17578.3767        17138.3179        16243.2177        14273.8057        
5.034785793    19034.0914        18920.5906        18547.3317        17771.1635        15925.8953        
5.032252162    14443.5306        14360.5556        14093.4637        13565.2956        12473.8208        
5.029721079    12314.4929        12259.3259        12095.3095        11828.1589        11473.2046        
5.027192541    14743.0947        14639.1935        14307.7179        13667.2791        12428.7294        
5.024666545    14723.9412        14606.8125        14236.7134        13541.0498        12298.025         
5.022143085    12887.0486        12814.6189        12593.5273        12211.1933        11643.8368        
5.019622159    14238.7759        14124.317         13769.0209        13129.2186        12080.2735        
5.017103763    17002.3077        16880.7229        16486.584         15694.2644        13964.2947        
5.014587892    15737.5999        15627.4816        15273.1331        14572.0702        13095.827         
5.012074543    15881.839         15762.0954        15376.7942        14617.9236        13071.7835        
5.009563713    18618.3202        18496.5972        18098.1528        17278.9734        15387.171         
5.007055396    15597.5977        15487.0433        15132.0055        14434.0767        12999.6213        
5.004549591    17518.3861        17396.3769        16999.5788        16195.3545        14399.0966        
5.002046292    14732.3257        14635.1104        14323.4815        13713.7322        12494.3385        
4.999545496    12223.5065        12179.6106        12047.2386        11823.8023        11503.6738        
4.997047199    18426.428         18294.0089        17860.3634        16969.7334        14952.5992        
4.994551398    12617.0187        12557.8635        12375.85          12057.687         11592.5514        
4.992058089    14622.3417        14538.337         14267.4583        13728.5008        12593.3356        
4.989567268    11971.7005        11934.972         11827.1966        11656.2921        11438.367         
4.987078932    19804.0006        19675.6714        19250.4455        18353.8237        16200.0351        
4.984593076    18775.4902        18651.7419        18246.3304        17411.4745        15479.5826        
4.982109697    16449.766         16340.6063        15987.0358        15276.9551        13720.407         
4.979628791    13718.3185        13624.1735        13330.9441        12799.2448        11932.6172        
4.977150355    17410.6154        17287.053         16885.7033        16074.8911        14280.9979        
4.974674385    19222.7194        19090.9251        18657.0887        17755.5927        15651.2271        
4.972200877    12197.2557        12147.2661        12001.4002        11773.216         11489.2392        
4.969729827    13460.5811        13377.1412        13115.6107        12635.0282        11847.6673        
4.967261233    11883.0408        11852.6156        11763.5207        11622.8256        11443.7258        
4.964795089    18163.0153        18030.8135        17599.2434        16718.6861        14743.6691        
4.962331394    14362.5435        14263.4536        13951.764         13370.5661        12328.0804        
4.959870142    14334.9739        14240.0898        13938.016         13358.3799        12269.8442        
4.95741133     12580.4978        12524.685         12353.0878        12053.9142        11617.8083        
4.954954955    11446.9803        11441.6854        11426.4749        11403.3383        11375.5424        
4.952501013    19000.6863        18873.7935        18457.3097        17596.4624        15593.4908        
4.9500495      16282.6791        16159.2514        15762.103         14978.9509        13367.5011        
4.947600414    14493.5291        14378.214         14017.1025        13353.0551        12225.5085        
4.945153749    17734.4627        17607.3511        17193.9153        16356.14          14490.4534        
4.942709503    12948.6344        12871.5461        12637.5786        12240.3996        11685.8367        
4.940267673    19150.6372        19022.3231        18600.8156        17728.2134        15693.8172        
4.937828253    11736.7316        11715.771         11654.7717        11559.6336        11441.211         
4.935391242    17871.5128        17750.4307        17356.1923        16554.5051        14745.2195        
4.932956635    15992.5904        15877.118         15505.6003        14771.1778        13230.1694        
4.930524429    16225.0023        16110.2301        15740.142         15004.6702        13439.2566        
4.928094619    13940.4858        13848.6366        13558.6384        13015.5314        12071.4676        
4.925667204    12004.205         11971.0174        11872.6432        11713.7546        11505.6932        
4.923242179    16353.1614        16204.8803        15731.1762        14818.2137        13081.5346        
4.92081954     12918.2301        12849.3148        12636.9035        12263.6766        11715.0683        
4.918399285    14713.6197        14611.606         14285.8665        13656.6491        12457.337         
4.915981409    11907.4999        11878.6655        11794.135         11660.6455        11491.8222        
4.913565909    18433.1436        18304.6278        17884.6968        17024.8725        15069.9608        
4.911152781    18069.5599        17939.7933        17516.9233        16656.542         14725.3244        
4.908742023    12689.8907        12628.1212        12439.4378        12115.6761        11662.4917        
4.906333631    13739.1485        13647.8082        13364.2489        12852.984         12019.0593        
4.9039276      18285.9084        18160.6964        17752.6027        16921.5052        15044.8768        
4.901523928    19746.0302        19616.339         19188.1027        18291.3892        16156.4986        
4.899122612    15048.7349        14938.5723        14587.5276        13911.5729        12615.8086        
4.896723647    15803.8958        15686.1185        15308.3957        14568.1413        13059.9005        
4.89432703     14696.9834        14598.5787        14284.2679        13675.1351        12492.0571        
4.891932758    19590.3167        19459.9032        19030.6006        18138.4646        16053.2735        
4.889540828    18634.3464        18504.411         18079.5555        17208.3603        15215.374         
4.887151235    11908.9645        11880.9137        11799.2251        11672.0149        11514.6113        
4.884763977    14668.9148        14570.6904        14257.1188        13650.3638        12477.9099        
4.88237905     18624.5536        18494.3681        18069.2367        17200.3496        15230.1742        
4.879996451    19868.3176        19742.4535        19326.5118        18452.7117        16348.6891        
4.877616176    16476.3685        16348.6872        15937.7956        15126.9068        13445.455         
4.875238222    13943.1223        13853.5599        13570.5967        13039.1153        12108.8915        
4.872862585    12428.6711        12376.3638        12220.7582        11967.7201        11633.7953        
4.870489263    16117.2928        15966.994         15489.9858        14585.7681        12935.3834        
4.868118251    17956.205         17814.4662        17353.9717        16425.8605        14413.3703        
4.865749547    12045.5055        12012.7204        11915.957         11761.1948        11562.0203        
4.863383146    13586.4341        13505.2202        13250.1402        12778.6755        11990.992         
4.861019046    14421.0963        14313.2346        13976.8526        13362.2532        12314.2908        
4.858657244    17671.2216        17528.8901        17066.6007        16135.9048        14139.7313        
4.856297735    11751.9274        11735.6439        11687.9058        11612.3184        11516.3093        
4.853940517    13082.7521        13010.9997        12789.1414        12396.255         11810.1121        
4.851585586    18076.4245        17939.9845        17496.5892        16601.1563        14635.0707        
4.84923294     12935.5668        12860.787         12637.2023        12267.7363        11761.4927        
4.846882573    13691.5247        13612.0495        13360.8845        12889.0819        12067.23          
4.844534484    13103.0394        13029.7528        12803.5493        12404.7032        11815.6668        
4.842188669    15689.2422        15571.7895        15194.9487        14457.3616        12985.9314        
4.839845125    18197.3368        18065.3043        17634.704         16757.366         14794.0844        
4.837503848    12571.646         12519.2297        12359.594         12087.3787        11704.9068        
4.835164835    15868.5938        15740.1467        15329.4159        14532.6123        12975.5122        
4.832828083    13811.7866        13720.6151        13435.346         12912.776         12053.9027        
4.830493589    17974.3906        17828.6154        17355.2765        16403.2129        14359.2644        
4.828161348    12872.7047        12811.1988        12621.443         12287.5196        11792.2535        
4.825831359    18165.2265        18031.4145        17595.9451        16712.6997        14744.8339        
4.823503618    11759.8394        11744.009         11698.2817        11628.017         11542.5546        
4.821178121    18034.932         17898.6369        17455.5896        16559.9099        14585.3475        
4.818854865    17020.4313        16904.2069        16528.2531        15775.1272        14124.5603        
4.816533847    14790.9248        14704.0312        14426.4338        13887.3765        12807.7988        
4.814215064    11912.88          11889.0623        11819.7594        11711.7898        11577.7237        
4.811898513    15601.3136        15482.5573        15103.2379        14367.5852        12918.3175        
4.80958419     17612.5557        17473.5395        17022.5555        16116.6319        14174.9201        
4.807272092    19455.3511        19318.666         18870.2986        17946.1311        15826.1414        
4.804962216    11768.7377        11753.7557        11710.2065        11642.5924        11559.7629        
4.802654558    12617.4985        12561.307         12391.4561        12107.3181        11725.7818        
4.800349116    12529.9539        12485.9913        12351.8039        12118.5343        11760.3609        
4.798045887    19840.2584        19702.0189        19246.511         18297.8046        16072.0128        
4.795744866    14703.616         14602.5365        14280.75          13662.8614        12497.8796        
4.793446052    11830.224         11812.2462        11760.1312        11679.4492        11580.1258        
4.79114944     17662.8913        17528.2477        17091.9705        16216.2675        14314.1257        
4.788855028    18050.6086        17918.3059        17487.7406        16615.4929        14698.5648        
4.786562813    15069.38          14969.1512        14647.883         14019.3813        12762.5256        
4.784272791    15051.7264        14938.9307        14580.4858        13894.7708        12607.5514        
4.781984958    16215.5714        16087.1616        15675.7358        14872.0642        13251.4414        
4.779699313    11681.4017        11673.1157        11649.0882        11611.9038        11566.2353        
4.777415852    16032.8756        15913.4663        15530.4567        14779.3269        13243.8237        
4.775134572    16690.5241        16563.0105        16152.249         15338.8758        13629.9351        
4.772855469    14125.129         14027.9498        13722.3518        13155.1629        12194.0767        
4.770578541    16349.7208        16224.1809        15820.9835        15029.5015        13420.7324        
4.768303784    16142.9126        16024.0254        15642.1924        14890.5363        13333.7957        
4.766031196    17829.7587        17692.9158        17248.9208        16355.1989        14406.5275        
4.763760773    11978.3481        11953.0573        11879.7898        11766.7296        11628.4902        
4.761492511    19125.5641        18984.8204        18524.3141        17579.6928        15428.1715        
4.759226409    15422.7872        15311.4675        14955.5955        14263.597         12894.1532        
4.756962463    17048.4049        16922.8981        16516.5177        15702.4492        13949.7754        
4.75470067     11918.6392        11897.2596        11835.5069        11740.6675        11625.3547        
4.752441027    18288.5521        18150.5978        17701.6773        16791.5969        14771.6468        
4.75018353     13351.5113        13276.3148        13042.4591        12621.891         11970.2072        
4.747928177    16115.7502        16012.6873        15679.691         15013.0574        13561.3007        
4.745674964    13681.4406        13593.968         13321.3211        12827.5522        12048.2758        
4.74342389     17831.8845        17691.4162        17236.3788        16324.069         14354.4404        
4.741174949    12722.0589        12664.8499        12491.418         12199.0953        11799.9945        
4.738928141    17654.5969        17546.0224        17192.2736        16470.4715        14807.5739        
4.73668346     15163.8279        15049.1246        14684.4513        13985.9047        12670.5176        
4.734440906    16047.7166        15932.0965        15560.3665        14826.6676        13302.0139        
4.732200473    17200.3667        17072.4725        16659.1996        15834.2928        14056.7374        
4.72996216     19550.8466        19407.3958        18936.8899        17967.2629        15743.4304        
4.727725964    15284.1087        15163.5078        14781.2475        14055.2533        12714.728         
4.725491881    14985.7413        14860.4891        14467.7729        13743.8696        12511.5159        
4.723259908    19668.599         19518.8455        19027.2229        18013.2909        15701.6769        
4.721030043    16410.8226        16262.1094        15788.7581        14883.7647        13192.8163        
4.718802282    15721.8117        15608.6513        15245.655         14533.4609        13086.7445        
4.716576623    16347.9078        16214.6421        15787.7863        14955.1912        13289.9521        
4.714353062    19590.2355        19445.7501        18971.5516        17993.2859        15751.3842        
4.712131597    15984.775         15879.1323        15538.4587        14860.634         13421.0557        
4.709912224    13880.1528        13774.115         13450.879         12894.8906        12087.6703        
4.707694941    15446.908         15331.3773        14962.8127        14250.0811        12864.9028        
4.705479745    15364.7895        15261.0365        14928.3985        14277.674         12975.2614        
4.703266632    11616.5868        11616.5277        11616.3606        11616.1216        11615.9289        
4.701055601    17306.2726        17167.5053        16719.9787        15832.0858        13962.0059        
4.698846647    15453.8672        15338.8663        14971.9449        14262.9347        12890.8508        
4.696639768    19833.1342        19697.9012        19253.8322        18334.6199        16186.7364        
4.694434961    11740.8771        11733.7309        11713.1163        11681.5086        11643.1249        
4.692232223    16534.5543        16410.1017        16009.4516        15216.8799        13558.2709        
4.690031551    17375.2447        17237.8893        16794.6297        15913.7597        14052.6694        
4.687832943    19201.944         19065.5242        18619.2947        17703.0661        15600.2277        
4.685636395    17476.3066        17356.8122        16969.0431        16186.3502        14442.9842        
4.683441904    14392.6752        14293.0823        13979.307         13393.7065        12375.8813        
4.681249468    12924.2619        12864.5201        12681.2401        12363.3264        11904.6111        
4.679059084    12125.6014        12099.0935        12020.8106        11894.7612        11728.8861        
4.676870748    14497.7063        14361.4202        13946.8054        13238.9182        12228.6436        
4.674684459    14184.3102        14085.6698        13777.5196        13214.3815        12282.5613        
4.672500212    17818.0371        17698.7783        17310.8474        16523.3397        14744.8346        
4.670318006    20606.4041        20468.2171        20012.0645        19057.9242        16791.6033        
4.668137837    17746.5121        17616.8146        17196.6081        16352.2118        14499.3267        
4.665959703    19537.0174        19405.6186        18975.4301        18089.4188        16027.9233        
4.6637836      20152.3997        20011.1174        19546.208         18580.4514        16319.6765        
4.661609527    18372.9932        18238.9016        17803.1669        16921.9872        14970.2921        
4.659437479    13554.9971        13476.5305        13233.4944        12798.038         12107.5993        
4.657267454    13137.6243        13066.7374        12849.8063        12475.6253        11947.8281        
4.65509945     13279.6325        13193.7729        12938.1758        12520.7968        11964.6185        
4.652933463    15579.7459        15473.5066        15132.5566        14462.6416        13096.8318        
4.650769491    18638.8273        18498.0745        18040.4585        17114.4039        15059.9908        
4.648607531    14727.9562        14608.3403        14235.1801        13555.5413        12437.1435        
4.64644758     11989.6317        11970.9269        11916.3858        11830.8608        11723.137         
4.644289635    16428.503         16306.7098        15915.3875        15144.0566        13538.4988        
4.642133693    17944.2446        17806.2955        17359.1192        16460.6426        14504.9191        
4.639979753    15923.3332        15814.0465        15462.656         14768.4702        13323.1798        
4.63782781     14708.815         14606.1964        14281.3203        13666.6521        12553.8955        
4.635677863    19709.1109        19568.7811        19109.1           18162.9466        15982.4549        
4.633529907    13127.8932        13057.407         12842.3002        12473.72          11959.5079        
4.631383942    17755.4945        17624.632         17200.4722        16347.6836        14479.9906        
4.629239963    18461.1002        18324.5906        17881.175         16985.0744        14996.2947        
4.627097968    17146.1455        17023.7925        16628.4653        15838.5542        14122.6113        
4.624957955    14559.4057        14454.4116        14123.4282        13504.6994        12430.9477        
4.62281992     13350.6449        13276.1742        13046.3782        12641.3114        12040.1835        
4.620683861    15897.0453        15784.9968        15425.2961        14717.9051        13266.8876        
4.618549775    15415.4541        15293.5859        14906.24          14166.5586        12797.327         
4.61641766     15309.4695        15199.3644        14848.081         14169.0342        12857.1444        
4.614287512    14769.3613        14675.0561        14373.9076        13791.4803        12674.0434        
4.612159329    18369.7603        18215.1395        17713.6904        16707.907         14563.6265        
4.610033108    11704.3474        11703.9548        11702.8298        11701.1259        11699.0902        
4.607908847    13787.9862        13709.7432        13463.3409        13005.2948        12233.4908        
4.605786543    18882.1989        18737.7287        18267.5127        17313.8548        15192.5243        
4.603666192    17196.3408        17060.0049        16620.8667        15751.7255        13928.4275        
4.601547793    15004.0052        14895.5753        14551.164         13893.929         12678.3379        
4.599431343    12197.4005        12168.7325        12085.3323        11955.3328        11792.6276        
4.597316839    18877.9305        18733.4715        18263.219         17309.2398        15188.4541        
4.595204278    12167.906         12140.5529        12061.1684        11938.2616        11787.2932        
4.593093657    17293.6364        17154.3511        16705.3916        15816.3377        13964.081         
4.590984975    18935.7378        18794.4812        18334.4584        17399.6158        15304.9117        
4.588878228    12539.5677        12494.816         12361.6579        12145.8882        11865.521         
4.586773413    15796.5747        15672.9007        15278.5833        14517.2619        13042.0532        
4.584670529    16726.9932        16617.7323        16264.3515        15554.9635        13991.6925        
4.582569572    15056.8899        14951.3858        14615.4226        13969.8462        12749.564         
4.580470539    11804.388         11799.2888        11784.6612        11762.473         11735.9156        
4.578373429    16646.6838        16521.6776        16119.6095        15326.1254        13680.2554        
4.576278238    14866.2282        14761.851         14430.3827        13798.4007        12635.7123        
4.574184963    12216.8745        12189.1486        12107.8635        11979.0628        11814.6381        
4.572093603    15691.5737        15567.0765        15171.7285        14416.7422        12995.9119        
4.570004155    16721.5283        16598.5833        16202.9147        15419.5809        13765.1146        
4.567916615    14462.046         14357.1821        14030.1171        13434.5143        12448.1546        
4.565830981    12858.2897        12799.0046        12620.7971        12326.3511        11939.1216        
4.563747251    16473.9558        16348.4744        15945.9596        15156.3566        13541.2118        
4.561665423    18139.7056        18002.6773        17558.417         16664.84          14707.3599        
4.559585492    12967.5345        12904.381         12713.4903        12394.1558        11967.0572        
