#wvl           I[ 0.0 deg]       I[20.0 deg]       I[40.0 deg]       I[60.0 deg]       I[80.0 deg]       
#[um]          [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     [erg/s/cm/sr]     
1.558802273    19152.1752        19082.8867        18831.6183        18178.0591        15725.8888        
1.558559324    13964.8739        13744.8611        13009.5545        11447.6167        7868.12685        
1.558316452    16935.4896        16787.7453        16275.9879        15089.4179        11743.6077        
1.558073654    13031.8406        12800.187         12034.0289        10445.8092        6995.21612        
1.557830933    18692.3622        18600.8864        18270.9592        17426.1972        14429.138         
1.557588287    17455.909         17311.7295        16802.0185        15564.5471        11787.7627        
1.557345717    11275.472         11014.2764        10164.7835        8481.45708        5271.51298        
1.557103222    14958.529         14735.6052        13973.4758        12274.2095        8104.55779        
1.556860802    16968.398         16799.67          16202.793         14753.7166        10407.7338        
1.556618459    14538.1533        14323.1551        13597.6561        12023.9656        8293.7877         
1.55637619     18327.1228        18220.1545        17836.2645        16866.7844        13572.5998        
1.556133997    18179.8189        18065.4647        17655.0681        16618.6379        13101.8437        
1.55589188     10491.3472        10253.0682        9486.20049        7992.97242        5156.62772        
1.555649837    15171.5584        14963.8238        14254.8289        12676.8214        8751.85502        
1.55540787     19100.0028        19031.6002        18782.6417        18129.0317        15620.7721        
1.555165979    11045.6554        10778.4982        9910.86755        8199.70141        4998.41161        
1.554924162    12009.6182        11770.4128        10987.5138        9404.26317        6152.12322        
1.554682421    16778.8755        16615.4196        16043.9872        14694.6016        10832.2723        
1.554440755    11619.7747        11368.3881        10548.0899        8905.31868        5648.61196        
1.554199164    16193.8731        16003.326         15337.7519        13772.5375        9419.95519        
1.553957648    18160.0023        18052.189         17668.2           16716.5222        13610.0796        
1.553716207    12587.6548        12359.3834        11608.1105        10066.6423        6772.37677        
1.553474841    16916.616         16761.1013        16217.4465        14933.538         11245.4524        
1.55323355     14611.7792        14400.0035        13684.3915        12126.9728        8400.15245        
1.552992334    16698.3575        16538.3942        15981.6776        14679.9895        11007.5983        
1.552751193    16324.7918        16153.3228        15560.1382        14194.7059        10493.5972        
1.552510127    16972.3623        16821.0674        16292.2359        15043.2255        11444.1863        
1.552269135    16660.034         16495.2595        15920.2429        14569.1554        10757.8298        
1.552028219    19104.8394        19041.331         18809.6805        18197.8401        15806.0921        
1.551787377    14071.4164        13841.665         13066.6799        11390.5655        7504.09644        
1.55154661     18146.9523        18034.9383        17630.9525        16597.4272        12970.6001        
1.551305918    18117.1873        18006.8727        17611.2679        16614.1451        13245.6043        
1.5510653      13218.5031        12989.6972        12229.1433        10635.1621        7111.84083        
1.550824757    15003.1057        14803.4999        14125.8704        12633.5973        8951.25909        
1.550584288    12143.8945        11903.7213        11114.7909        9507.53767        6180.2874         
1.550343894    13288.3379        13065.1241        12323.5287        10769.4309        7312.10899        
1.550103575    18782.4194        18705.6125        18427.1895        17704.3732        15028.6383        
1.54986333     18764.4514        18686.1885        18401.9421        17660.4135        14887.4582        
1.54962316     17052.0207        16899.3851        16360.3262        15055.0833        11104.8984        
1.549383064    13647.0874        13407.0465        12600.2815        10872.9422        6981.1086         
1.549143042    15885.3014        15700.8472        15064.1155        13607.2119        9740.71683        
1.548903095    15497.902         15304.2534        14639.5561        13138.8272        9266.65675        
1.548663222    18885.9428        18815.6436        18559.6575        17886.8527        15303.4939        
1.548423423    14273.1966        14062.3008        13352.5578        11820.5601        8195.33759        
1.548183699    15073.62          14868.0234        14165.5081        12597.9708        8681.40699        
1.547944049    11105.6296        10863.8422        10079.1757        8523.70029        5469.40311        
1.547704473    15490.1314        15301.1353        14653.5651        13196.2473        9438.89961        
1.547464971    9377.90516        9140.3299         8384.70124        6954.90106        4419.81644        
1.547225543    10866.8859        10630.9789        9868.04767        8365.25487        5427.86523        
1.54698619     14650.9103        14436.6205        13708.6579        12107.6631        8235.75609        
1.54674691     14789.3448        14586.3756        13897.8038        12384.3641        8677.72785        
1.546507704    14839.6382        14643.4487        13978.9212        12521.1676        8931.77672        
1.546268573    15553.461         15363.5281        14711.1401        13236.5392        9425.32514        
1.546029515    12957.2658        12721.7758        11939.7577        10307.3863        6759.319          
1.545790531    17616.7025        17493.7404        17056.9959        15983.2765        12580.2118        
1.545551621    16891.3958        16738.4906        16200.1133        14906.9426        11074.3455        
1.545312785    16465.7491        16301.3517        15727.5117        14377.2736        10541.6716        
1.545074023    17593.8016        17470.657         17033.3181        15958.6762        12561.41          
1.544835335    18536.0362        18455.2139        18163.3732        17413.2333        14702.2639        
1.54459672     16163.9315        15989.5984        15383.429         13971.9794        10080.9869        
1.544358179    16038.1167        15861.8681        15250.7945        13836.9755        9979.93887        
1.544119711    18150.6289        18053.6078        17706.0504        16831.1703        13844.009         
1.543881318    16251.2437        16075.6574        15461.4657        14010.9072        9906.40801        
1.543642997    17900.4483        17790.3373        17395.8502        16404.0596        13074.6166        
1.543404751    13860.8633        13644.521         12918.7151        11364.4645        7764.83602        
1.543166578    14752.7126        14543.7595        13831.2301        12247.8529        8319.62467        
1.542928478    14353.0098        14136.7491        13404.0049        11801.2528        7964.36228        
1.542690452    15286.8168        15093.6366        14431.8037        12944.3692        9141.59177        
1.542452499    6030.7669         5854.72603        5318.47927        4399.39014        3070.91594        
1.54221462     12934.4421        12712.9359        11979.5682        10454.53          7101.99194        
1.541976814    10406.0007        10181.4745        9458.00168        8042.08508        5289.12607        
1.541739082    15892.6335        15719.589         15122.8492        13758.8521        10109.2021        
1.541501422    17056.9087        16914.6159        16411.4864        15189.4308        11453.5116        
1.541263836    11807.779         11542.4844        10668.0273        8885.42642        5347.92293        
1.541026324    9754.36253        9516.7542         8756.37389        7298.33399        4642.88585        
1.540788884    10780.4864        10529.5106        9715.75201        8112.36776        5071.14176        
1.540551517    7741.13519        7530.82177        6873.44857        5676.54454        3710.79189        
1.540314224    17458.2832        17336.5962        16905.5155        15852.6671        12563.8352        
1.540077004    18975.5719        18923.4122        18733.013         18228.7639        16226.8717        
1.539839857    4749.88081        4618.11045        4224.95383        3581.07574        2720.60563        
1.539602782    15966.6278        15792.105         15186.2658        13779.9489        9910.37951        
1.539365781    17540.0413        17420.7149        16995.7073        15943.0923        12540.2507        
1.539128853    13067.0364        12829.1545        12033.6858        10347.6057        6605.42048        
1.538891998    17560.3457        17442.5402        17022.9485        15983.9942        12630.9536        
1.538655215    17447.9715        17328.4186        16904.7972        15868.6094        12599.9079        
1.538418506    16891.0146        16749.4223        16251.2709        15054.7618        11457.259         
1.538181869    17224.6549        17094.4918        16633.2648        15505.4458        11966.7223        
1.537945305    13913.2174        13698.1851        12975.1499        11420.1961        7797.67625        
1.537708814    11020.8901        10779.0179        9993.04586        8431.66495        5365.41378        
1.537472395    14944.7748        14735.3347        14014.2107        12377.7738        8197.49074        
1.53723605     17658.4217        17542.9232        17127.7515        16075.1501        12477.6116        
1.536999776    12094.5473        11855.8539        11069.8524        9460.54909        6098.75045        
1.536763576    15106.9812        14911.8559        14242.8257        12736.9853        8890.84325        
1.536527448    12782.7392        12548.8101        11771.9109        10150.559         6631.66753        
1.536291393    7529.23949        7314.35111        6645.26341        5440.92707        3529.00907        
1.53605541     16347.7204        16186.1046        15620.3023        14280.7521        10448.9138        
1.535819499    14568.7225        14367.1067        13682.2504        12172.6707        8459.09885        
1.535583661    8609.69188        8373.68849        7628.83662        6247.91811        3931.08785        
1.535347896    18092.7236        18002.0139        17674.7817        16836.6808        13868.5099        
1.535112203    6426.8651         6241.09703        5670.53713        4673.51052        3172.12886        
1.534876582    12147.6708        11915.4182        11150.9546        9585.45564        6288.48269        
1.534641034    9455.67415        9216.70309        8453.90437        7000.93784        4404.71033        
1.534405557    14513.9136        14309.9347        13616.7818        12088.6793        8343.45694        
1.534170153    16750.5918        16607.3129        16102.9374        14890.1203        11244.8841        
1.533934822    15458.7772        15277.742         14654.3708        13235.3287        9491.53717        
1.533699562    18324.6345        18248.5677        17973.5425        17264.1756        14674.2985        
1.533464375    11617.8689        11376.1692        10582.9799        8973.5949         5713.14462        
1.53322926     6038.50994        5859.74605        5314.79961        4379.52046        3025.47438        
1.532994216    10699.8552        10458.504         9675.71589        8128.20848        5134.38059        
1.532759245    11344.6094        11102.5944        10311.4729        8719.5374         5527.72846        
1.532524346    17426.284         17310.7558        16899.2135        15879.4626        12575.0137        
1.532289519    15815.5293        15649.8797        15077.6675        13762.9196        10184.8742        
1.532054764    8235.57674        8019.52889        7339.27374        6079.32318        3926.99069        
1.531820081    14380.2181        14171.4635        13461.6267        11896.1142        8083.04465        
1.531585469    15212.6733        15024.4902        14376.9817        12906.3404        9065.29949        
1.53135093     16240.3268        16082.1343        15529.0439        14221.7441        10458.2046        
1.531116462    11621.6544        11379.3714        10584.5696        8973.27995        5699.67779        
1.530882066    17661.4858        17559.2113        17193.8517        16281.1945        13239.4601        
1.530647742    14777.4196        14574.5796        13878.163         12305.99          8294.69186        
1.53041349     15390.4843        15215.855         14616.0526        13255.9091        9654.03448        
1.530179309    6556.33288        6366.21708        5781.16786        4754.55019        3196.061          
1.5299452      18118.9269        18038.3145        17747.6737        17003.6938        14346.5592        
1.529711163    12892.398         12654.9815        11861.5123        10184.4074        6501.1514         
1.529477197    12609.0976        12372.5537        11584.6846        9930.46121        6338.88885        
1.529243303    14952.4143        14765.6217        14127.292         12699.3501        9058.43923        
1.52900948     17107.1822        16980.2907        16528.5684        15412.1393        11846.2557        
1.528775729    13492.0693        13278.5154        12563.5286        11040.3778        7544.72893        
1.528542049    14948.1079        14753.8046        14086.5223        12579.0106        8701.34379        
1.52830844     13941.7338        13730.8519        13019.1164        11475.9745        7830.21488        
1.528074903    12026.5543        11799.8478        11052.8335        9517.85832        6263.38781        
1.527841438    18154.4914        18079.2309        17807.8008        17111.6951        14591.1869        
1.527608044    15784.6507        15613.9954        15020.3699        13636.885         9818.83955        
1.527374721    16213.4002        16045.9216        15452.4887        14006.4128        9652.61751        
1.527141469    14478.7247        14278.6834        13597.8261        12091.5986        8374.69629        
1.526908288    6990.84995        6775.65386        6111.33285        4943.92419        3208.49913        
1.526675179    14391.0461        14185.9663        13487.8907        11945.3454        8175.81979        
1.526442141    16434.5891        16287.3623        15769.9098        14531.2393        10862.7601        
1.526209174    12535.9967        12305.5681        11539.6995        9937.26972        6446.91989        
1.525976278    10297.2443        10060.1449        9294.80243        7797.22325        4945.01128        
1.525743453    12964.1866        12734.0342        11963.4357        10325.2652        6670.35511        
1.525510699    17592.6013        17492.6409        17134.232         16230.6007        13153.4486        
1.525278017    6549.06625        6375.01205        5835.74502        4870.11129        3316.4572         
1.525045405    16188.5331        16038.1827        15513.2009        14274.814         10695.097         
1.524812864    13771.4604        13561.3925        12853.3595        11322.007         7714.4201         
1.524580394    8697.55076        8479.03973        7786.24258        6482.23266        4170.66009        
1.524347995    17372.9321        17264.2594        16875.5475        15901.8811        12651.9739        
1.524115667    13980.6039        13774.5761        13077.4818        11555.4056        7896.17478        
1.523883409    15857.0454        15689.9301        15106.0061        13730.5323        9853.57039        
1.523651222    11406.5498        11160.5827        10353.2828        8716.45675        5414.38234        
1.523419106    14587.501         14387.9136        13705.0309        12177.1512        8347.29146        
1.523187061    16488.7809        16346.4972        15845.2861        14639.1528        11029.4786        
1.522955087    17312.8498        17203.0745        16810.4634        15827.453         12553.9798        
1.522723183    6293.85677        6107.18487        5534.86475        4539.88547        3061.99506        
1.522491349    5258.25495        5106.42103        4647.68427        3873.80452        2777.13302        
1.522259587    17985.8055        17907.7616        17624.9911        16891.8349        14188.2846        
1.522027895    14660.1626        14473.3307        13835.7899        12413.0172        8792.72409        
1.521796273    8912.3882         8689.63684        7981.14878        6639.1439         4238.23521        
1.521564722    16476.0416        16334.8436        15836.7155        14632.5721        10976.0223        
1.521333241    14507.5016        14308.5369        13627.0592        12095.8243        8206.47084        
1.521101831    15533.2335        15362.9718        14772.4529        13405.1968        9673.25622        
1.520870491    11472.0915        11216.7362        10376.0899        8666.00247        5258.30502        
1.520639221    15207.3256        15025.4208        14396.3903        12951.8201        9105.28898        
1.520408022    11429.4291        11198.6541        10442.8307        8912.80816        5773.74288        
1.520176893    16108.5037        15957.126         15426.8132        14167.203         10500.4447        
1.519945835    17067.1684        16951.9719        16542.1355        15529.8412        12272.5407        
1.519714846    17610.3665        17518.8944        17190.1181        16355.8106        13463.5503        
1.519483928    14218.755         14020.3787        13345.4128        11851.0677        8148.40917        
1.51925308     18330.8103        18275.1256        18072.0993        17536.3049        15438.7232        
1.519022302    8316.80865        8076.5494         7319.23781        5924.49791        3653.75399        
1.518791594    16446.7243        16309.8998        15828.5091        14672.4315        11202.431         
1.518560956    16235.7511        16090.0616        15578.0124        14351.4954        10701.5463        
1.518330389    17771.4262        17688.7394        17389.8414        16619.1966        13808.3536        
1.518099891    8451.86826        8211.66735        7452.84374        6047.02893        3724.32699        
1.517869463    16866.1075        16743.7702        16308.7151        15235.7759        11812.915         
1.517639105    16588.4443        16456.4068        15989.1583        14850.0072        11299.2859        
1.517408818    14062.4093        13866.5532        13203.2334        11750.2193        8207.26679        
1.5171786      18193.615         18134.3757        17919.0795        17355.7398        15202.9209        
1.516948451    11443.0438        11198.3581        10393.6246        8755.95574        5444.19858        
1.516718373    5210.56847        5062.8855         4615.40832        3856.01339        2769.18205        
1.516488364    11068.9567        10822.292         10015.2783        8392.76102        5188.04043        
1.516258426    16666.9078        16543.9664        16110.486         15061.4862        11804.5262        
1.516028556    14582.2845        14392.3153        13742.6026        12288.8857        8615.10533        
1.515798757    18190.26          18132.2086        17920.6759        17363.4045        15197.1184        
1.515569027    17678.5367        17596.0984        17299.0984        16540.5171        13854.5003        
1.515339367    15491.6154        15326.4103        14753.0598        13422.7675        9761.02234        
1.515109777    14689.7089        14505.5453        13874.2912        12451.6945        8774.41847        
1.514880256    14049.7504        13847.7036        13160.0582        11638.2374        7887.77289        
1.514650804    17210.7199        17106.4575        16732.6953        15791.522         12619.0804        
1.514421422    12910.0617        12697.4615        11988.2789        10489.4129        7099.61904        
1.51419211     16009.7701        15855.7995        15313.1807        14006.9547        10128.847         
1.513962867    14967.2768        14782.8222        14144.6654        12677.3834        8769.0301         
1.513733693    8056.24117        7828.55811        7112.47042        5796.28493        3630.8891         
1.513504589    13676.4757        13451.8613        12685.2415        10984.9823        6908.46888        
1.513275554    14066.6874        13872.5387        13214.197         11768.7756        8232.77003        
1.513046588    6442.57988        6235.45158        5601.20475        4508.52877        2955.73957        
1.512817692    14273.8807        14078.537         13412.14          11930.1451        8239.7635         
1.512588865    13200.8097        12988.1382        12272.175         10726.8227        7122.4825         
1.512360107    15883.3111        15732.5739        15205.1183        13955.9967        10345.3654        
1.512131418    16119.334         15977.0775        15477.7341        14286.3175        10782.087         
1.511902798    13333.7153        13112.5675        12364.577         10738.1778        6948.50075        
1.511674248    17107.3211        17002.4253        16626.6154        15681.5902        12504.1785        
1.511445767    12978.3696        12765.6729        12054.0641        10540.6257        7089.81942        
1.511217354    10966.9716        10726.3105        9939.02114        8354.90262        5209.04551        
1.510989011    14224.6281        14004.5418        13241.6185        11487.9627        7025.5403         
1.510760737    10897.2925        10656.5105        9869.81235        8291.48117        5173.65086        
1.510532531    13755.7278        13549.4729        12849.9096        11316.3198        7629.01639        
1.510304395    16563.3408        16445.0604        16029.1167        15029.6359        11987.6711        
1.510076327    8728.78838        8498.11636        7765.60402        6387.97793        3995.14179        
1.509848329    16916.62          16804.9872        16405.5789        15404.9993        12082.2554        
1.509620399    11587.6896        11362.9955        10623.8822        9111.82322        5931.51731        
1.509392538    17154.7746        17055.7215        16700.7148        15806.8305        12780.0578        
1.509164746    12248.0755        12024.2735        11281.2938        9731.09085        6359.62275        
1.508937022    8797.95329        8564.26415        7820.64407        6416.43164        3972.22436        
1.508709368    6397.2713         6207.34133        5622.60403        4596.50113        3043.81883        
1.508481782    13183.2422        12961.1017        12210.7584        10584.8851        6825.37599        
1.508254264    16646.5122        16526.2374        16097.9308        15037.4131        11610.867         
1.508026815    13864.7645        13658.5386        12955.7517        11398.551         7586.4772         
1.507799435    14940.6989        14763.8361        14152.0363        12744.4224        8958.28168        
1.507572124    9955.41259        9725.5109         8983.06806        7527.94058        4746.48493        
1.507344881    15331.5679        15165.6794        14588.1301        13238.8136        9490.17536        
1.507117706    12370.5269        12153.7741        11433.7618        9927.43213        6607.33144        
1.5068906      14173.161         13974.3535        13293.3908        11765.9867        7925.34534        
1.506663562    15546.5941        15375.4767        14769.8682        13299.6019        8944.59833        
1.506436593    11408.5213        11174.4325        10403.7473        8828.30748        5575.78003        
1.506209692    14911.1142        14736.5185        14133.775         12754.0205        9080.39303        
1.505982859    15423.8551        15261.6566        14695.7285        13366.8349        9637.0217         
1.505756095    15998.5371        15856.825         15357.7702        14157.1566        10557.7378        
1.505529399    13906.8784        13698.4148        12985.1087        11391.6739        7470.50598        
1.505302771    8997.04558        8753.37214        7975.25309        6498.3459         3936.21888        
1.505076212    16083.7572        15949.5776        15478.3312        14351.371         10997.1676        
1.50484972     16682.3456        16567.5047        16157.9079        15140.3414        11837.9766        
1.504623297    15708.6345        15559.7121        15038.7872        13806.8979        10267.2561        
1.504396942    13265.2903        13059.4387        12365.7453        10865.3305        7324.65561        
1.504170655    10499.3029        10258.3218        9474.00438        7915.7242         4907.07266        
1.503944436    10653.6782        10418.2521        9650.52872        8115.31856        5085.89002        
1.503718285    10863.8304        10630.228         9865.78724        8323.44561        5218.52437        
1.503492202    16440.7459        16319.9746        15892.0376        14845.6948        11563.4133        
1.503266187    16898.3819        16794.4859        16421.8818        15482.4313        12300.9423        
1.50304024     11768.3628        11551.7854        10838.0226        9370.77778        6240.0179         
1.502814361    15675.4702        15526.4969        15004.9289        13769.0673        10207.1955        
1.50258855     13800.5031        13605.5444        12943.8381        11488.6461        7929.04166        
1.502362807    8005.70837        7784.70278        7087.23347        5793.97113        3625.74727        
1.502137131    9725.43467        9481.44066        8694.58664        7165.83037        4368.66909        
1.501911524    14507.2222        14329.3688        13719.12          12340.451         8740.61449        
1.501685984    14422.5408        14232.7458        13578.0641        12084.0018        8177.72692        
1.501460512    14505.2497        14325.2071        13707.1057        12310.9357        8698.61545        
1.501235107    17696.1189        17633.9809        17408.0681        16816.6533        14564.3188        
1.50100977     4078.68018        3973.26573        3657.61583        3134.38952        2414.72945        
1.500784501    13226.5782        13022.8597        12335.9507        10847.5829        7312.0695         
1.500559299    12765.9315        12553.0607        11840.0722        10321.5442        6874.7013         
1.500334165    13738.4422        13535.6494        12844.29          11310.8468        7548.66209        
1.500109099    15840.4696        15703.3544        15222.5122        14075.8519        10672.7293        
1.4998841      11546.7384        11309.6954        10525.205         8905.13351        5528.44714        
1.499659168    6366.25356        6180.92124        5609.30143        4600.61813        3046.12761        
1.499434304    6769.48968        6576.11433        5975.77002        4901.21939        3204.13677        
1.499209508    16687.0839        16582.77          16211.6994        15294.7988        12325.3402        
1.498984778    12558.0026        12341.4111        11617.2787        10082.333         6642.97258        
1.498760117    9459.50377        9222.83976        8461.86972        6990.66318        4300.74682        
1.498535522    13418.0934        13221.0929        12555.7656        11108.331         7627.78335        
1.498310995    14382.8431        14209.0217        13615.0437        12285.5179        8868.33487        
1.498086535    13992.8773        13803.0458        13155.5235        11715.7413        8127.90787        
1.497862142    13308.7841        13095.9949        12373.7742        10790.9905        7041.61211        
1.497637817    13763.8477        13572.2894        12921.3516        11485.1621        7941.22708        
1.497413558    13533.6075        13333.7231        12655.7726        11169.0015        7583.5677         
1.497189367    10175.8987        9954.53244        9236.22385        7809.89843        4985.32615        
1.496965243    16255.6176        16135.6438        15711.2447        14678.2955        11477.4443        
1.496741186    11089.5901        10841.4688        10023.5181        8355.41908        5031.55462        
1.496517196    4979.19786        4831.97236        4387.34246        3638.26448        2584.44577        
1.496293273    8216.09167        7992.92444        7286.64995        5968.37239        3720.12871        
1.496069418    14940.4585        14771.8961        14185.65          12820.3208        9071.80853        
1.495845629    9986.27034        9744.10865        8958.54956        7410.93688        4500.06834        
1.495621907    15331.2949        15175.2382        14628.6131        13332.2888        9603.99543        
1.495398252    5493.42729        5343.66283        4884.27669        4081.31512        2849.77879        
1.495174664    11731.6052        11504.1942        10749.9117        9181.68142        5833.55378        
1.494951142    9712.00401        9468.27746        8680.96422        7146.37013        4328.45269        
1.494727688    12625.458         12410.1942        11688.3636        10148.4703        6663.96595        
1.4945043      4612.47279        4478.08853        4074.66002        3403.58806        2481.32027        
1.494280979    14195.6995        14016.8054        13404.7545        12032.133         8518.38653        
1.494057725    6963.89011        6761.90474        6132.44445        4997.75599        3196.53357        
1.493834537    4059.9647         3940.20487        3587.14344        3024.6749         2316.55014        
1.493611417    10483.4169        10258.9632        9527.46598        8062.87664        5128.42457        
1.493388362    7492.34076        7291.74021        6662.38911        5505.4267         3542.26109        
1.493165375    15812.5585        15678.3589        15205.493         14066.8203        10652.6544        
1.492942454    5251.76422        5095.15474        4619.98977        3811.04569        2648.09188        
1.492719599    11264.0678        11031.8691        10265.6624        8692.46623        5432.69862        
1.492496811    16480.6589        16375.1629        15999.5911        15069.6943        12044.4388        
1.49227409     16763.9917        16672.1607        16344.3023        15526.0727        12794.6998        
1.492051435    15672.4074        15534.0644        15047.1457        13877.6368        10391.8684        
1.491828847    16071.4085        15950.4215        15522.7389        14483.0768        11263.1016        
1.491606324    9885.63258        9652.20917        8895.57472        7403.60699        4555.41794        
1.491383869    12364.7393        12153.684         11449.0266        9958.3076         6609.83413        
1.491161479    17182.1633        17108.7901        16843.3628        16158.1092        13661.9787        
1.490939156    14293.5667        14120.327         13526.1834        12185.2066        8689.98751        
1.490716899    12561.7375        12353.5401        11656.1855        10169.1276        6762.97217        
1.490494709    7645.78061        7432.44856        6762.12954        5530.27003        3480.90691        
1.490272584    11497.0241        11264.0029        10490.6168        8881.81543        5473.64096        
1.490050526    6864.61859        6659.55537        6022.49672        4884.0064         3114.5744         
1.489828534    7552.85738        7343.09765        6683.703          5470.35399        3454.87676        
1.489606608    14824.1567        14661.3253        14096.295         12786.6363        9204.18659        
1.489384749    14008.2401        13812.6892        13137.1692        11592.3944        7588.29668        
1.489162955    10899.4579        10669.5981        9914.78617        8381.13654        5255.73697        
1.488941227    10617.8958        10388.921         9639.69837        8129.21081        5096.33491        
1.488719566    6853.09665        6669.34485        6095.70741        5051.50859        3311.6444         
1.48849797     2656.79929        2614.15581        2489.92943        2295.92526        2054.50779        
1.488276441    14529.2554        14365.6128        13802.1078        12516.8888        9068.54404        
1.488054977    15132.2212        14983.4276        14465.727         13256.7473        9866.88157        
1.487833579    10677.0031        10457.6773        9739.92914        8287.66611        5301.13098        
1.487612247    11791.4026        11559.3152        10785.1211        9157.63238        5653.74671        
1.487390981    10696.6425        10473.6135        9744.30714        8274.1618         5292.61112        
1.487169781    6221.36946        6030.3757         5442.27922        4412.24509        2874.23193        
1.486948646    16217.5959        16105.8703        15707.7975        14721.0542        11524.972         
1.486727577    12802.7555        12602.6683        11929.4611        10477.4949        7058.64714        
1.486506574    9030.48195        8772.25639        7942.4599         6355.32399        3663.94273        
1.486285637    12857.2598        12652.9557        11964.1447        10473.8579        6971.87963        
1.486064765    12312.4589        12095.0006        11365.8529        9811.13572        6311.96844        
1.485843959    14842.5271        14678.6266        14106.1787        12759.4729        8985.79155        
1.485623219    4542.93838        4410.14914        4011.57869        3349.55918        2438.909          
1.485402544    16250.5372        16142.0448        15754.9295        14791.6757        11639.5196        
1.485181935    11099.8163        10870.8344        10115.6496        8566.67696        5359.79124        
1.484961391    12348.7464        12138.7273        11434.5645        9930.14346        6494.42311        
1.484740913    14940.7845        14784.5257        14239.4702        12960.2866        9370.21951        
1.4845205      4589.54946        4453.64593        4045.30138        3366.08908        2434.41263        
1.484300152    13216.8509        13032.3975        12409.733         11053.3778        7736.24055        
1.48407987     14878.7725        14719.8603        14165.1828        12861.4288        9193.47786        
1.483859654    15298.8174        15152.34          14636.0989        13392.792         9684.90505        
1.483639503    14515.9834        14354.5937        13797.8147        12523.1119        9087.92628        
1.483419417    12141.8883        11935.4242        11247.0777        9793.67013        6514.817          
1.483199396    13029.6692        12835.1109        12177.3879        10742.6278        7275.66675        
1.482979441    7953.09511        7725.97697        7007.83488        5674.42944        3464.90504        
1.48275955     15911.6282        15795.2748        15383.5153        14379.0811        11228.3697        
1.482539725    5887.96903        5700.72974        5127.69245        4139.53911        2718.7795         
1.482319966    7617.51566        7401.08184        6719.40669        5462.03883        3379.03698        
1.482100271    9823.07457        9583.74066        8806.2333         7269.88507        4371.75383        
1.481880641    12085.5472        11865.9727        11131             9570.98121        6101.90179        
1.481661077    14116.0849        13944.1298        13353.6686        12018.3348        8543.73049        
1.481441577    13873.8852        13697.574         13095.2225        11749.3714        8329.80626        
1.481222143    8900.7824         8674.18162        7948.93669        6560.4588         4056.47445        
1.481002774    15790.1724        15670.4729        15247.1151        14216.2519        11005.8775        
1.480783469    13925.3171        13747.7024        13138.874         11768.5099        8250.30895        
1.48056423     13911.4459        13732.3474        13117.7549        11730.9916        8160.04557        
1.480345055    6863.45616        6653.94749        6002.79868        4839.7339         3042.0318         
1.480125945    13844.6147        13664.2287        13045.7264        11652.7954        8079.37191        
1.4799069      3723.69962        3626.65958        3337.6387         2864.51248        2229.89799        
1.47968792     10887.3265        10675.8653        9981.60833        8564.80793        5575.34326        
1.479469005    12506.1272        12297.527         11595.3673        10083.6566        6597.39592        
1.479250155    12320.7033        12131.2665        11499.2314        10156.8466        7008.94492        
1.479031369    13584.5827        13398.5334        12762.5077        11340.1825        7747.31817        
1.478812648    11760.2646        11519.2123        10709.4712        8986.16499        5287.68447        
1.478593992    14147.9418        13975.2644        13379.8095        12021.0231        8441.28124        
1.4783754      13371.0109        13174.8214        12504.3991        11010.05          7318.35636        
1.478156873    4675.08301        4531.46594        4100.04632        3382.94002        2405.04247        
1.47793841     14757.1642        14599.8553        14050.0381        12753.2617        9077.81752        
1.477720012    10399.6865        10173.6457        9433.94406        7941.67998        4940.13277        
1.477501679    5909.34571        5728.5961         5173.81436        4206.70976        2760.64372        
1.47728341     5178.721          5024.12437        4553.87767        3748.62671        2576.74549        
1.477065206    16322.0944        16229.6562        15899.3928        15073.6418        12306.186         
1.476847066    4961.91182        4796.77761        4301.46753        3486.32843        2415.74739        
1.47662899     15713.5446        15595.8064        15179.339         14165.5696        11019.8527        
1.476410979    11503.7814        11298.5287        10619.2515        9207.74184        6113.57786        
1.476193032    11453.3547        11230.0198        10487.5476        8935.79919        5593.04328        
1.47597515     4638.52633        4490.16848        4045.97896        3315.80302        2353.36848        
1.475757332    6965.1632         6763.60272        6133.48875        4989.29334        3144.00417        
1.475539578    14044.1471        13870.0157        13269.0808        11895.3611        8268.52801        
1.475321888    12251.8413        12030.2932        11281.8064        9660.49825        5954.97501        
1.475104263    10098.1668        9860.78299        9086.04209        7539.74199        4559.90235        
1.474886702    13343.4659        13141.4168        12446.5129        10876.037         6943.68772        
1.474669205    6535.55793        6346.67426        5759.89673        4707.26031        3029.51485        
1.474451772    10822.5105        10608.366         9904.31753        8464.68384        5435.62085        
1.474234403    15320.1102        15192.7826        14745.9489        13678.4825        10493.7333        
1.474017099    10951.9776        10743.9919        10058.6922        8647.05496        5600.41141        
1.473799858    8153.51556        7904.59061        7113.64263        5640.4842         3272.73206        
1.473582681    7154.22939        6957.46033        6340.87509        5211.66857        3320.93189        
1.473365569    11353.9602        11123.0457        10353.5828        8740.776          5307.44452        
1.47314852     7103.30208        6895.35687        6245.2525         5065.82428        3164.76382        
1.472931535    15400.0077        15275.7535        14838.6257        13788.9612        10634.8189        
1.472714615    12007.1624        11793.9545        11080.0843        9563.21345        6170.12521        
1.472497758    11446.3052        11225.875         10493.2136        8963.26096        5673.45222        
