# ExoMol HCN partition-function data
  temp(K)         124          134
      1.0  6.25590e+00  1.25691e+01
      2.0  8.19680e+00  1.66450e+01
      3.0  1.07950e+01  2.20032e+01
      4.0  1.35224e+01  2.76084e+01
      5.0  1.62913e+01  3.32938e+01
      6.0  1.90791e+01  3.90157e+01
      7.0  2.18771e+01  4.47572e+01
      8.0  2.46813e+01  5.05107e+01
      9.0  2.74894e+01  5.62719e+01
     10.0  3.03002e+01  6.20385e+01
     11.0  3.31131e+01  6.78088e+01
     12.0  3.59274e+01  7.35821e+01
     13.0  3.87428e+01  7.93574e+01
     14.0  4.15590e+01  8.51345e+01
     15.0  4.43760e+01  9.09129e+01
     16.0  4.71935e+01  9.66924e+01
     17.0  5.00115e+01  1.02473e+02
     18.0  5.28299e+01  1.08254e+02
     19.0  5.56485e+01  1.14036e+02
     20.0  5.84675e+01  1.19818e+02
     21.0  6.12867e+01  1.25601e+02
     22.0  6.41061e+01  1.31384e+02
     23.0  6.69257e+01  1.37168e+02
     24.0  6.97455e+01  1.42951e+02
     25.0  7.25654e+01  1.48736e+02
     26.0  7.53854e+01  1.54520e+02
     27.0  7.82055e+01  1.60304e+02
     28.0  8.10257e+01  1.66089e+02
     29.0  8.38460e+01  1.71874e+02
     30.0  8.66664e+01  1.77659e+02
     31.0  8.94869e+01  1.83445e+02
     32.0  9.23075e+01  1.89230e+02
     33.0  9.51281e+01  1.95016e+02
     34.0  9.79488e+01  2.00801e+02
     35.0  1.00769e+02  2.06587e+02
     36.0  1.03590e+02  2.12373e+02
     37.0  1.06411e+02  2.18159e+02
     38.0  1.09232e+02  2.23945e+02
     39.0  1.12053e+02  2.29731e+02
     40.0  1.14874e+02  2.35517e+02
     41.0  1.17695e+02  2.41304e+02
     42.0  1.20516e+02  2.47090e+02
     43.0  1.23337e+02  2.52876e+02
     44.0  1.26158e+02  2.58663e+02
     45.0  1.28979e+02  2.64449e+02
     46.0  1.31800e+02  2.70236e+02
     47.0  1.34621e+02  2.76023e+02
     48.0  1.37443e+02  2.81809e+02
     49.0  1.40264e+02  2.87596e+02
     50.0  1.43085e+02  2.93383e+02
     51.0  1.45906e+02  2.99170e+02
     52.0  1.48728e+02  3.04957e+02
